time, angle1, vel1, acc1
760849,288.19, 24.04, -57.20
765852,294.61, 23.90, -29.65
770859,301.11, 23.79, -21.46
775859,307.79, 23.75, -7.65
780863,314.82, 23.83, 14.96
785863,322.29, 24.03, 41.61
790868,330.38, 24.42, 76.86
795871,338.99, 24.94, 103.56
800879,348.49, 25.68, 149.33
805881,357.63, 26.25, 114.00
810883,7.38, 26.97, 142.76
815886,17.67, 27.78, 162.78
820892,28.30, 28.63, 170.71
825891,38.67, 29.32, 138.23
830895,48.52, 29.79, 92.33
835897,57.92, 30.07, 56.01
840900,66.45, 30.04, -4.93
845904,74.97, 30.02, -4.48
850908,82.62, 29.72, -59.84
855910,90.00, 29.36, -71.25
860917,97.38, 29.04, -64.98
865923,104.24, 28.57, -92.80
870922,111.36, 28.24, -66.56
875919,118.30, 27.88, -72.18
880939,125.60, 27.66, -44.60
885930,132.89, 27.47, -38.44
890932,140.80, 27.48, 3.15
895931,149.33, 27.70, 42.78
900936,158.03, 27.94, 48.72
905942,167.61, 28.44, 100.47
910944,177.36, 28.96, 102.92
915953,187.82, 29.64, 137.69
920947,198.46, 30.33, 137.55
925951,209.09, 30.95, 124.18
930969,219.55, 31.46, 100.70
935960,229.75, 31.84, 77.08
940957,239.50, 32.05, 41.56
945973,248.47, 31.98, -14.01
950978,257.26, 31.87, -21.81
955967,265.43, 31.58, -58.70
960973,273.43, 31.25, -66.04
965972,281.25, 30.89, -70.66
970977,288.98, 30.54, -70.37
975980,296.98, 30.31, -46.88
980984,304.98, 30.09, -42.84
985984,313.59, 30.10, 0.60
990996,322.65, 30.23, 27.49
995991,332.58, 30.64, 81.82
1000990,343.56, 31.35, 141.19
1005993,354.81, 32.07, 144.91
1011003,7.03, 33.04, 192.97
1016001,19.60, 34.03, 198.19
1021006,32.52, 35.04, 202.22
1026008,44.65, 35.71, 133.74
1031009,56.34, 36.18, 93.79
1036010,66.88, 36.24, 12.53
1041011,76.90, 36.13, -22.24
1046019,86.31, 35.83, -59.99
1051020,94.75, 35.25, -114.96
1056024,103.18, 34.73, -104.72
1061024,111.45, 34.20, -106.40
1066029,119.79, 33.74, -91.61
1071028,128.14, 33.33, -82.43
1076032,137.11, 33.15, -36.45
1081030,146.87, 33.23, 17.37
1086039,156.71, 33.34, 20.65
1091044,167.26, 33.66, 63.83
1096051,178.42, 34.14, 96.98
1101051,190.46, 34.86, 144.49
1106058,201.97, 35.35, 97.63
1111054,214.37, 36.08, 145.53
1116058,226.23, 36.57, 97.31
1121070,237.04, 36.67, 20.91
1126078,247.32, 36.60, -13.70
1131078,256.99, 36.35, -50.90
1136082,266.48, 36.06, -57.57
1141097,275.19, 35.54, -104.19
1146082,283.71, 35.02, -102.73
1151087,292.32, 34.58, -89.64
1156089,300.85, 34.14, -86.81
1161099,310.08, 33.97, -35.10
1166101,319.48, 33.87, -20.00
1171096,330.03, 34.14, 55.03
1176116,341.19, 34.58, 86.90
1181106,353.50, 35.35, 154.60
1186110,5.71, 36.02, 133.44
1191119,19.25, 37.04, 204.14
1196114,32.78, 37.98, 187.76
1201129,45.44, 38.54, 112.52
1206126,57.57, 38.89, 70.85
1211137,68.38, 38.80, -19.55
1216140,78.49, 38.48, -62.11
1221138,87.98, 38.00, -96.61
1226136,96.86, 37.37, -126.58
1231139,105.73, 36.79, -115.90
1236141,114.35, 36.18, -121.32
1241145,122.70, 35.55, -127.31
1246149,131.40, 35.08, -93.54
1251149,141.15, 34.99, -17.25
1256154,150.64, 34.83, -33.31
1261154,161.37, 35.07, 48.54
1266163,172.71, 35.48, 82.21
1271162,184.75, 36.08, 120.57
1276168,197.14, 36.74, 131.15
1281169,209.00, 37.17, 86.14
1286171,221.40, 37.73, 111.79
1291176,232.56, 37.84, 23.04
1296178,243.46, 37.87, 4.61
1301177,253.48, 37.61, -51.78
1306182,262.88, 37.18, -86.20
1311183,271.85, 36.65, -106.05
1316189,280.81, 36.16, -96.67
1321192,289.42, 35.61, -110.42
1326198,298.04, 35.11, -100.29
1331195,306.91, 34.74, -74.12
1336202,316.41, 34.59, -28.70
1341205,326.78, 34.74, 29.89
1346210,337.59, 35.02, 55.75
1351212,349.45, 35.61, 116.51
1356214,2.11, 36.39, 157.11
1361214,15.82, 37.44, 209.68
1366220,29.36, 38.33, 178.52
1371222,42.19, 38.93, 118.72
1376223,54.76, 39.38, 91.34
1381232,65.83, 39.32, -12.93
1386237,76.46, 39.12, -39.25
1391251,85.87, 38.54, -115.71
1396241,94.92, 37.93, -123.47
1401245,103.80, 37.30, -125.90
1406250,112.32, 36.61, -136.87
1411250,120.94, 36.02, -118.20
1416258,129.73, 35.54, -96.97
1421268,139.04, 35.26, -54.90
1426264,148.80, 35.16, -20.30
1431268,159.43, 35.34, 36.64
1436269,170.24, 35.56, 44.07
1441275,182.29, 36.16, 118.53
1446283,194.24, 36.66, 101.49
1451282,207.07, 37.41, 149.76
1456279,219.11, 37.84, 85.16
1461292,230.36, 37.97, 25.79
1466292,241.70, 38.12, 30.98
1471300,251.54, 37.78, -68.99
1476295,261.39, 37.48, -60.11
1481309,270.53, 36.96, -102.32
1486311,279.23, 36.38, -117.38
1491304,287.93, 35.83, -108.69
1496306,296.46, 35.29, -109.59
1501307,305.60, 34.99, -60.25
1506313,314.91, 34.76, -44.37
1511315,324.93, 34.79, 5.12
1516320,335.65, 35.03, 48.71
1521324,347.70, 35.67, 128.04
1526325,0.09, 36.37, 139.55
1531333,13.54, 37.33, 192.32
1536329,27.07, 38.24, 181.83
1541332,40.17, 38.92, 136.71
1546333,52.73, 39.38, 91.03
1551341,64.07, 39.40, 4.02
1556339,74.79, 39.23, -34.29
1561343,84.64, 38.79, -88.05
1566348,93.60, 38.11, -135.61
1571349,102.22, 37.38, -145.63
1576350,110.92, 36.75, -126.37
1581352,119.27, 36.06, -137.52
1586358,128.32, 35.66, -80.59
1591361,137.29, 35.26, -78.96
1596361,147.13, 35.19, -15.17
1601366,157.68, 35.34, 30.14
1606372,168.49, 35.56, 44.13
1611375,180.18, 36.04, 96.12
1616377,192.22, 36.59, 110.12
1621380,204.52, 37.17, 116.44
1626381,216.56, 37.62, 89.80
1631386,228.25, 37.92, 58.61
1636388,239.50, 38.04, 25.20
1641394,249.70, 37.82, -44.12
1646395,259.45, 37.48, -67.61
1651393,268.59, 36.98, -100.13
1656409,277.47, 36.43, -110.07
1661402,285.91, 35.81, -125.11
1666412,294.70, 35.34, -92.85
1671423,303.66, 34.97, -73.95
1676410,312.71, 34.68, -58.63
1681413,322.65, 34.68, 0.55
1686418,333.19, 34.88, 39.09
1691421,345.06, 35.48, 120.10
1696431,357.36, 36.16, 135.88
1701431,10.63, 37.09, 186.75
1706440,24.17, 38.01, 184.58
1711431,37.53, 38.81, 159.15
1716440,49.75, 39.16, 70.09
1721444,61.61, 39.37, 42.38
1726451,72.51, 39.25, -24.20
1731445,82.09, 38.73, -103.81
1736459,91.67, 38.25, -97.41
1741467,100.11, 37.45, -158.26
1746470,108.90, 36.85, -120.91
1751461,117.33, 36.18, -134.73
1756458,126.12, 35.68, -98.74
1761464,135.09, 35.29, -79.24
1766470,144.76, 35.15, -27.49
1771475,155.13, 35.25, 19.95
1776476,165.67, 35.39, 29.18
1781476,177.36, 35.89, 99.54
1786477,189.67, 36.54, 129.46
1791479,201.88, 37.10, 112.35
1796481,214.01, 37.58, 95.86
1801484,225.97, 37.96, 76.13
1806488,237.04, 38.03, 13.64
1811492,247.59, 37.92, -21.26
1816497,257.34, 37.57, -70.01
1821503,266.66, 37.12, -91.20
1826503,275.36, 36.51, -121.55
1831504,284.24, 36.01, -99.47
1836503,292.85, 35.48, -107.01
1841511,301.64, 35.04, -87.21
1846511,311.13, 34.87, -33.43
1851515,320.54, 34.69, -36.47
1856517,331.08, 34.89, 39.45
1861516,342.25, 35.26, 75.19
1866522,354.81, 36.05, 157.53
1871528,7.47, 36.79, 148.34
1876535,21.45, 37.89, 218.93
1881535,34.98, 38.74, 171.06
1886538,47.46, 39.19, 88.63
1891539,59.59, 39.48, 58.52
1896541,70.58, 39.38, -19.41
1901543,80.60, 38.98, -79.49
1906545,89.82, 38.37, -122.28
1911549,98.88, 37.76, -122.32
1916561,107.40, 37.03, -146.09
1921554,115.93, 36.38, -130.48
1926561,124.45, 35.78, -119.98
1931565,133.68, 35.46, -64.25
1936570,143.17, 35.25, -41.65
1941571,153.28, 35.26, 1.49
1946576,164.09, 35.48, 45.38
1951574,175.52, 35.89, 81.80
1956574,187.56, 36.46, 112.78
1961579,199.78, 37.02, 112.89
1966588,211.99, 37.53, 102.36
1971590,223.86, 37.89, 71.54
1976591,235.20, 38.05, 32.37
1981595,245.92, 38.00, -10.79
1986601,255.85, 37.70, -59.68
1991610,265.61, 37.37, -66.38
1996600,274.13, 36.69, -136.22
2001618,282.92, 36.14, -110.17
2006614,291.27, 35.51, -124.39
2011611,300.23, 35.13, -77.61
2016610,309.20, 34.78, -68.62
2021617,319.04, 34.75, -6.92
2026621,329.06, 34.77, 4.38
2031621,340.66, 35.30, 105.40
2036632,352.79, 35.94, 128.31
2041632,5.80, 36.81, 173.47
2046634,19.16, 37.70, 179.56
2051635,32.61, 38.55, 169.37
2056636,45.44, 39.13, 114.91
2061643,57.39, 39.36, 47.74
2066642,68.82, 39.42, 10.75
2071650,78.57, 38.93, -96.95
2076654,87.98, 38.38, -110.74
2081658,97.03, 37.77, -122.69
2086658,105.73, 37.10, -133.30
2091666,114.52, 36.51, -116.87
2096666,122.96, 35.88, -127.40
2101668,131.84, 35.44, -88.00
2106671,141.06, 35.15, -57.81
2111671,151.17, 35.17, 3.44
2116672,161.54, 35.27, 20.14
2121674,172.97, 35.69, 84.67
2126681,184.57, 36.13, 87.91
2131682,196.96, 36.78, 130.67
2136692,209.18, 37.32, 107.26
2141687,221.40, 37.81, 98.43
2146695,232.91, 38.03, 43.59
2151698,243.54, 37.95, -15.96
2156699,253.83, 37.77, -36.43
2161705,263.23, 37.32, -89.14
2166709,272.37, 36.83, -97.89
2171711,280.99, 36.22, -122.24
2176712,289.78, 35.72, -100.22
2181724,298.04, 35.09, -125.40
2186716,307.27, 34.84, -50.37
2191719,316.58, 34.63, -41.61
2196736,326.95, 34.77, 27.42
2201722,337.76, 35.06, 57.06
2206729,349.98, 35.75, 138.69
2211732,2.90, 36.60, 170.96
2216731,16.17, 37.49, 177.76
2221748,29.79, 38.41, 182.91
2226736,42.89, 39.08, 135.09
2231748,55.20, 39.43, 69.69
2236741,66.09, 39.32, -22.70
2241752,76.82, 39.15, -34.24
2246754,86.31, 38.60, -108.33
2251754,95.36, 37.97, -126.56
2256763,104.06, 37.28, -138.18
2261765,112.50, 36.57, -141.54
2266772,121.38, 36.06, -101.68
2271780,129.99, 35.53, -107.40
2276765,139.66, 35.38, -29.57
2281770,149.15, 35.18, -40.38
2286774,159.79, 35.36, 35.91
2291777,170.77, 35.64, 55.50
2296781,182.81, 36.22, 117.51
2301786,194.77, 36.73, 101.25
2306785,207.42, 37.41, 136.53
2311790,218.94, 37.67, 51.27
2316794,231.06, 38.10, 85.86
2321794,242.14, 38.16, 11.71
2326795,251.98, 37.81, -68.37
2331797,261.74, 37.48, -67.49
2336795,270.70, 36.92, -111.07
2341802,279.76, 36.44, -96.48
2346805,288.11, 35.78, -132.12
2351810,296.98, 35.35, -86.58
2356812,305.86, 34.95, -78.69
2361819,315.35, 34.79, -32.46
2366822,325.81, 34.95, 32.32
2371822,336.36, 35.13, 34.96
2376825,348.66, 35.84, 143.35
2381829,1.23, 36.58, 146.71
2386828,14.85, 37.58, 201.00
2391835,27.95, 38.32, 148.56
2396835,41.40, 39.11, 157.97
2401836,53.44, 39.39, 54.54
2406840,64.95, 39.46, 15.05
2411842,75.59, 39.25, -41.59
2416845,85.08, 38.70, -110.55
2421852,94.31, 38.12, -117.18
2426849,103.01, 37.42, -139.57
2431851,111.62, 36.75, -133.12
2436860,120.06, 36.09, -132.36
2441866,129.02, 35.65, -87.20
2446876,138.16, 35.31, -68.08
2451875,148.01, 35.23, -16.44
2456880,158.29, 35.30, 12.98
2461888,169.37, 35.60, 61.45
2466884,180.97, 36.06, 90.80
2471884,193.62, 36.80, 149.05
2476889,205.75, 37.31, 101.72
2481888,217.79, 37.75, 86.89
2486893,229.57, 38.06, 61.81
2491899,240.64, 38.11, 11.64
2496904,250.66, 37.83, -56.84
2501901,260.42, 37.49, -66.82
2506905,269.65, 37.02, -95.07
2511915,278.53, 36.47, -110.08
2516906,287.05, 35.87, -120.03
2521920,295.66, 35.34, -106.05
2526915,304.63, 34.98, -71.87
2531920,313.77, 34.71, -54.63
2536931,323.88, 34.77, 11.99
2541922,334.60, 35.01, 47.88
2546927,346.29, 35.54, 106.08
2551929,358.77, 36.27, 147.62
2556934,12.39, 37.30, 205.90
2561939,25.49, 38.07, 153.76
2566941,38.85, 38.86, 156.70
2571942,51.24, 39.26, 81.29
2576947,63.02, 39.44, 34.51
2581949,73.83, 39.29, -29.79
2586952,83.50, 38.79, -100.09
2591950,92.55, 38.14, -129.54
2596954,101.69, 37.58, -112.48
2601963,110.39, 36.92, -130.97
2606962,118.56, 36.16, -152.01
2611971,127.53, 35.72, -88.22
2616970,136.32, 35.27, -90.71
2621974,146.07, 35.16, -21.29
2626977,156.27, 35.20, 8.96
2631982,167.43, 35.55, 68.66
2636986,178.77, 35.92, 74.14
2641988,190.99, 36.53, 123.08
2646991,203.12, 37.07, 106.75
2651995,215.33, 37.58, 102.22
2656998,227.29, 37.96, 76.58
2662002,238.36, 38.03, 13.06
2667005,249.08, 37.98, -9.63
2672010,258.66, 37.57, -82.22
2677016,267.89, 37.08, -96.66
2682014,276.59, 36.48, -120.84
2687021,285.38, 35.95, -105.21
2692023,293.91, 35.39, -112.13
2697025,302.96, 35.06, -67.54
2702026,312.10, 34.77, -56.92
2707030,322.12, 34.79, 4.47
2712040,332.84, 35.03, 47.97
2717052,344.09, 35.42, 76.74
2722053,356.57, 36.16, 149.42
2727050,9.49, 36.99, 164.65
2732054,23.29, 38.00, 203.28
2737053,36.04, 38.60, 119.80
2742063,49.31, 39.30, 140.30
2747063,60.64, 39.34, 6.25
2752066,71.81, 39.31, -5.78
2757082,81.39, 38.77, -107.38
2762069,90.97, 38.30, -94.74
2767090,99.58, 37.54, -151.08
2772080,108.28, 36.90, -127.78
2777086,116.81, 36.25, -129.37
2782078,125.42, 35.70, -111.07
2787088,134.56, 35.36, -68.77
2792088,143.96, 35.13, -45.01
2797101,154.25, 35.20, 13.53
2802111,164.71, 35.33, 25.72
2807113,176.31, 35.81, 96.31
2812104,188.35, 36.38, 113.93
2817104,200.57, 36.95, 115.12
2822109,212.70, 37.45, 98.82
2827112,224.65, 37.84, 78.97
2832113,235.90, 37.98, 26.81
2837121,246.62, 37.93, -9.28
2842120,256.20, 37.53, -80.63
2847124,265.69, 37.13, -79.03
2852125,274.75, 36.63, -99.76
2857126,283.27, 36.01, -124.09
2862132,291.97, 35.50, -102.18
2867135,300.59, 35.01, -98.16
2872142,309.90, 34.79, -44.72
2877142,319.48, 34.67, -23.62
2882141,329.85, 34.81, 28.78
2887144,341.10, 35.22, 81.76
2892147,353.67, 36.01, 158.36
2897154,6.33, 36.76, 149.07
2902150,19.86, 37.72, 192.51
2907159,33.22, 38.54, 162.69
2912159,46.05, 39.11, 114.87
2917163,58.10, 39.38, 54.04
2922162,69.26, 39.35, -6.15
2927168,79.19, 38.92, -84.90
2932171,88.77, 38.43, -98.83
2937167,97.56, 37.73, -139.29
2942177,106.52, 37.15, -117.14
2947174,114.79, 36.40, -149.95
2952184,123.49, 35.85, -109.43
2957186,132.45, 35.44, -82.46
2962188,141.68, 35.15, -57.81
2967189,151.70, 35.14, -2.29
2972193,162.42, 35.35, 42.48
2977205,173.76, 35.73, 76.42
2982196,185.80, 36.32, 116.89
2987204,198.19, 36.95, 126.76
2992210,210.06, 37.36, 81.69
2997212,222.45, 37.90, 108.65
