Time[ms], Volt[V],AVE角速度,角加速度,,MAX角加速度
3620,9.868,-18.36075,4.4,,
3625,9.882,-18.33875,11.85,,
3630,9.897,-18.2795,-5.8,,
3635,9.911,-18.3085,0.2,,
3640,9.925,-18.3075,4.65,,
3645,9.94,-18.28425,-6.8,,
3650,9.954,-18.31825,-8.7,,
3655,9.968,-18.36175,-3.85,,
3660,9.982,-18.381,-16,,
3665,9.996,-18.461,-13.45,,
3670,10.01,-18.52825,-11.15,,
3675,10.024,-18.584,-14.35,,
3680,10.038,-18.65575,-10.35,,
3685,10.052,-18.7075,-16.85,,
3690,10.066,-18.79175,-23.95,,
3695,10.08,-18.9115,-1.85,,
3700,10.094,-18.92075,-21.05,,
3705,10.107,-19.026,-11,,
3710,10.121,-19.081,-5.95,,
3715,10.135,-19.11075,-5.6,,
3720,10.148,-19.13875,-3.1,,
3725,10.162,-19.15425,-1.85,,
3730,10.176,-19.1635,3.85,,
3735,10.189,-19.14425,0.4,,
3740,10.203,-19.14225,5.5,,
3745,10.216,-19.11475,11.2,,
3750,10.229,-19.05875,2.5,,
3755,10.243,-19.04625,16,,
3760,10.256,-18.96625,10.6,,
3765,10.269,-18.91325,4.3,,
3770,10.283,-18.89175,13.85,,
3775,10.296,-18.8225,7.2,,
3780,10.309,-18.7865,1.95,,
3785,10.322,-18.77675,-6,,
3790,10.335,-18.80675,4.25,,
3795,10.348,-18.7855,-1.6,,
3800,10.361,-18.7935,-12.3,,
3805,10.374,-18.855,-15.4,,
3810,10.387,-18.932,-8.85,,
3815,10.4,-18.97625,-21.3,,
3820,10.412,-19.08275,-22.25,,
3825,10.425,-19.194,-15.55,,
3830,10.438,-19.27175,-24.9,,
3835,10.451,-19.39625,-37.2,,
3840,10.463,-19.58225,-25.15,,
3845,10.476,-19.708,-24,,
3850,10.488,-19.828,-13.3,,
3855,10.501,-19.8945,-27,,
3860,10.513,-20.0295,-29.95,,
3865,10.526,-20.17925,-25.15,,
3870,10.538,-20.305,-12.2,,
3875,10.55,-20.366,-14.5,,
3880,10.563,-20.4385,-14.6,,
3885,10.575,-20.5115,-12.3,,
3890,10.587,-20.573,12.95,,
3895,10.599,-20.50825,1.6,,
3900,10.611,-20.50025,3.5,,
3905,10.623,-20.48275,7.7,,
3910,10.635,-20.44425,11.5,,
3915,10.647,-20.38675,16.75,,
3920,10.659,-20.303,9.55,,
3925,10.671,-20.25525,25.3,,
3930,10.683,-20.12875,-2,,
3935,10.694,-20.13875,14.15,,
3940,10.706,-20.068,24,,
3945,10.718,-19.948,-0.95,,
3950,10.729,-19.95275,17.35,,
3955,10.741,-19.866,0.4,,
3960,10.753,-19.864,0.7,,
3965,10.764,-19.8605,-1.65,,
3970,10.775,-19.86875,-5.3,,
3975,10.787,-19.89525,-6.25,,
3980,10.798,-19.9265,-23.1,,
3985,10.81,-20.042,1.1,,
3990,10.821,-20.0365,-28.95,,
3995,10.832,-20.18125,-4.1,,
4000,10.843,-20.20175,-19.1,,
4005,10.854,-20.29725,-8.55,,
4010,10.865,-20.34,-24.85,,
4015,10.876,-20.46425,-15,,
4020,10.887,-20.53925,-16.55,,
4025,10.898,-20.622,-5.8,,
4030,10.909,-20.651,-15.45,,
4035,10.92,-20.72825,-3.95,,
4040,10.931,-20.748,6.3,,
4045,10.941,-20.7165,1.65,,
4050,10.952,-20.70825,6.15,,
4055,10.963,-20.6775,7.8,,
4060,10.973,-20.6385,13.3,,
4065,10.984,-20.572,20.45,,
4070,10.994,-20.46975,4.4,,
4075,11.005,-20.44775,13.15,,
4080,11.015,-20.382,4.05,,
4085,11.025,-20.36175,20,,
4090,11.036,-20.26175,3.6,,
4095,11.046,-20.24375,6.1,,
4100,11.056,-20.21325,-1.6,,
4105,11.066,-20.22125,8.45,,
4110,11.076,-20.179,-10.85,,
4115,11.086,-20.23325,-0.05,,
4120,11.096,-20.2335,-20.7,,
4125,11.106,-20.337,-7.7,,
4130,11.116,-20.3755,-24.95,,
4135,11.126,-20.50025,-19.25,,
4140,11.136,-20.5965,-28.5,,
4145,11.145,-20.739,-30.75,,
4150,11.155,-20.89275,-25,,
4155,11.165,-21.01775,-33.45,,
4160,11.174,-21.185,-27.55,,
4165,11.184,-21.32275,-21.9,,
4170,11.193,-21.43225,-24.7,,
4175,11.203,-21.55575,-10.4,,
4180,11.212,-21.60775,-17,,
4185,11.221,-21.69275,-15.25,,
4190,11.23,-21.769,13.65,,
4195,11.24,-21.70075,-10.65,,
4200,11.249,-21.754,13.15,,
4205,11.258,-21.68825,4.6,,
4210,11.267,-21.66525,16.35,,
4215,11.276,-21.5835,2.05,,
4220,11.285,-21.57325,21.45,,
4225,11.294,-21.466,18.7,,
4230,11.303,-21.3725,29.3,,
4235,11.311,-21.226,6.15,,
4240,11.32,-21.19525,9.75,,
4245,11.329,-21.1465,14.45,,
4250,11.338,-21.07425,11.4,,
4255,11.346,-21.01725,-1.5,,
4260,11.355,-21.02475,15.6,,
4265,11.363,-20.94675,-7.8,,
4270,11.372,-20.98575,3.7,,
4275,11.38,-20.96725,-22.85,,
4280,11.388,-21.0815,-3.8,,
4285,11.397,-21.1005,-16,,
4290,11.405,-21.1805,-10.05,,
4295,11.413,-21.23075,-16.75,,
4300,11.421,-21.3145,-12.35,,
4305,11.429,-21.37625,-27.9,,
4310,11.437,-21.51575,-14.55,,
4315,11.445,-21.5885,-14.7,,
4320,11.453,-21.662,-7.7,,
4325,11.461,-21.7005,-13.35,,
4330,11.468,-21.76725,-5.85,,
4335,11.476,-21.7965,4,,
4340,11.484,-21.7765,1.3,,
4345,11.492,-21.77,3.2,,
4350,11.499,-21.754,15.35,,
4355,11.507,-21.67725,21.3,,
4360,11.514,-21.57075,13.6,,
4365,11.521,-21.50275,23.15,,
4370,11.529,-21.387,25.45,,
4375,11.536,-21.25975,6.45,,
4380,11.543,-21.2275,18.65,,
4385,11.551,-21.13425,0.9,,
4390,11.558,-21.12975,20.2,,
4395,11.565,-21.02875,-0.85,,
4400,11.572,-21.033,-7.1,,
4405,11.579,-21.0685,-2.85,,
4410,11.586,-21.08275,-14.1,,
4415,11.592,-21.15325,-16.85,,
4420,11.599,-21.2375,-27.8,,
4425,11.606,-21.3765,-17.65,,
4430,11.613,-21.46475,-37.3,,
4435,11.619,-21.65125,-13.4,,
4440,11.626,-21.71825,-30.2,,
4445,11.632,-21.86925,-27.75,,
4450,11.639,-22.008,-35.55,,
4455,11.645,-22.18575,-21.35,,
4460,11.652,-22.2925,-38.05,,
4465,11.658,-22.48275,-10.95,,
4470,11.664,-22.5375,-16.5,,
4475,11.67,-22.62,-29.05,,
4480,11.677,-22.76525,9.1,,
4485,11.683,-22.71975,-10.05,,
4490,11.689,-22.77,15.7,,
4495,11.695,-22.6915,6.8,,
4500,11.701,-22.6575,17.35,,
4505,11.706,-22.57075,23.15,,
4510,11.712,-22.455,18.35,,
4515,11.718,-22.36325,21.85,,
4520,11.724,-22.254,23.7,,
4525,11.729,-22.1355,27.8,,
4530,11.735,-21.9965,7.1,,
4535,11.74,-21.961,24.85,,
4540,11.746,-21.83675,3.05,,
4545,11.751,-21.8215,4.85,,
4550,11.757,-21.79725,1.15,,
4555,11.762,-21.7915,9.95,,
4560,11.767,-21.74175,-14.85,,
4565,11.772,-21.816,0.55,,
4570,11.777,-21.81325,-34.85,,
4575,11.782,-21.9875,-12.9,,
4580,11.787,-22.052,-4.65,,
4585,11.792,-22.07525,-29.9,,
4590,11.797,-22.22475,-8.55,,
4595,11.802,-22.2675,-13.45,,
4600,11.807,-22.33475,-16.35,,
4605,11.812,-22.4165,-18.2,,
4610,11.816,-22.5075,-4.5,,
4615,11.821,-22.53,-5.55,,
4620,11.825,-22.55775,-3.2,,
4625,11.83,-22.57375,1.75,,
4630,11.834,-22.565,7.5,,
4635,11.839,-22.5275,12.85,,
4640,11.843,-22.46325,19.1,,
4645,11.847,-22.36775,19.5,,
4650,11.851,-22.27025,4.95,,
4655,11.856,-22.2455,30.05,,
4660,11.86,-22.09525,14.4,,
4665,11.864,-22.02325,8.85,,
4670,11.868,-21.979,11.65,,
4675,11.872,-21.92075,14.1,,
4680,11.875,-21.85025,-0.7,,
4685,11.879,-21.85375,-4.9,,
4690,11.883,-21.87825,-3.5,,
4695,11.887,-21.89575,-7.6,,
4700,11.89,-21.93375,-11.9,,
4705,11.894,-21.99325,-35.25,,
4710,11.897,-22.1695,-9.25,,
4715,11.901,-22.21575,-38.8,,
4720,11.904,-22.40975,-18.3,,
4725,11.907,-22.50125,-43,,
4730,11.911,-22.71625,-43.05,,
4735,11.914,-22.9315,-25.35,,
4740,11.917,-23.05825,-20.2,,
4745,11.92,-23.15925,-24.75,,
4750,11.923,-23.283,-9.5,,
4755,11.926,-23.3305,-1.35,,
4760,11.929,-23.33725,-7.35,,
4765,11.932,-23.374,0.2,,
4770,11.935,-23.373,8.8,,
4775,11.937,-23.329,10.8,,
4780,11.94,-23.275,8.5,,
4785,11.943,-23.2325,26.45,,
4790,11.945,-23.10025,18.15,,
4795,11.948,-23.0095,12.95,,
4800,11.95,-22.94475,32.85,,
4805,11.953,-22.7805,10.15,,
4810,11.955,-22.72975,20.4,,
4815,11.957,-22.62775,12.15,,
4820,11.96,-22.567,16.45,,
4825,11.962,-22.48475,5,,
4830,11.964,-22.45975,-0.3,,
4835,11.966,-22.46125,0.25,,
4840,11.968,-22.46,-6.1,,
4845,11.97,-22.4905,-3.65,,
4850,11.972,-22.50875,-18.4,,
4855,11.973,-22.60075,-9.9,,
4860,11.975,-22.65025,-28.65,,
4865,11.977,-22.7935,-10.5,,
4870,11.978,-22.846,-31.7,,
4875,11.98,-23.0045,-4.7,,
4880,11.982,-23.028,-12.4,,
4885,11.983,-23.09,-7.65,,
4890,11.984,-23.12825,-16.75,,
4895,11.986,-23.212,11.4,,
4900,11.987,-23.155,-3.7,,
4905,11.988,-23.1735,14.65,,
4910,11.989,-23.10025,15.75,,
4915,11.99,-23.0215,13.8,,
4920,11.991,-22.9525,14.8,,
4925,11.992,-22.8785,28.3,,
4930,11.993,-22.737,17.85,,
4935,11.994,-22.64775,15.45,,
4940,11.995,-22.5705,6.95,,
4945,11.996,-22.53575,26.9,,
4950,11.996,-22.40125,1.1,,
4955,11.997,-22.39575,13.3,,
4960,11.998,-22.32925,-6.35,,
4965,11.998,-22.361,2.35,,
4970,11.999,-22.34925,-24.55,,
4975,11.999,-22.472,-5.4,,
4980,11.999,-22.499,-22.25,,
4985,12,-22.61025,-30.55,,
4990,12,-22.763,-26.45,,
4995,12,-22.89525,-28.5,,
5000,12,-23.03775,-29.45,,
5005,12,-23.185,-25.85,,
5010,12,-23.31425,-35.9,,
5015,12,-23.49375,-19.1,,
5020,12,-23.58925,-30.2,,
5025,12,-23.74025,-29.75,,
5030,11.999,-23.889,13.7,,
5035,11.999,-23.8205,-20.2,,
5040,11.999,-23.9215,14.4,,
5045,11.998,-23.8495,-4.9,,
5050,11.998,-23.874,15.1,,
5055,11.997,-23.7985,18.05,,
5060,11.996,-23.70825,23.4,,
5065,11.996,-23.59125,29.2,,
5070,11.995,-23.44525,30.9,,
5075,11.994,-23.29075,22.65,,
5080,11.993,-23.1775,22.25,,
5085,11.992,-23.06625,21.6,,
5090,11.991,-22.95825,11.85,,
5095,11.99,-22.899,18.1,,
5100,11.989,-22.8085,8.65,,
5105,11.988,-22.76525,-3.1,,
5110,11.987,-22.78075,-10.65,,
5115,11.986,-22.834,-1.65,,
5120,11.984,-22.84225,-0.95,,
5125,11.983,-22.847,-22.7,,
5130,11.981,-22.9605,-1.55,,
5135,11.98,-22.96825,-28.1,,
5140,11.978,-23.10875,-10.2,,
5145,11.977,-23.15975,-19.8,,
5150,11.975,-23.25875,-4.3,,
5155,11.973,-23.28025,-21.45,,
5160,11.972,-23.3875,-3.25,,
5165,11.97,-23.40375,-13.6,,
5170,11.968,-23.47175,10.8,,
5175,11.966,-23.41775,1.2,,
5180,11.964,-23.41175,12.35,,
5185,11.962,-23.35,19.65,,
5190,11.959,-23.25175,5.3,,
5195,11.957,-23.22525,29.45,,
5200,11.955,-23.078,9.8,,
5205,11.953,-23.029,36.45,,
5210,11.95,-22.84675,7.25,,
5215,11.948,-22.8105,20.45,,
5220,11.945,-22.70825,10.5,,
5225,11.943,-22.65575,6.4,,
5230,11.94,-22.62375,8.9,,
5235,11.937,-22.57925,0.45,,
5240,11.935,-22.577,-6.3,,
5245,11.932,-22.6085,-23.25,,
5250,11.929,-22.72475,-15.15,,
5255,11.926,-22.8005,-13.5,,
5260,11.923,-22.868,-36.55,,
5265,11.92,-23.05075,-19.8,,
5270,11.917,-23.14975,-38.85,,
5275,11.914,-23.344,-21.35,,
5280,11.911,-23.45075,-42,,
5285,11.907,-23.66075,-7.3,,
5290,11.904,-23.69725,-37.85,,
5295,11.901,-23.8865,2.9,,
5300,11.897,-23.872,-10.7,,
5305,11.894,-23.9255,1.25,,
5310,11.89,-23.91925,-17.2,,
5315,11.886,-24.00525,21.6,,
5320,11.883,-23.89725,15.25,,
5325,11.879,-23.821,21.15,,
5330,11.875,-23.71525,11.7,,
5335,11.871,-23.65675,27.3,,
5340,11.868,-23.52025,21.55,,
5345,11.864,-23.4125,22.55,,
5350,11.86,-23.29975,27.5,,
5355,11.855,-23.16225,7.45,,
5360,11.851,-23.125,30.65,,
5365,11.847,-22.97175,6.8,,
5370,11.843,-22.93775,5.1,,
5375,11.839,-22.91225,10.35,,
5380,11.834,-22.8605,1.8,,
5385,11.83,-22.8515,-17.9,,
5390,11.825,-22.941,7.75,,
5395,11.821,-22.90225,-6.2,,
5400,11.816,-22.93325,-21.1,,
5405,11.811,-23.03875,-14.3,,
5410,11.807,-23.11025,-11.2,,
5415,11.802,-23.16625,-30.1,,
5420,11.797,-23.31675,-11.15,,
5425,11.792,-23.3725,-3.6,,
5430,11.787,-23.3905,-8.2,,
5435,11.782,-23.4315,-1.1,,
5440,11.777,-23.437,3.6,,
5445,11.772,-23.419,1.6,,
5450,11.767,-23.411,21.75,,
5455,11.762,-23.30225,11.05,,
5460,11.756,-23.247,36.8,,
5465,11.751,-23.063,1.05,,
5470,11.746,-23.05775,30.75,,
5475,11.74,-22.904,13.35,,
5480,11.735,-22.83725,28.85,,
5485,11.729,-22.693,0,,
5490,11.723,-22.693,22.05,,
5495,11.718,-22.58275,15.75,,
5500,11.712,-22.504,-1.45,,
5505,11.706,-22.51125,-1.75,,
5510,11.7,-22.52,-1.1,,
5515,11.694,-22.5255,-18.9,,
5520,11.689,-22.62,-10.5,,
5525,11.682,-22.6725,-14.35,,
5530,11.676,-22.74425,-19.15,,
5535,11.67,-22.84,-22.75,,
5540,11.664,-22.95375,-31.3,,
5545,11.658,-23.11025,-23.4,,
5550,11.652,-23.22725,-17.85,,
5555,11.645,-23.3165,-43.9,,
5560,11.639,-23.536,-3.65,,
5565,11.632,-23.55425,-28.95,,
5570,11.626,-23.699,-17.55,,
5575,11.619,-23.78675,-7.6,,
5580,11.613,-23.82475,3.9,,
5585,11.606,-23.80525,7.5,,
5590,11.599,-23.76775,12.2,,
5595,11.592,-23.70675,15.75,,
5600,11.585,-23.628,25.15,,
5605,11.579,-23.50225,18.45,,
5610,11.572,-23.41,30.25,,
5615,11.565,-23.25875,22.8,,
5620,11.557,-23.14475,26.15,,
5625,11.55,-23.014,25.9,,
5630,11.543,-22.8845,13.2,,
5635,11.536,-22.8185,19.35,,
5640,11.529,-22.72175,14.85,,
5645,11.521,-22.6475,4.8,,
5650,11.514,-22.6235,3.7,,
5655,11.506,-22.605,0.85,,
5660,11.499,-22.60075,4.4,,
5665,11.491,-22.57875,-21.3,,
5670,11.484,-22.68525,1.5,,
5675,11.476,-22.67775,-5.6,,
5680,11.468,-22.70575,-15.85,,
5685,11.461,-22.785,-13.75,,
5690,11.453,-22.85375,-7.2,,
5695,11.445,-22.88975,-14.2,,
5700,11.437,-22.96075,2,,
5705,11.429,-22.95075,-15.45,,
5710,11.421,-23.028,13.6,,
5715,11.413,-22.96,-6.55,,
5720,11.405,-22.99275,3.45,,
5725,11.396,-22.9755,13.75,,
5730,11.388,-22.90675,5.8,,
5735,11.38,-22.87775,30.65,,
5740,11.371,-22.7245,5.15,,
5745,11.363,-22.69875,19.85,,
5750,11.354,-22.5995,29.75,,
5755,11.346,-22.45075,16.1,,
5760,11.337,-22.37025,20.4,,
5765,11.329,-22.26825,7.85,,
5770,11.32,-22.229,23.55,,
5775,11.311,-22.11125,-11.3,,
5780,11.302,-22.16775,11.9,,
5785,11.294,-22.10825,-14,,
5790,11.285,-22.17825,1.7,,
5795,11.276,-22.16975,-13.45,,
5800,11.267,-22.237,-13.3,,
5805,11.258,-22.3035,-25.4,,
5810,11.249,-22.4305,-15.35,,
5815,11.239,-22.50725,-30.4,,
5820,11.23,-22.65925,-15.6,,
5825,11.221,-22.73725,-25.6,,
5830,11.212,-22.86525,-19.65,,
5835,11.202,-22.9635,-16.25,,
5840,11.193,-23.04475,-20.7,,
5845,11.183,-23.14825,-5.3,,
5850,11.174,-23.17475,-8.6,,
5855,11.164,-23.21775,5.75,,
5860,11.155,-23.189,5.25,,
5865,11.145,-23.16275,10.3,,
5870,11.135,-23.11125,11.45,,
5875,11.125,-23.054,20.45,,
5880,11.116,-22.95175,8.95,,
5885,11.106,-22.907,38,,
5890,11.096,-22.717,15.5,,
5895,11.086,-22.6395,31.25,,
5900,11.076,-22.48325,16.85,,
5905,11.066,-22.399,18,,
5910,11.056,-22.309,21.75,,
5915,11.045,-22.20025,7.5,,
5920,11.035,-22.16275,21.15,,
5925,11.025,-22.057,7,,
5930,11.015,-22.022,-1.25,,
5935,11.004,-22.02825,-1,,
5940,10.994,-22.03325,-3.4,,
5945,10.983,-22.05025,5.8,,
5950,10.973,-22.02125,-25.95,,
5955,10.962,-22.151,13.6,,
5960,10.952,-22.083,-23.55,,
5965,10.941,-22.20075,-8.55,,
5970,10.93,-22.2435,-12.55,,
5975,10.92,-22.30625,-7.95,,
5980,10.909,-22.346,-5.95,,
5985,10.898,-22.37575,-0.4,,
5990,10.887,-22.37775,-9.75,,
5995,10.876,-22.4265,2.05,,
6000,10.865,-22.41625,21.4,,
6005,10.854,-22.30925,13.8,,
6010,10.843,-22.24025,22.3,,
6015,10.832,-22.12875,11.9,,
6020,10.82,-22.06925,23.6,,
6025,10.809,-21.95125,15.2,,
6030,10.798,-21.87525,15.65,,
6035,10.787,-21.797,22.8,,
6040,10.775,-21.683,20.65,,
6045,10.764,-21.57975,3.75,,
6050,10.752,-21.561,9.45,,
6055,10.741,-21.51375,22.5,,
6060,10.729,-21.40125,-10.15,,
6065,10.718,-21.452,5.15,,
6070,10.706,-21.42625,-5.4,,
6075,10.694,-21.45325,-4.7,,
6080,10.682,-21.47675,-17.85,,
6085,10.671,-21.566,-5.1,,
6090,10.659,-21.5915,-24.35,,
6095,10.647,-21.71325,-6,,
6100,10.635,-21.74325,-24.65,,
6105,10.623,-21.8665,-25.4,,
6110,10.611,-21.9935,-14.25,,
6115,10.599,-22.06475,-17.6,,
6120,10.587,-22.15275,-20.1,,
6125,10.574,-22.25325,-22.85,,
6130,10.562,-22.3675,2.65,,
6135,10.55,-22.35425,-9.25,,
6140,10.538,-22.4005,-8.45,,
6145,10.525,-22.44275,9.65,,
6150,10.513,-22.3945,15.85,,
6155,10.5,-22.31525,16.2,,
6160,10.488,-22.23425,7.45,,
6165,10.475,-22.197,28.2,,
6170,10.463,-22.056,17.3,,
6175,10.45,-21.9695,22.5,,
6180,10.438,-21.857,24.8,,
6185,10.425,-21.733,21.35,,
6190,10.412,-21.62625,20.45,,
6195,10.399,-21.524,14.75,,
6200,10.386,-21.45025,23.1,,
6205,10.374,-21.33475,4.3,,
6210,10.361,-21.31325,14,,
6215,10.348,-21.24325,-0.75,,
6220,10.335,-21.247,8.25,,
6225,10.322,-21.20575,1.9,,
6230,10.309,-21.19625,11.4,,
6235,10.295,-21.13925,-21.2,,
6240,10.282,-21.24525,1.4,,
6245,10.269,-21.23825,-11.5,,
6250,10.256,-21.29575,-8.15,,
6255,10.242,-21.3365,4.65,,
6260,10.229,-21.31325,-6.8,,
6265,10.216,-21.34725,-6.1,,
6270,10.202,-21.37775,-18.35,,
6275,10.189,-21.4695,23.95,,
6280,10.175,-21.34975,-18.5,,
6285,10.162,-21.44225,15.75,,
6290,10.148,-21.3635,-1.15,,
6295,10.134,-21.36925,13,,
6300,10.121,-21.30425,6.9,,
6305,10.107,-21.26975,20.1,,
6310,10.093,-21.16925,13.05,,
6315,10.079,-21.104,18.65,,
6320,10.066,-21.01075,24.85,,
6325,10.052,-20.8865,20.95,,
6330,10.038,-20.78175,6.9,,
6335,10.024,-20.74725,9.6,,
6340,10.01,-20.69925,18.25,,
6345,9.996,-20.608,15.35,,
6350,9.982,-20.53125,-6.55,,
6355,9.968,-20.564,1.55,,
6360,9.953,-20.55625,3.05,,
6365,9.939,-20.541,7.25,,
6370,9.925,-20.50475,-23.15,,
6375,9.911,-20.6205,2.85,,
6380,9.896,-20.60625,-22.15,,
6385,9.882,-20.717,-7,,
6390,9.868,-20.752,-17.9,,
6395,9.853,-20.8415,-5.75,,
6400,9.839,-20.87025,-30.4,,
6405,9.824,-21.02225,-6.75,,
6410,9.81,-21.056,-21.8,,
6415,9.795,-21.165,-3.45,,
6420,9.781,-21.18225,-21.5,,
6425,9.766,-21.28975,-1,,
6430,9.751,-21.29475,4.95,,
6435,9.736,-21.27,-5.5,,
6440,9.722,-21.2975,4.5,,
6445,9.707,-21.275,11.15,,
6450,9.692,-21.21925,6.7,,
6455,9.677,-21.18575,14.1,,
6460,9.662,-21.11525,19.15,,
6465,9.647,-21.0195,16.65,,
6470,9.632,-20.93625,18.5,,
6475,9.617,-20.84375,21.55,,
6480,9.602,-20.736,22.7,,
6485,9.587,-20.6225,23.9,,
6490,9.572,-20.503,13.8,,
6495,9.557,-20.434,10.8,,
6500,9.542,-20.38,31.3,,
6505,9.526,-20.2235,2.35,,
6510,9.511,-20.21175,17.7,,
6515,9.496,-20.12325,1.55,,
6520,9.48,-20.1155,16.85,,
6525,9.465,-20.03125,-1.55,,
6530,9.45,-20.039,3.9,,
6535,9.434,-20.0195,-4.05,,
6540,9.419,-20.03975,6.2,,
6545,9.403,-20.00875,-17.5,,
6550,9.388,-20.09625,-1.2,,
6555,9.372,-20.10225,-17.4,,
6560,9.357,-20.18925,-1.2,,
6565,9.341,-20.19525,1.5,,
6570,9.325,-20.18775,-5.9,,
6575,9.31,-20.21725,0,,
6580,9.294,-20.21725,-0.15,,
6585,9.278,-20.218,3.35,,
6590,9.262,-20.20125,-2.05,,
6595,9.246,-20.2115,28.15,,
6600,9.231,-20.07075,8.9,,
6605,9.215,-20.02625,14.4,,
6610,9.199,-19.95425,15.15,,
6615,9.183,-19.8785,4.2,,
6620,9.167,-19.8575,13.25,,
6625,9.151,-19.79125,25.25,,
6630,9.135,-19.665,10.05,,
6635,9.119,-19.61475,16.8,,
6640,9.102,-19.53075,19.6,,
6645,9.086,-19.43275,16.6,,
6650,9.07,-19.34975,3.15,,
6655,9.054,-19.334,12.3,,
6660,9.038,-19.2725,10.45,,
6665,9.021,-19.22025,0.4,,
6670,9.005,-19.21825,-6.3,,
6675,8.989,-19.24975,14.15,,
6680,8.972,-19.179,-8.4,,
6685,8.956,-19.221,1.45,,
6690,8.94,-19.21375,-11.05,,
6695,8.923,-19.269,-4.7,,
6700,8.907,-19.2925,-12.15,,
6705,8.89,-19.35325,-3.35,,
6710,8.874,-19.37,-25.4,,
6715,8.857,-19.497,6.1,,
6720,8.84,-19.4665,-25.35,,
6725,8.824,-19.59325,-6.6,,
6730,8.807,-19.62625,-15.2,,
6735,8.791,-19.70225,-7.55,,
6740,8.774,-19.74,1.7,,
6745,8.757,-19.7315,2.05,,
6750,8.74,-19.72125,-4.05,,
6755,8.724,-19.7415,-0.2,,
6760,8.707,-19.7425,6.25,,
6765,8.69,-19.71125,9.35,,
6770,8.673,-19.6645,14.6,,
6775,8.656,-19.5915,8.3,,
6780,8.639,-19.55,19.6,,
6785,8.622,-19.452,19.35,,
6790,8.605,-19.35525,9.55,,
6795,8.588,-19.3075,28.7,,
6800,8.571,-19.164,8.2,,
6805,8.554,-19.123,18.8,,
6810,8.537,-19.029,22.3,,
6815,8.52,-18.9175,18.5,,
6820,8.503,-18.825,6.65,,
6825,8.486,-18.79175,19.85,,
6830,8.469,-18.6925,3.25,,
6835,8.452,-18.67625,13.55,,
6840,8.434,-18.6085,7.9,,
6845,8.417,-18.569,6.5,,
6850,8.4,-18.5365,6.5,,
6855,8.383,-18.504,2.55,,
6860,8.365,-18.49125,5.1,,
6865,8.348,-18.46575,0.7,,
6870,8.331,-18.46225,0.5,,
6875,8.313,-18.45975,-9.2,,
6880,8.296,-18.50575,-2.2,,
6885,8.278,-18.51675,-2.45,,
6890,8.261,-18.529,3.85,,
6895,8.243,-18.50975,2.5,,
6900,8.226,-18.49725,-2.35,,
6905,8.208,-18.509,5.65,,
6910,8.191,-18.48075,-0.8,,
6915,8.173,-18.48475,1.75,,
6920,8.156,-18.476,5.3,,
6925,8.138,-18.4495,17.2,,
6930,8.12,-18.3635,-1.95,,
6935,8.103,-18.37325,9.8,,
6940,8.085,-18.32425,11.5,,
6945,8.067,-18.26675,21.15,,
6950,8.05,-18.161,15.1,,
6955,8.032,-18.0855,3.05,,
6960,8.014,-18.07025,20.3,,
6965,7.997,-17.96875,6.65,,
6970,7.979,-17.9355,13.75,,
6975,7.961,-17.86675,9.75,,
6980,7.943,-17.818,18.75,,
6985,7.925,-17.72425,1.85,,
6990,7.907,-17.715,15,,
6995,7.89,-17.64,1.15,,
7000,7.872,-17.63425,5.7,,
7005,7.854,-17.60575,-2.7,,
7010,7.836,-17.61925,4.1,,
7015,7.818,-17.59875,-3.55,,
7020,7.8,-17.6165,-1,,
7025,7.782,-17.6215,-9.2,,
7030,7.764,-17.6675,-3.2,,
7035,7.746,-17.6835,2.15,,
7040,7.728,-17.67275,-15.3,,
7045,7.71,-17.74925,-3.8,,
7050,7.692,-17.76825,-8.1,,
7055,7.674,-17.80875,-15.6,,
7060,7.655,-17.88675,-2.2,,
7065,7.637,-17.89775,-11.15,,
7070,7.619,-17.9535,-1.55,,
7075,7.601,-17.96125,-6.2,,
7080,7.583,-17.99225,-1.9,,
7085,7.565,-18.00175,2.2,,
7090,7.546,-17.99075,2.2,,
7095,7.528,-17.97975,-0.45,,
7100,7.51,-17.982,-3.1,,
7105,7.492,-17.9975,25,,
7110,7.473,-17.8725,-3.3,,
7115,7.455,-17.889,23.1,,
7120,7.437,-17.7735,1.95,,
7125,7.419,-17.76375,25.1,,
7130,7.4,-17.63825,8.8,,
7135,7.382,-17.59425,13.05,,
7140,7.364,-17.529,10.6,,
7145,7.345,-17.476,20,,
7150,7.327,-17.376,13.6,,
7155,7.308,-17.308,11.6,,
7160,7.29,-17.25,26.55,,
7165,7.272,-17.11725,3.8,,
7170,7.253,-17.09825,14.5,,
7175,7.235,-17.02575,20.55,,
7180,7.216,-16.923,3.45,,
7185,7.198,-16.90575,16.8,,
7190,7.179,-16.82175,11.15,,
7195,7.161,-16.766,4,,
7200,7.142,-16.746,0,,
7205,7.124,-16.746,12.3,,
7210,7.105,-16.6845,0.35,,
7215,7.087,-16.68275,3.5,,
7220,7.068,-16.66525,4.9,,
7225,7.05,-16.64075,-6.35,,
7230,7.031,-16.6725,5.45,,
7235,7.013,-16.64525,1.15,,
7240,6.994,-16.6395,1.85,,
7245,6.975,-16.63025,-3.7,,
7250,6.957,-16.64875,5.2,,
7255,6.938,-16.62275,-6.65,,
7260,6.92,-16.656,7.65,,
7265,6.901,-16.61775,-7.3,,
7270,6.882,-16.65425,15.05,,
