Time[ms], Volt[V],AVE角速度,角加速度,,MAX角加速度
10975,3.932,-6.80125,-2.15,,
10980,3.968,-6.812,-25.85,,
10985,4.003,-6.94125,-28.05,,
10990,4.039,-7.0815,-10.65,,
10995,4.074,-7.13475,-25.55,,
11000,4.11,-7.2625,-13.2,,
11005,4.146,-7.3285,-17.6,,
11010,4.182,-7.4165,-13.3,,
11015,4.218,-7.483,-23.55,,
11020,4.254,-7.60075,-11.9,,
11025,4.29,-7.66025,-18.3,,
11030,4.326,-7.75175,-11.85,,
11035,4.362,-7.811,-11.85,,
11040,4.399,-7.87025,-23.55,,
11045,4.435,-7.988,-11.55,,
11050,4.471,-8.04575,-13.4,,
11055,4.508,-8.11275,-11.6,,
11060,4.544,-8.17075,-16.35,,
11065,4.581,-8.2525,-12.65,,
11070,4.618,-8.31575,-13,,
11075,4.654,-8.38075,-4.1,,
11080,4.691,-8.40125,-23.35,,
11085,4.728,-8.518,-3.9,,
11090,4.765,-8.5375,-18.15,,
11095,4.802,-8.62825,-11.65,,
11100,4.839,-8.6865,-3.9,,
11105,4.876,-8.706,-12.65,,
11110,4.913,-8.76925,-14.4,,
11115,4.95,-8.84125,-7.35,,
11120,4.987,-8.878,-6.7,,
11125,5.024,-8.9115,-13.3,,
11130,5.061,-8.978,-8.45,,
11135,5.099,-9.02025,-7.25,,
11140,5.136,-9.0565,-8,,
11145,5.173,-9.0965,-13.05,,
11150,5.211,-9.16175,0.15,,
11155,5.248,-9.161,-12.15,,
11160,5.285,-9.22175,-11.2,,
11165,5.323,-9.27775,-2.35,,
11170,5.36,-9.2895,-5.75,,
11175,5.398,-9.31825,-6.5,,
11180,5.435,-9.35075,-11.15,,
11185,5.473,-9.4065,-5.45,,
11190,5.51,-9.43375,-9.4,,
11195,5.548,-9.48075,-5.3,,
11200,5.586,-9.50725,-13.85,,
11205,5.623,-9.5765,-5.4,,
11210,5.661,-9.6035,-12.85,,
11215,5.699,-9.66775,-7.7,,
11220,5.736,-9.70625,-11.5,,
11225,5.774,-9.76375,-11.2,,
11230,5.812,-9.81975,-17.5,,
11235,5.849,-9.90725,-3.65,,
11240,5.887,-9.9255,-14.85,,
11245,5.925,-9.99975,-14.15,,
11250,5.962,-10.0705,-24.5,,
11255,6,-10.193,-8,,
11260,6.038,-10.233,-16.75,,
11265,6.075,-10.31675,-14.2,,
11270,6.113,-10.38775,-19.3,,
11275,6.151,-10.48425,-22.6,,
11280,6.188,-10.59725,-19.8,,
11285,6.226,-10.69625,-11.9,,
11290,6.264,-10.75575,-17.55,,
11295,6.301,-10.8435,-21.4,,
11300,6.339,-10.9505,-16.65,,
11305,6.377,-11.03375,-25.85,,
11310,6.414,-11.163,-13.45,,
11315,6.452,-11.23025,-21.1,,
11320,6.49,-11.33575,-17.65,,
11325,6.527,-11.424,-15.8,,
11330,6.565,-11.503,-13.9,,
11335,6.602,-11.5725,-27.9,,
11340,6.64,-11.712,-9.8,,
11345,6.677,-11.761,-27.65,,
11350,6.715,-11.89925,-14.2,,
11355,6.752,-11.97025,-13.9,,
11360,6.789,-12.03975,-27.55,,
11365,6.827,-12.1775,-7.15,,
11370,6.864,-12.21325,-23.15,,
11375,6.901,-12.329,-14.7,,
11380,6.939,-12.4025,-19.65,,
11385,6.976,-12.50075,-16.55,,
11390,7.013,-12.5835,-16.7,,
11395,7.05,-12.667,-13.25,,
11400,7.087,-12.73325,-9.4,,
11405,7.124,-12.78025,-13.1,,
11410,7.161,-12.84575,-17.1,,
11415,7.198,-12.93125,-12.4,,
11420,7.235,-12.99325,1.45,,
11425,7.272,-12.986,-4.85,,
11430,7.309,-13.01025,-5.45,,
11435,7.346,-13.0375,-16.15,,
11440,7.382,-13.11825,5.75,,
11445,7.419,-13.0895,-4.3,,
11450,7.456,-13.111,0.8,,
11455,7.492,-13.107,1.65,,
11460,7.529,-13.09875,1.1,,
11465,7.565,-13.09325,-11,,
11470,7.601,-13.14825,2.3,,
11475,7.638,-13.13675,-7.35,,
11480,7.674,-13.1735,-5.8,,
11485,7.71,-13.2025,-3.7,,
11490,7.746,-13.221,-16.1,,
11495,7.782,-13.3015,-1.7,,
11500,7.818,-13.31,-5.25,,
11505,7.854,-13.33625,-7.25,,
11510,7.89,-13.3725,-18.9,,
11515,7.926,-13.467,-18.15,,
11520,7.961,-13.55775,-12.05,,
11525,7.997,-13.618,-5.6,,
11530,8.032,-13.646,-18.3,,
11535,8.068,-13.7375,-14.15,,
11540,8.103,-13.80825,-17.7,,
11545,8.138,-13.89675,-17.2,,
11550,8.174,-13.98275,-10.35,,
11555,8.209,-14.0345,-12.65,,
11560,8.244,-14.09775,-14.4,,
11565,8.279,-14.16975,-17.3,,
11570,8.313,-14.25625,-23.8,,
11575,8.348,-14.37525,-12.45,,
11580,8.383,-14.4375,-14.6,,
11585,8.417,-14.5105,-9.5,,
11590,8.452,-14.558,-23.1,,
11595,8.486,-14.6735,-13.95,,
11600,8.521,-14.74325,-22.95,,
11605,8.555,-14.858,-14.65,,
11610,8.589,-14.93125,-10.65,,
11615,8.623,-14.9845,-9.55,,
11620,8.657,-15.03225,-18.95,,
11625,8.69,-15.127,-9.65,,
11630,8.724,-15.17525,-8.25,,
11635,8.757,-15.2165,-17.75,,
11640,8.791,-15.30525,0.95,,
11645,8.824,-15.3005,-8.95,,
11650,8.857,-15.34525,2.3,,
11655,8.891,-15.33375,-1.6,,
11660,8.923,-15.34175,4.4,,
11665,8.956,-15.31975,-11.15,,
11670,8.989,-15.3755,6.2,,
11675,9.022,-15.3445,-6.65,,
11680,9.054,-15.37775,0.8,,
11685,9.087,-15.37375,-8.65,,
11690,9.119,-15.417,-1.35,,
11695,9.151,-15.42375,-18.35,,
11700,9.183,-15.5155,-0.85,,
11705,9.215,-15.51975,-12.6,,
11710,9.247,-15.58275,-14.4,,
11715,9.278,-15.65475,-11.2,,
11720,9.31,-15.71075,-15.65,,
11725,9.341,-15.789,-29.45,,
11730,9.372,-15.93625,-5.95,,
11735,9.404,-15.966,-21.4,,
11740,9.435,-16.073,-25.15,,
11745,9.465,-16.19875,-10.45,,
11750,9.496,-16.251,-25,,
11755,9.527,-16.376,-24.05,,
11760,9.557,-16.49625,-20.9,,
11765,9.587,-16.60075,-18.95,,
11770,9.618,-16.6955,-17.05,,
11775,9.648,-16.78075,-27.65,,
11780,9.677,-16.919,-18,,
11785,9.707,-17.009,-12.5,,
11790,9.737,-17.0715,-25.7,,
11795,9.766,-17.2,-14,,
11800,9.795,-17.27,-25.45,,
11805,9.825,-17.39725,-13.5,,
11810,9.854,-17.46475,-18.5,,
11815,9.882,-17.55725,-12.25,,
11820,9.911,-17.6185,0.7,,
11825,9.94,-17.615,-5.55,,
11830,9.968,-17.64275,-11,,
11835,9.996,-17.69775,4.9,,
11840,10.024,-17.67325,-5.35,,
11845,10.052,-17.7,6,,
11850,10.08,-17.67,-1.85,,
11855,10.107,-17.67925,13.9,,
11860,10.135,-17.60975,-4.75,,
11865,10.162,-17.6335,12.15,,
11870,10.189,-17.57275,-10.35,,
11875,10.216,-17.6245,7.3,,
11880,10.243,-17.588,-19.6,,
11885,10.269,-17.686,2.6,,
11890,10.296,-17.673,-19.75,,
11895,10.322,-17.77175,-4.75,,
11900,10.348,-17.7955,-17.05,,
11905,10.374,-17.88075,-11.5,,
11910,10.4,-17.93825,-15.55,,
11915,10.425,-18.016,-19.6,,
11920,10.45,-18.114,-23.65,,
11925,10.476,-18.23225,-12.75,,
11930,10.501,-18.296,-20.8,,
11935,10.526,-18.4,-12.8,,
11940,10.55,-18.464,-19.45,,
11945,10.575,-18.56125,-16.25,,
11950,10.599,-18.6425,-12.85,,
11955,10.623,-18.70675,-16.45,,
11960,10.647,-18.789,-9.95,,
11965,10.671,-18.83875,-22.95,,
11970,10.694,-18.9535,-14.15,,
11975,10.718,-19.02425,-13.5,,
11980,10.741,-19.09175,-3.45,,
11985,10.764,-19.109,-8.45,,
11990,10.787,-19.15125,0.75,,
11995,10.809,-19.1475,-1.05,,
12000,10.832,-19.15275,2.55,,
12005,10.854,-19.14,10.15,,
12010,10.876,-19.08925,3.65,,
12015,10.898,-19.071,-5.25,,
12020,10.92,-19.09725,16.45,,
12025,10.941,-19.015,12,,
12030,10.962,-18.955,10.45,,
12035,10.984,-18.90275,-9.15,,
12040,11.004,-18.9485,1.55,,
12045,11.025,-18.94075,-14.6,,
12050,11.046,-19.01375,4.6,,
12055,11.066,-18.99075,-17.3,,
12060,11.086,-19.07725,-13.65,,
12065,11.106,-19.1455,-20.4,,
12070,11.126,-19.2475,-17.95,,
12075,11.145,-19.33725,-33.7,,
12080,11.164,-19.50575,-10.8,,
12085,11.184,-19.55975,-23.35,,
12090,11.202,-19.6765,-27.25,,
12095,11.221,-19.81275,-33.6,,
12100,11.24,-19.98075,-6.65,,
12105,11.258,-20.014,-32.15,,
12110,11.276,-20.17475,-19.45,,
12115,11.294,-20.272,-34.25,,
12120,11.311,-20.44325,-23.7,,
12125,11.329,-20.56175,-16.5,,
12130,11.346,-20.64425,-21.1,,
12135,11.363,-20.74975,-10.7,,
12140,11.38,-20.80325,-5.1,,
12145,11.396,-20.82875,-8.05,,
12150,11.413,-20.869,-2.85,,
12155,11.429,-20.88325,7.2,,
12160,11.445,-20.84725,1.45,,
12165,11.461,-20.84,20.25,,
12170,11.476,-20.73875,9.8,,
12175,11.491,-20.68975,7,,
12180,11.507,-20.65475,30.6,,
12185,11.521,-20.50175,-0.15,,
12190,11.536,-20.5025,15.55,,
12195,11.55,-20.42475,16.1,,
12200,11.565,-20.34425,-15.75,,
12205,11.579,-20.423,9.15,,
12210,11.592,-20.37725,-7.9,,
12215,11.606,-20.41675,-7.95,,
12220,11.619,-20.4565,-22.55,,
12225,11.632,-20.56925,-13.95,,
12230,11.645,-20.639,-16.05,,
12235,11.658,-20.71925,-10.2,,
12240,11.67,-20.77025,-16.35,,
12245,11.683,-20.852,-21.4,,
12250,11.695,-20.959,-19.55,,
12255,11.706,-21.05675,-9.7,,
12260,11.718,-21.10525,-22.1,,
12265,11.729,-21.21575,-8.8,,
12270,11.74,-21.25975,-16.95,,
12275,11.751,-21.3445,-12.9,,
12280,11.762,-21.409,-2.05,,
12285,11.772,-21.41925,-7.6,,
12290,11.782,-21.45725,3.75,,
12295,11.792,-21.4385,-5.6,,
12300,11.802,-21.4665,6.5,,
12305,11.812,-21.434,5.55,,
12310,11.821,-21.40625,15.45,,
12315,11.83,-21.329,14.35,,
12320,11.839,-21.25725,10.9,,
12325,11.847,-21.20275,13.15,,
12330,11.856,-21.137,4.5,,
12335,11.864,-21.1145,8.9,,
12340,11.871,-21.07,11.05,,
12345,11.879,-21.01475,-2.55,,
12350,11.887,-21.0275,-2.25,,
12355,11.894,-21.03875,-7.9,,
12360,11.901,-21.07825,-17.85,,
12365,11.907,-21.1675,-14.75,,
12370,11.914,-21.24125,-13.85,,
12375,11.92,-21.3105,-26.95,,
12380,11.926,-21.44525,-23.45,,
12385,11.932,-21.5625,-34.8,,
12390,11.937,-21.7365,-11.75,,
12395,11.943,-21.79525,-34.45,,
12400,11.948,-21.9675,-7.3,,
12405,11.953,-22.004,-44.15,,
12410,11.957,-22.22475,-14.6,,
12415,11.962,-22.29775,-23.8,,
12420,11.966,-22.41675,-12.25,,
12425,11.97,-22.478,-23.1,,
12430,11.973,-22.5935,5.5,,
12435,11.977,-22.566,-9.15,,
12440,11.98,-22.61175,3.25,,
12445,11.983,-22.5955,12.8,,
12450,11.986,-22.5315,12.2,,
12455,11.988,-22.4705,21.3,,
12460,11.99,-22.364,17.4,,
12465,11.992,-22.277,11.5,,
12470,11.994,-22.2195,32.25,,
12475,11.996,-22.05825,14.9,,
12480,11.997,-21.98375,9.65,,
12485,11.998,-21.9355,13.2,,
12490,11.999,-21.8695,7.65,,
12495,12,-21.83125,-12.7,,
12500,12,-21.89475,8.75,,
12505,12,-21.851,-29.7,,
12510,12,-21.9995,-0.6,,
12515,12,-22.0025,-11.8,,
12520,11.999,-22.0615,-20,,
12525,11.998,-22.1615,-9.85,,
12530,11.997,-22.21075,-19.15,,
12535,11.996,-22.3065,-18.75,,
12540,11.994,-22.40025,-17.5,,
12545,11.992,-22.48775,-23.3,,
12550,11.99,-22.60425,-15,,
12555,11.988,-22.67925,-0.4,,
12560,11.986,-22.68125,-20,,
12565,11.983,-22.78125,4,,
12570,11.98,-22.76125,-11.25,,
12575,11.977,-22.8175,6.85,,
12580,11.973,-22.78325,8.45,,
12585,11.97,-22.741,15.9,,
12590,11.966,-22.6615,12.85,,
12595,11.962,-22.59725,26.75,,
12600,11.957,-22.4635,19.6,,
12605,11.953,-22.3655,27,,
12610,11.948,-22.2305,6.3,,
12615,11.943,-22.199,32.4,,
12620,11.937,-22.037,3.6,,
12625,11.932,-22.019,15.3,,
12630,11.926,-21.9425,-5.15,,
12635,11.92,-21.96825,4.35,,
12640,11.914,-21.9465,-15.3,,
12645,11.907,-22.023,-10.6,,
12650,11.901,-22.076,-17.9,,
12655,11.894,-22.1655,-22.05,,
12660,11.887,-22.27575,-24.5,,
12665,11.879,-22.39825,-18.5,,
12670,11.871,-22.49075,-31.65,,
12675,11.864,-22.649,-16.15,,
12680,11.855,-22.72975,-39.05,,
12685,11.847,-22.925,-18.65,,
12690,11.839,-23.01825,-18.65,,
12695,11.83,-23.1115,-29.15,,
12700,11.821,-23.25725,-9.7,,
12705,11.811,-23.30575,-15.8,,
12710,11.802,-23.38475,-3.1,,
12715,11.792,-23.40025,8.5,,
12720,11.782,-23.35775,18.15,,
12725,11.772,-23.267,-4.65,,
12730,11.762,-23.29025,38.8,,
12735,11.751,-23.09625,14.8,,
12740,11.74,-23.02225,29.85,,
12745,11.729,-22.873,29.6,,
12750,11.718,-22.725,26.3,,
12755,11.706,-22.5935,31.6,,
12760,11.695,-22.4355,15.1,,
12765,11.683,-22.36,13.3,,
12770,11.67,-22.2935,-2.65,,
12775,11.658,-22.30675,16.7,,
12780,11.645,-22.22325,2.1,,
12785,11.632,-22.21275,-4.2,,
12790,11.619,-22.23375,-8.8,,
12795,11.606,-22.27775,-17.7,,
12800,11.592,-22.36625,-10,,
12805,11.579,-22.41625,-22.1,,
12810,11.565,-22.52675,-7.6,,
12815,11.55,-22.56475,-21.8,,
12820,11.536,-22.67375,-18.85,,
12825,11.521,-22.768,-14.3,,
12830,11.506,-22.8395,-10.4,,
12835,11.491,-22.8915,-21.6,,
12840,11.476,-22.9995,10.45,,
12845,11.461,-22.94725,-6.05,,
12850,11.445,-22.9775,17.2,,
12855,11.429,-22.8915,5.2,,
12860,11.413,-22.8655,20.6,,
12865,11.396,-22.7625,7.3,,
12870,11.38,-22.726,41.3,,
12875,11.363,-22.5195,15.45,,
12880,11.346,-22.44225,23.15,,
12885,11.329,-22.3265,34.05,,
12890,11.311,-22.15625,12.6,,
12895,11.294,-22.09325,16.15,,
12900,11.276,-22.0125,14.8,,
12905,11.258,-21.9385,7.25,,
12910,11.24,-21.90225,1.8,,
12915,11.221,-21.89325,-5.15,,
12920,11.202,-21.919,-3.3,,
12925,11.183,-21.9355,5.35,,
12930,11.164,-21.90875,-26.4,,
12935,11.145,-22.04075,-15,,
12940,11.126,-22.11575,-12.65,,
12945,11.106,-22.179,-34.2,,
12950,11.086,-22.35,-20.5,,
12955,11.066,-22.4525,-15.5,,
12960,11.046,-22.53,-32.9,,
12965,11.025,-22.6945,-14.9,,
12970,11.004,-22.769,-27.8,,
12975,10.983,-22.908,3.4,,
12980,10.962,-22.891,-17.8,,
12985,10.941,-22.98,-5.65,,
12990,10.92,-23.00825,13.1,,
12995,10.898,-22.94275,15.6,,
13000,10.876,-22.86475,8.45,,
13005,10.854,-22.8225,25.4,,
13010,10.832,-22.6955,31.6,,
13015,10.809,-22.5375,22.65,,
13020,10.787,-22.42425,39.45,,
13025,10.764,-22.227,24.95,,
13030,10.741,-22.10225,31.6,,
13035,10.718,-21.94425,17,,
13040,10.694,-21.85925,31.4,,
13045,10.671,-21.70225,7.15,,
13050,10.647,-21.6665,23.1,,
13055,10.623,-21.551,-0.25,,
13060,10.599,-21.55225,13.25,,
13065,10.575,-21.486,-11.6,,
13070,10.55,-21.544,7.05,,
13075,10.525,-21.50875,-11.75,,
13080,10.501,-21.5675,-8.3,,
13085,10.476,-21.609,-14.45,,
13090,10.45,-21.68125,-21.75,,
13095,10.425,-21.79,-11.35,,
13100,10.399,-21.84675,-21.85,,
13105,10.374,-21.956,-5.25,,
13110,10.348,-21.98225,-23.05,,
13115,10.322,-22.0975,-4.05,,
13120,10.295,-22.11775,-10.85,,
13125,10.269,-22.172,6.8,,
13130,10.243,-22.138,-7.35,,
13135,10.216,-22.17475,22,,
13140,10.189,-22.06475,13.45,,
13145,10.162,-21.9975,13.5,,
13150,10.135,-21.93,27.85,,
13155,10.107,-21.79075,33.95,,
13160,10.08,-21.621,21.95,,
13165,10.052,-21.51125,35.35,,
13170,10.024,-21.3345,36.3,,
13175,9.996,-21.153,19.9,,
13180,9.968,-21.0535,14.35,,
13185,9.939,-20.98175,17.65,,
13190,9.911,-20.8935,28.05,,
13195,9.882,-20.75325,1.15,,
13200,9.853,-20.7475,3.75,,
13205,9.824,-20.72875,2.65,,
13210,9.795,-20.7155,-9.8,,
13215,9.766,-20.7645,9.25,,
13220,9.737,-20.71825,-18.3,,
13225,9.707,-20.80975,-21.3,,
13230,9.677,-20.91625,-17,,
13235,9.647,-21.00125,-15.2,,
13240,9.617,-21.07725,-19.95,,
13245,9.587,-21.177,-21.05,,
13250,9.557,-21.28225,-24.8,,
13255,9.527,-21.40625,-15.25,,
13260,9.496,-21.4825,-21.65,,
13265,9.465,-21.59075,-6.25,,
13270,9.434,-21.622,-7.65,,
13275,9.403,-21.66025,9.35,,
13280,9.372,-21.6135,-5.3,,
13285,9.341,-21.64,14,,
13290,9.31,-21.57,16.4,,
13295,9.278,-21.488,12.65,,
13300,9.247,-21.42475,28.1,,
13305,9.215,-21.28425,39.15,,
13310,9.183,-21.0885,23.55,,
13315,9.151,-20.97075,42.35,,
13320,9.119,-20.759,17.85,,
13325,9.086,-20.66975,43,,
13330,9.054,-20.45475,25.6,,
13335,9.022,-20.32675,27.3,,
13340,8.989,-20.19025,3.8,,
13345,8.956,-20.17125,34.35,,
13350,8.923,-19.9995,11.55,,
13355,8.89,-19.94175,9.15,,
13360,8.857,-19.896,6.9,,
13365,8.824,-19.8615,-8.85,,
13370,8.791,-19.90575,11.4,,
13375,8.757,-19.84875,-21.55,,
13380,8.724,-19.9565,12.9,,
13385,8.69,-19.892,-27.3,,
13390,8.656,-20.0285,0.15,,
13395,8.622,-20.02775,-4.35,,
13400,8.589,-20.0495,-9.15,,
13405,8.554,-20.09525,-11.7,,
13410,8.52,-20.15375,-5.7,,
13415,8.486,-20.18225,-22.05,,
13420,8.452,-20.2925,7.25,,
13425,8.417,-20.25625,0.8,,
13430,8.383,-20.25225,-1.4,,
13435,8.348,-20.25925,10.85,,
13440,8.313,-20.205,10.45,,
13445,8.278,-20.15275,14.35,,
13450,8.244,-20.081,24.8,,
13455,8.209,-19.957,31.45,,
13460,8.173,-19.79975,25.15,,
13465,8.138,-19.674,20.85,,
13470,8.103,-19.56975,27.15,,
13475,8.068,-19.434,31.1,,
13480,8.032,-19.2785,26.05,,
13485,7.997,-19.14825,10.4,,
13490,7.961,-19.09625,38,,
13495,7.925,-18.90625,6.25,,
13500,7.89,-18.875,24.45,,
13505,7.854,-18.75275,1.85,,
13510,7.818,-18.7435,2.15,,
13515,7.782,-18.73275,10.4,,
13520,7.746,-18.68075,-6.1,,
13525,7.71,-18.71125,-2.95,,
13530,7.674,-18.726,2.7,,
13535,7.637,-18.7125,-2.2,,
13540,7.601,-18.7235,-17.7,,
13545,7.565,-18.812,3.8,,
13550,7.528,-18.793,-33.2,,
13555,7.492,-18.959,-5.6,,
13560,7.455,-18.987,-12.9,,
13565,7.419,-19.0515,-5.05,,
13570,7.382,-19.07675,-20.85,,
13575,7.345,-19.181,-5.5,,
13580,7.309,-19.2085,-13.4,,
13585,7.272,-19.2755,3.65,,
13590,7.235,-19.25725,-10.2,,
13595,7.198,-19.30825,-1.6,,
13600,7.161,-19.31625,13,,
13605,7.124,-19.25125,6.5,,
13610,7.087,-19.21875,25.45,,
13615,7.05,-19.0915,21.45,,
13620,7.013,-18.98425,20.65,,
13625,6.976,-18.881,32.1,,
13630,6.938,-18.7205,27.95,,
13635,6.901,-18.58075,40.4,,
13640,6.864,-18.37875,21.7,,
13645,6.826,-18.27025,33.85,,
13650,6.789,-18.101,26.2,,
13655,6.752,-17.97,38.15,,
13660,6.714,-17.77925,7.45,,
13665,6.677,-17.742,28.8,,
13670,6.639,-17.598,16.45,,
13675,6.602,-17.51575,25.75,,
13680,6.564,-17.387,6.8,,
13685,6.527,-17.353,10.15,,
13690,6.489,-17.30225,12.2,,
13695,6.452,-17.24125,0.85,,
13700,6.414,-17.237,8.05,,
13705,6.376,-17.19675,-10.35,,
13710,6.339,-17.2485,9.65,,
13715,6.301,-17.20025,-9.95,,
13720,6.264,-17.25,6.85,,
13725,6.226,-17.21575,-17.2,,
13730,6.188,-17.30175,6.25,,
13735,6.15,-17.2705,-14.85,,
13740,6.113,-17.34475,-2.4,,
13745,6.075,-17.35675,-10.45,,
13750,6.037,-17.409,-9.15,,
13755,6,-17.45475,1.85,,
13760,5.962,-17.4455,2.35,,
13765,5.924,-17.43375,-0.35,,
13770,5.887,-17.4355,-1.7,,
13775,5.849,-17.444,4.55,,
13780,5.811,-17.42125,12.65,,
13785,5.774,-17.358,11.2,,
13790,5.736,-17.302,26.15,,
13795,5.698,-17.17125,2.9,,
13800,5.661,-17.15675,34.95,,
13805,5.623,-16.982,20.75,,
13810,5.585,-16.87825,24.05,,
13815,5.548,-16.758,23.8,,
13820,5.51,-16.639,31.9,,
13825,5.473,-16.4795,19.9,,
13830,5.435,-16.38,33,,
13835,5.398,-16.215,16.25,,
13840,5.36,-16.13375,24.35,,
13845,5.323,-16.012,18.2,,
13850,5.285,-15.921,15.05,,
13855,5.248,-15.84575,20.65,,
13860,5.21,-15.7425,5.85,,
13865,5.173,-15.71325,18.85,,
13870,5.136,-15.619,-6.9,,
13875,5.098,-15.6535,17.8,,
13880,5.061,-15.5645,-5.6,,
13885,5.024,-15.5925,12.5,,
13890,4.987,-15.53,-5.5,,
13895,4.95,-15.5575,3.75,,
13900,4.912,-15.53875,-12.4,,
13905,4.875,-15.60075,2.5,,
13910,4.838,-15.58825,-6.6,,
13915,4.801,-15.62125,-3.25,,
13920,4.765,-15.6375,-10.75,,
13925,4.728,-15.69125,-5.45,,
13930,4.691,-15.7185,-5.15,,
13935,4.654,-15.74425,-11.1,,
13940,4.617,-15.79975,2.75,,
13945,4.581,-15.786,-12.55,,
13950,4.544,-15.84875,10.55,,
13955,4.508,-15.796,-19.25,,
13960,4.471,-15.89225,10.05,,
13965,4.435,-15.842,4.4,,
13970,4.398,-15.82,-3.8,,
13975,4.362,-15.839,23.35,,
13980,4.326,-15.72225,0.4,,
13985,4.29,-15.72025,12.85,,
13990,4.253,-15.656,22.2,,
13995,4.217,-15.545,13.65,,
14000,4.181,-15.47675,24.7,,
14005,4.146,-15.35325,22.45,,
14010,4.11,-15.241,27.7,,
14015,4.074,-15.1025,26.8,,
14020,4.038,-14.9685,25.9,,
14025,4.003,-14.839,23.95,,
14030,3.967,-14.71925,29.2,,
14035,3.932,-14.57325,20.65,,
14040,3.896,-14.47,25.1,,
14045,3.861,-14.3445,15.9,,
14050,3.826,-14.265,33.55,,
14055,3.791,-14.09725,16.4,,
14060,3.756,-14.01525,15.9,,
14065,3.721,-13.93575,14.9,,
14070,3.686,-13.86125,18.05,,
14075,3.651,-13.771,3.85,,
14080,3.617,-13.75175,12.85,,
14085,3.582,-13.6875,17.85,,
14090,3.548,-13.59825,3.6,,
14095,3.513,-13.58025,8.95,,
14100,3.479,-13.5355,8,,
14105,3.445,-13.4955,-4.5,,
14110,3.411,-13.518,16.1,,
14115,3.377,-13.4375,-3,,
14120,3.343,-13.4525,-0.4,,
14125,3.309,-13.4545,3.05,,
14130,3.276,-13.43925,-5.4,,
14135,3.242,-13.46625,3.5,,
14140,3.209,-13.44875,1.85,,
14145,3.175,-13.4395,-0.1,,
14150,3.142,-13.44,3.4,,
14155,3.109,-13.423,-7.6,,
14160,3.076,-13.461,2.85,,
14165,3.043,-13.44675,-0.85,,
14170,3.011,-13.451,5.85,,
14175,2.978,-13.42175,-8.35,,
14180,2.945,-13.4635,10.05,,
14185,2.913,-13.41325,6.3,,
14190,2.881,-13.38175,0.1,,
14195,2.849,-13.38125,11.75,,
14200,2.817,-13.3225,11.45,,
14205,2.785,-13.26525,13.65,,
14210,2.753,-13.197,11.5,,
14215,2.721,-13.1395,13.95,,
14220,2.69,-13.06975,16.75,,
14225,2.658,-12.986,19.55,,
14230,2.627,-12.88825,18.35,,
14235,2.596,-12.7965,13.65,,
14240,2.565,-12.72825,23.7,,
14245,2.534,-12.60975,12.85,,
14250,2.504,-12.5455,29.3,,
14255,2.473,-12.399,14.95,,
14260,2.443,-12.32425,22.75,,
14265,2.412,-12.2105,19.1,,
14270,2.382,-12.115,20.35,,
14275,2.352,-12.01325,12.5,,
14280,2.322,-11.95075,13.65,,
14285,2.293,-11.8825,23.1,,
14290,2.263,-11.767,16.95,,
14295,2.234,-11.68225,2.05,,
14300,2.204,-11.672,11.55,,
14305,2.175,-11.61425,21.1,,
14310,2.146,-11.50875,11.6,,
14315,2.117,-11.45075,9.5,,
14320,2.089,-11.40325,9.5,,
14325,2.06,-11.35575,12.35,,
14330,2.032,-11.294,3.25,,
14335,2.004,-11.27775,5.4,,
14340,1.976,-11.25075,8.75,,
14345,1.948,-11.207,8.75,,
14350,1.92,-11.16325,9,,
14355,1.892,-11.11825,-4.9,,
14360,1.865,-11.14275,12.15,,
14365,1.838,-11.082,-0.9,,
14370,1.811,-11.0865,9.7,,
14375,1.784,-11.038,-6.25,,
14380,1.757,-11.06925,4.05,,
14385,1.731,-11.049,-2.2,,
14390,1.704,-11.06,10.9,,
14395,1.678,-11.0055,-1.95,,
14400,1.652,-11.01525,7.9,,
14405,1.626,-10.97575,-1.65,,
14410,1.6,-10.984,5.15,,
14415,1.575,-10.95825,-2.35,,
14420,1.549,-10.97,-1.7,,
14425,1.524,-10.9785,-0.55,,
14430,1.499,-10.98125,2.65,,
14435,1.474,-10.968,2.45,,
14440,1.45,-10.95575,8.7,,
14445,1.425,-10.91225,-8.7,,
14450,1.401,-10.95575,7.85,,
14455,1.377,-10.9165,14.2,,
14460,1.353,-10.8455,10.1,,
14465,1.329,-10.795,-0.35,,
14470,1.305,-10.79675,13.45,,
14475,1.282,-10.7295,8.3,,
14480,1.259,-10.688,8.95,,
14485,1.236,-10.64325,17.85,,
14490,1.213,-10.554,19.8,,
14495,1.19,-10.455,14.65,,
14500,1.168,-10.38175,16.9,,
14505,1.146,-10.29725,16.05,,
14510,1.124,-10.217,7.4,,
14515,1.102,-10.18,24.25,,
14520,1.08,-10.05875,11.2,,
14525,1.059,-10.00275,21.75,,
14530,1.037,-9.894,23.95,,
14535,1.016,-9.77425,18.55,,
14540,0.995,-9.6815,14.15,,
14545,0.975,-9.61075,22.4,,
14550,0.954,-9.49875,27.85,,
14555,0.934,-9.3595,8.3,,
14560,0.914,-9.318,19.05,,
14565,0.894,-9.22275,12.2,,
14570,0.874,-9.16175,22.5,,
14575,0.855,-9.04925,16.1,,
14580,0.835,-8.96875,19.8,,
14585,0.816,-8.86975,10.9,,
14590,0.797,-8.81525,17,,
14595,0.779,-8.73025,8.95,,
14600,0.76,-8.6855,20,,
14605,0.742,-8.5855,12.6,,
14610,0.724,-8.5225,11.7,,
