Time[ms], Volt[V], Angle[degree], AngleVel[rad/s]
955, 6.745, 74.110, -8.455
960, 6.776, 76.396, -8.412
965, 6.807, 78.857, -8.429
970, 6.838, 81.407, -8.472
975, 6.869, 83.780, -8.456
980, 6.900, 86.418, -8.525
985, 6.931, 88.879, -8.532
990, 6.962, 91.429, -8.565
995, 6.992, 94.330, -8.707
1000, 7.023, 96.791, -8.698
1005, 7.053, 99.604, -8.800
1010, 7.084, 102.154, -8.809
1015, 7.114, 104.703, -8.819
1020, 7.145, 107.165, -8.798
1025, 7.175, 109.363, -8.697
1030, 7.205, 111.736, -8.660
1035, 7.235, 114.286, -8.682
1040, 7.265, 117.011, -8.758
1045, 7.295, 119.912, -8.884
1050, 7.325, 122.725, -8.970
1055, 7.355, 125.275, -8.964
1060, 7.385, 128.000, -9.014
1065, 7.414, 130.813, -9.088
1070, 7.444, 133.890, -9.239
1075, 7.473, 137.055, -9.404
1080, 7.503, 139.956, -9.471
1085, 7.532, 143.121, -9.615
1090, 7.562, 146.022, -9.662
1095, 7.591, 149.187, -9.788
1100, 7.620, 152.352, -9.904
1105, 7.649, 155.429, -9.981
1110, 7.678, 158.769, -10.133
1115, 7.707, 162.022, -10.245
1120, 7.736, 165.187, -10.319
1125, 7.765, 168.264, -10.358
1130, 7.793, 171.077, -10.310
1135, 7.822, 173.978, -10.294
1140, 7.851, 177.055, -10.334
1145, 7.879, 180.484, -10.484
1150, 7.907, 184.176, -10.704
1155, 7.936, 187.692, -10.847
1160, 7.964, 191.209, -10.977
1165, 7.992, 194.637, -11.067
1170, 8.020, 197.978, -11.124
1175, 8.048, 201.231, -11.145
1180, 8.076, 204.396, -11.136
1185, 8.104, 207.648, -11.158
1190, 8.132, 211.253, -11.288
1195, 8.159, 214.857, -11.406
1200, 8.187, 218.462, -11.514
1205, 8.215, 221.890, -11.556
1210, 8.242, 225.319, -11.595
1215, 8.269, 229.187, -11.769
1220, 8.297, 232.879, -11.871
1225, 8.324, 236.659, -11.993
1230, 8.351, 240.352, -12.075
1235, 8.378, 243.868, -12.094
1240, 8.405, 247.385, -12.111
1245, 8.432, 250.637, -12.043
1250, 8.459, 253.890, -11.982
1255, 8.485, 256.967, -11.870
1260, 8.512, 259.956, -11.740
1265, 8.538, 263.033, -11.649
1270, 8.565, 266.462, -11.679
1275, 8.591, 270.154, -11.791
1280, 8.618, 273.846, -11.891
1285, 8.644, 277.451, -11.955
1290, 8.670, 280.967, -11.984
1295, 8.696, 284.396, -11.983
1300, 8.722, 287.736, -11.955
1305, 8.748, 291.077, -11.929
1310, 8.773, 294.330, -11.878
1315, 8.799, 297.758, -11.887
1320, 8.825, 301.538, -12.007
1325, 8.850, 305.231, -12.088
1330, 8.876, 308.835, -12.133
1335, 8.901, 312.703, -12.259
1340, 8.926, 316.747, -12.430
1345, 8.951, 320.879, -12.610
1350, 8.976, 325.011, -12.778
1355, 9.001, 328.879, -12.844
1360, 9.026, 333.011, -12.989
1365, 9.051, 337.055, -13.090
1370, 9.076, 341.099, -13.186
1375, 9.100, 345.495, -13.383
1380, 9.125, 349.802, -13.534
1385, 9.149, 354.198, -13.700
1390, 9.174, 358.418, -13.795
1395, 9.198, 2.286, -13.769
1400, 9.222, 6.418, -13.830
1405, 9.246, 10.374, -13.829
1410, 9.270, 14.154, -13.772
1415, 9.294, 18.374, -13.860
1420, 9.318, 22.769, -13.996
1425, 9.342, 27.165, -14.119
1430, 9.365, 31.297, -14.148
1435, 9.389, 35.516, -14.202
1440, 9.412, 39.648, -14.223
1445, 9.435, 43.692, -14.212
1450, 9.459, 47.824, -14.234
1455, 9.482, 52.044, -14.280
1460, 9.505, 56.264, -14.320
1465, 9.528, 60.308, -14.304
1470, 9.551, 63.912, -14.149
1475, 9.574, 67.341, -13.951
1480, 9.596, 71.033, -13.853
1485, 9.619, 74.901, -13.826
1490, 9.641, 78.769, -13.796
1495, 9.664, 82.549, -13.743
1500, 9.686, 86.330, -13.693
1505, 9.708, 90.198, -13.677
1510, 9.730, 94.242, -13.722
1515, 9.752, 98.110, -13.702
1520, 9.774, 102.242, -13.770
1525, 9.796, 106.374, -13.830
1530, 9.818, 110.505, -13.884
1535, 9.839, 114.374, -13.849
1540, 9.861, 118.154, -13.792
1545, 9.882, 121.758, -13.682
1550, 9.904, 125.275, -13.556
1555, 9.925, 128.703, -13.412
1560, 9.946, 132.132, -13.282
1565, 9.967, 136.527, -13.471
1570, 9.988, 141.187, -13.724
1575, 10.009, 145.758, -13.929
1580, 10.030, 150.242, -14.086
1585, 10.050, 154.374, -14.119
1590, 10.071, 158.418, -14.118
1595, 10.091, 162.637, -14.175
1600, 10.112, 167.121, -14.310
1605, 10.132, 171.604, -14.434
1610, 10.152, 176.000, -14.516
1615, 10.172, 180.132, -14.509
1620, 10.192, 184.264, -14.503
1625, 10.212, 188.396, -14.496
1630, 10.232, 192.615, -14.518
1635, 10.251, 197.275, -14.678
1640, 10.271, 202.022, -14.852
1645, 10.290, 207.033, -15.092
1650, 10.310, 211.692, -15.198
1655, 10.329, 216.176, -15.242
1660, 10.348, 220.659, -15.281
1665, 10.367, 225.055, -15.287
1670, 10.386, 229.714, -15.378
1675, 10.405, 234.725, -15.571
1680, 10.424, 239.473, -15.662
1685, 10.442, 244.308, -15.774
1690, 10.461, 248.791, -15.764
1695, 10.479, 253.099, -15.699
1700, 10.497, 257.495, -15.669
1705, 10.516, 261.626, -15.556
1710, 10.534, 265.582, -15.399
1715, 10.552, 269.451, -15.227
1720, 10.570, 273.319, -15.071
1725, 10.587, 277.714, -15.094
1730, 10.605, 282.286, -15.176
1735, 10.623, 286.945, -15.277
1740, 10.640, 291.604, -15.365
1745, 10.658, 296.088, -15.395
1750, 10.675, 300.571, -15.419
1755, 10.692, 304.879, -15.384
1760, 10.709, 309.275, -15.383
1765, 10.726, 313.934, -15.464
1770, 10.743, 318.945, -15.650
1775, 10.760, 324.308, -15.931
1780, 10.776, 329.582, -16.155
1785, 10.793, 334.769, -16.335
1790, 10.809, 340.044, -16.525
1795, 10.826, 344.967, -16.588
1800, 10.842, 349.714, -16.586
1805, 10.858, 354.725, -16.670
1810, 10.874, 359.648, -16.718
1815, 10.890, 5.011, -16.900
1820, 10.906, 10.110, -16.984
1825, 10.921, 14.945, -16.975
1830, 10.937, 19.604, -16.912
1835, 10.952, 24.264, -16.854
1840, 10.968, 29.363, -16.941
1845, 10.983, 34.901, -17.160
1850, 10.998, 40.088, -17.246
1855, 11.013, 44.835, -17.186
1860, 11.028, 49.495, -17.103
1865, 11.043, 54.593, -17.169
1870, 11.057, 59.780, -17.257
1875, 11.072, 64.879, -17.306
1880, 11.087, 69.538, -17.213
1885, 11.101, 73.758, -16.988
1890, 11.115, 77.802, -16.728
1895, 11.129, 81.758, -16.464
1900, 11.143, 86.242, -16.392
1905, 11.157, 90.725, -16.324
1910, 11.171, 95.648, -16.404
1915, 11.185, 100.132, -16.335
1920, 11.198, 104.967, -16.386
1925, 11.212, 109.714, -16.404
1930, 11.225, 114.286, -16.365
1935, 11.239, 118.945, -16.357
1940, 11.252, 123.341, -16.266
1945, 11.265, 127.736, -16.182
1950, 11.278, 131.868, -16.024
1955, 11.291, 136.000, -15.881
1960, 11.303, 141.187, -16.084
1965, 11.316, 146.637, -16.352
1970, 11.328, 152.088, -16.596
1975, 11.341, 157.363, -16.761
1980, 11.353, 162.462, -16.856
1985, 11.365, 167.033, -16.776
1990, 11.377, 171.253, -16.591
1995, 11.389, 175.473, -16.423
2000, 11.401, 180.132, -16.409
2005, 11.413, 185.495, -16.618
2010, 11.424, 190.945, -16.841
2015, 11.436, 196.308, -17.012
2020, 11.447, 201.670, -17.167
2025, 11.458, 206.945, -17.284
2030, 11.470, 212.044, -17.332
2035, 11.481, 216.967, -17.319
2040, 11.491, 221.978, -17.336
2045, 11.502, 226.989, -17.352
2050, 11.513, 232.615, -17.561
2055, 11.524, 238.154, -17.724
2060, 11.534, 243.692, -17.870
2065, 11.544, 248.967, -17.922
2070, 11.555, 253.714, -17.801
2075, 11.565, 258.374, -17.663
2080, 11.575, 262.857, -17.480
2085, 11.585, 267.077, -17.232
2090, 11.594, 271.385, -17.034
2095, 11.604, 276.044, -16.965
2100, 11.614, 280.879, -16.958
2105, 11.623, 285.978, -17.036
2110, 11.632, 290.989, -17.078
2115, 11.642, 296.264, -17.202
2120, 11.651, 301.187, -17.200
2125, 11.660, 306.022, -17.173
2130, 11.668, 311.121, -17.229
2135, 11.677, 316.132, -17.254
2140, 11.686, 321.670, -17.446
2145, 11.694, 327.297, -17.647
2150, 11.703, 332.571, -17.717
2155, 11.711, 338.110, -17.865
2160, 11.719, 343.473, -17.946
2165, 11.727, 348.484, -17.906
2170, 11.735, 353.758, -17.952
2175, 11.743, 359.912, -18.276
2180, 11.751, 6.242, -18.623
2185, 11.758, 12.132, -18.802
2190, 11.766, 17.934, -18.934
2195, 11.773, 23.297, -18.917
2200, 11.780, 28.220, -18.760
2205, 11.787, 32.967, -18.562
2210, 11.794, 38.593, -18.661
2215, 11.801, 44.132, -18.724
2220, 11.808, 49.758, -18.810
2225, 11.815, 54.945, -18.746
2230, 11.821, 60.044, -18.660
2235, 11.828, 64.879, -18.500
2240, 11.834, 69.451, -18.270
2245, 11.840, 74.462, -18.200
2250, 11.846, 79.209, -18.054
2255, 11.852, 84.044, -17.949
2260, 11.858, 89.055, -17.908
2265, 11.864, 94.154, -17.899
2270, 11.869, 98.813, -17.753
2275, 11.875, 104.000, -17.786
2280, 11.880, 109.099, -17.788
2285, 11.886, 114.462, -17.872
2290, 11.891, 119.297, -17.786
2295, 11.896, 124.044, -17.676
2300, 11.901, 128.703, -17.547
2305, 11.905, 133.099, -17.349
2310, 11.910, 137.495, -17.169
2315, 11.915, 143.033, -17.366
2320, 11.919, 148.747, -17.603
2325, 11.923, 154.637, -17.874
2330, 11.928, 160.088, -17.979
2335, 11.932, 165.538, -18.071
2340, 11.936, 170.374, -17.967
2345, 11.939, 175.033, -17.814
2350, 11.943, 179.780, -17.703
2355, 11.947, 184.615, -17.628
2360, 11.950, 190.066, -17.757
2365, 11.954, 195.780, -17.956
2370, 11.957, 201.495, -18.140
2375, 11.960, 207.209, -18.305
2380, 11.963, 212.923, -18.456
2385, 11.966, 218.286, -18.481
2390, 11.969, 223.648, -18.504
2395, 11.971, 228.835, -18.469
2400, 11.974, 234.198, -18.492
2405, 11.976, 239.824, -18.598
2410, 11.979, 245.187, -18.611
2415, 11.981, 250.725, -18.678
2420, 11.983, 255.736, -18.571
2425, 11.985, 260.747, -18.475
2430, 11.987, 265.495, -18.304
2435, 11.988, 270.154, -18.119
2440, 11.990, 274.813, -17.951
2445, 11.991, 279.912, -17.940
2450, 11.993, 285.099, -17.955
2455, 11.994, 290.637, -18.083
2460, 11.995, 295.736, -18.057
2465, 11.996, 300.747, -18.006
2470, 11.997, 305.934, -18.017
2475, 11.998, 311.209, -18.054
2480, 11.999, 316.747, -18.173
2485, 11.999, 322.725, -18.419
2490, 11.999, 328.615, -18.613
2495, 12.000, 334.769, -18.876
2500, 12.000, 340.571, -19.003
2505, 12.000, 346.286, -19.089
2510, 12.000, 352.088, -19.197
2515, 12.000, 358.418, -19.463
2520, 11.999, 4.308, -19.563
2525, 11.999, 9.670, -19.489
2530, 11.999, 14.769, -19.336
2535, 11.998, 19.692, -19.141
2540, 11.997, 25.055, -19.105
2545, 11.996, 30.857, -19.210
2550, 11.995, 37.011, -19.417
2555, 11.994, 42.989, -19.551
2560, 11.993, 48.440, -19.505
2565, 11.991, 53.363, -19.292
2570, 11.990, 58.637, -19.215
2575, 11.988, 63.824, -19.117
2580, 11.987, 69.187, -19.080
2585, 11.985, 73.846, -18.827
2590, 11.983, 78.593, -18.624
2595, 11.981, 83.341, -18.438
2600, 11.979, 88.440, -18.377
2605, 11.976, 93.626, -18.357
2610, 11.974, 98.549, -18.253
2615, 11.971, 103.912, -18.294
2620, 11.969, 108.923, -18.225
2625, 11.966, 114.110, -18.216
2630, 11.963, 119.121, -18.152
2635, 11.960, 123.956, -18.036
2640, 11.957, 128.791, -17.932
2645, 11.954, 133.363, -17.754
2650, 11.950, 138.022, -17.619
2655, 11.947, 143.473, -17.748
2660, 11.943, 149.451, -18.033
2665, 11.939, 155.516, -18.320
2670, 11.936, 161.319, -18.497
2675, 11.932, 165.978, -18.296
2680, 11.928, 170.462, -18.057
2685, 11.923, 174.769, -17.784
2690, 11.919, 180.044, -17.843
2695, 11.915, 186.198, -18.174
2700, 11.910, 192.176, -18.422
2705, 11.905, 198.330, -18.700
2710, 11.901, 204.220, -18.871
2715, 11.896, 209.934, -18.970
2720, 11.891, 215.209, -18.921
2725, 11.886, 220.396, -18.847
2730, 11.880, 225.319, -18.699
2735, 11.875, 230.154, -18.534
2740, 11.869, 235.429, -18.523
2745, 11.864, 240.791, -18.544
2750, 11.858, 246.242, -18.588
2755, 11.852, 251.516, -18.574
2760, 11.846, 256.703, -18.533
2765, 11.840, 261.538, -18.383
2770, 11.834, 266.286, -18.220
2775, 11.828, 271.033, -18.071
2780, 11.821, 275.780, -17.936
2785, 11.815, 280.967, -17.954
2790, 11.808, 286.154, -17.967
2795, 11.801, 291.165, -17.927
2800, 11.794, 296.352, -17.944
2805, 11.787, 301.451, -17.932
2810, 11.780, 306.813, -18.005
2815, 11.773, 312.088, -18.042
2820, 11.766, 317.538, -18.134
2825, 11.758, 323.429, -18.355
2830, 11.751, 329.143, -18.501
2835, 11.743, 335.033, -18.690
2840, 11.735, 340.659, -18.776
2845, 11.727, 346.110, -18.799
2850, 11.719, 351.736, -18.879
2855, 11.711, 357.802, -19.088
2860, 11.703, 3.868, -19.280
2865, 11.694, 10.022, -19.478
2870, 11.686, 15.648, -19.497
2875, 11.677, 21.099, -19.456
2880, 11.668, 25.846, -19.191
2885, 11.660, 30.681, -18.986
2890, 11.651, 36.044, -18.962
2895, 11.641, 41.934, -19.107
2900, 11.632, 47.736, -19.216
2905, 11.623, 52.923, -19.117
2910, 11.614, 58.022, -18.998
2915, 11.604, 62.945, -18.834
2920, 11.594, 67.692, -18.630
2925, 11.585, 72.440, -18.445
2930, 11.575, 77.363, -18.330
2935, 11.565, 82.198, -18.200
2940, 11.555, 87.297, -18.165
2945, 11.544, 92.132, -18.049
2950, 11.534, 97.055, -17.972
2955, 11.523, 102.154, -17.957
2960, 11.513, 107.341, -17.972
2965, 11.502, 112.703, -18.039
2970, 11.491, 117.451, -17.908
2975, 11.480, 122.110, -17.760
2980, 11.469, 126.681, -17.598
2985, 11.458, 130.901, -17.338
2990, 11.447, 135.121, -17.102
2995, 11.436, 140.308, -17.195
3000, 11.424, 146.022, -17.448
3005, 11.413, 152.088, -17.787
3010, 11.401, 157.363, -17.845
3015, 11.389, 162.374, -17.814
3020, 11.377, 167.297, -17.758
3025, 11.365, 171.780, -17.568
3030, 11.353, 176.088, -17.339
3035, 11.341, 180.923, -17.298
3040, 11.328, 186.374, -17.456
3045, 11.316, 191.912, -17.627
3050, 11.303, 197.363, -17.755
3055, 11.291, 202.813, -17.872
3060, 11.278, 208.176, -17.951
3065, 11.265, 213.275, -17.938
3070, 11.252, 218.549, -17.983
3075, 11.239, 223.385, -17.883
3080, 11.225, 228.747, -17.961
3085, 11.212, 234.374, -18.116
3090, 11.198, 239.736, -18.171
3095, 11.185, 245.187, -18.250
3100, 11.171, 250.462, -18.266
3105, 11.157, 255.297, -18.141
3110, 11.143, 260.044, -17.999
3115, 11.129, 264.527, -17.787
3120, 11.115, 268.835, -17.537
3125, 11.101, 273.319, -17.368
3130, 11.086, 277.538, -17.126
3135, 11.072, 282.110, -17.024
3140, 11.057, 287.209, -17.095
3145, 11.043, 292.220, -17.132
3150, 11.028, 297.407, -17.220
3155, 11.013, 302.418, -17.249
3160, 10.998, 307.341, -17.244
3165, 10.983, 312.352, -17.266
3170, 10.968, 317.275, -17.263
3175, 10.952, 322.286, -17.285
3180, 10.937, 327.385, -17.330
3185, 10.921, 332.484, -17.377
3190, 10.906, 337.670, -17.445
3195, 10.890, 342.681, -17.449
3200, 10.874, 347.780, -17.484
3205, 10.858, 353.319, -17.653
3210, 10.842, 359.121, -17.889
3215, 10.826, 5.187, -18.189
3220, 10.809, 11.341, -18.491
3225, 10.793, 16.967, -18.597
3230, 10.776, 22.418, -18.638
3235, 10.760, 27.341, -18.506
3240, 10.743, 31.824, -18.247
3245, 10.726, 36.132, -17.957
3250, 10.709, 41.143, -17.917
3255, 10.692, 46.330, -17.935
3260, 10.675, 51.604, -17.979
3265, 10.658, 56.352, -17.852
3270, 10.640, 61.187, -17.764
3275, 10.623, 65.582, -17.546
3280, 10.605, 69.978, -17.348
3285, 10.587, 74.374, -17.167
3290, 10.570, 78.857, -17.029
3295, 10.552, 83.604, -16.989
3300, 10.534, 88.000, -16.842
3305, 10.516, 92.484, -16.734
3310, 10.497, 97.055, -16.665
3315, 10.479, 101.538, -16.573
3320, 10.461, 106.549, -16.657
3325, 10.442, 111.297, -16.651
3330, 10.423, 115.780, -16.561
3335, 10.405, 120.088, -16.423
3340, 10.386, 124.132, -16.214
3345, 10.367, 128.176, -16.024
3350, 10.348, 131.868, -15.741
3355, 10.329, 136.176, -15.677
3360, 10.310, 141.363, -15.900
3365, 10.290, 146.901, -16.214
3370, 10.271, 152.088, -16.387
3375, 10.251, 157.011, -16.460
3380, 10.232, 161.055, -16.249
3385, 10.212, 164.835, -15.972
3390, 10.192, 168.440, -15.665
3395, 10.172, 172.659, -15.581
3400, 10.152, 178.198, -15.924
3405, 10.132, 183.648, -16.205
3410, 10.112, 189.187, -16.490
3415, 10.091, 194.374, -16.640
3420, 10.071, 199.121, -16.635
3425, 10.050, 203.692, -16.573
3430, 10.030, 207.824, -16.380
3435, 10.009, 211.868, -16.174
3440, 9.988, 216.000, -16.015
3445, 9.967, 220.396, -15.957
3450, 9.946, 225.495, -16.125
3455, 9.925, 230.505, -16.252
3460, 9.904, 235.516, -16.365
3465, 9.882, 240.440, -16.439
3470, 9.861, 245.187, -16.456
3475, 9.839, 249.582, -16.355
3480, 9.818, 253.890, -16.236
3485, 9.796, 258.022, -16.071
3490, 9.774, 262.242, -15.952
3495, 9.752, 266.022, -15.702
3500, 9.730, 269.714, -15.445
3505, 9.708, 273.495, -15.244
3510, 9.686, 277.626, -15.170
3515, 9.664, 282.110, -15.214
3520, 9.641, 286.593, -15.256
3525, 9.619, 290.901, -15.236
3530, 9.596, 295.209, -15.219
3535, 9.573, 299.429, -15.176
3540, 9.551, 303.648, -15.136
3545, 9.528, 307.692, -15.044
3550, 9.505, 311.912, -15.017
3555, 9.482, 316.659, -15.160
3560, 9.459, 321.495, -15.318
3565, 9.435, 326.418, -15.489
3570, 9.412, 331.253, -15.616
3575, 9.389, 335.912, -15.678
3580, 9.365, 340.747, -15.788
3585, 9.341, 345.319, -15.803
3590, 9.318, 349.802, -15.791
3595, 9.294, 354.637, -15.892
3600, 9.270, 359.560, -16.010
3605, 9.246, 4.220, -16.036
3610, 9.222, 8.791, -16.029
3615, 9.198, 12.923, -15.885
3620, 9.173, 16.967, -15.724
3625, 9.149, 20.659, -15.468
3630, 9.125, 24.967, -15.430
3635, 9.100, 29.890, -15.590
3640, 9.076, 34.374, -15.598
3645, 9.051, 38.945, -15.631
3650, 9.026, 42.901, -15.467
3655, 9.001, 46.945, -15.344
3660, 8.976, 51.516, -15.403
3665, 8.951, 55.736, -15.342
3670, 8.926, 60.308, -15.398
3675, 8.901, 64.352, -15.284
3680, 8.875, 67.868, -15.011
3685, 8.850, 71.209, -14.706
3690, 8.824, 74.462, -14.401
3695, 8.799, 78.154, -14.265
3700, 8.773, 82.110, -14.226
3705, 8.747, 86.066, -14.187
3710, 8.722, 90.110, -14.184
3715, 8.696, 93.451, -13.955
3720, 8.670, 97.143, -13.857
3725, 8.644, 100.923, -13.799
3730, 8.617, 104.615, -13.717
3735, 8.591, 108.132, -13.588
3740, 8.565, 111.736, -13.498
3745, 8.538, 115.077, -13.330
3750, 8.512, 118.505, -13.209
3755, 8.485, 121.846, -13.069
3760, 8.458, 125.626, -13.080
3765, 8.432, 129.407, -13.092
3770, 8.405, 133.011, -13.047
3775, 8.378, 136.967, -13.118
3780, 8.351, 141.011, -13.209
3785, 8.324, 144.879, -13.237
3790, 8.296, 148.923, -13.317
3795, 8.269, 152.440, -13.223
3800, 8.242, 156.220, -13.223
3805, 8.214, 160.615, -13.416
3810, 8.187, 164.835, -13.537
3815, 8.159, 168.967, -13.617
3820, 8.132, 172.571, -13.524
3825, 8.104, 176.176, -13.440
3830, 8.076, 179.868, -13.391
3835, 8.048, 183.297, -13.263
3840, 8.020, 186.725, -13.145
3845, 7.992, 189.978, -12.984
3850, 7.964, 193.582, -12.948
3855, 7.936, 197.626, -13.056
3860, 7.907, 201.670, -13.153
3865, 7.879, 205.714, -13.241
3870, 7.850, 209.758, -13.322
3875, 7.822, 213.626, -13.340
3880, 7.793, 217.495, -13.355
3885, 7.764, 221.187, -13.314
3890, 7.736, 224.703, -13.221
3895, 7.707, 228.220, -13.136
3900, 7.678, 231.648, -13.031
3905, 7.649, 235.341, -13.018
3910, 7.620, 239.033, -13.008
3915, 7.591, 242.462, -12.914
3920, 7.561, 246.154, -12.912
3925, 7.532, 249.407, -12.773
