Time[ms], Volt[V], Angle[degree], AngleVel[rad/s]
930, 0.985, 263.320, -0.992
935, 0.996, 263.672, -1.039
940, 1.006, 264.111, -1.138
945, 1.016, 264.375, -1.095
950, 1.027, 264.814, -1.183
955, 1.038, 265.254, -1.253
960, 1.048, 265.605, -1.248
965, 1.059, 265.957, -1.244
970, 1.070, 266.484, -1.364
975, 1.080, 266.836, -1.336
980, 1.091, 267.363, -1.437
985, 1.102, 267.715, -1.396
990, 1.113, 268.242, -1.485
995, 1.124, 268.682, -1.495
1000, 1.135, 269.121, -1.502
1005, 1.146, 269.736, -1.632
1010, 1.157, 270.176, -1.613
1015, 1.168, 270.703, -1.658
1020, 1.179, 271.055, -1.572
1025, 1.191, 271.758, -1.749
1030, 1.202, 272.197, -1.706
1035, 1.213, 272.725, -1.733
1040, 1.225, 273.252, -1.756
1045, 1.236, 273.691, -1.711
1050, 1.248, 274.307, -1.799
1055, 1.259, 274.746, -1.745
1060, 1.271, 275.273, -1.765
1065, 1.282, 275.889, -1.842
1070, 1.294, 276.416, -1.842
1075, 1.306, 276.943, -1.842
1080, 1.317, 277.559, -1.903
1085, 1.329, 278.086, -1.891
1090, 1.341, 278.701, -1.942
1095, 1.353, 279.229, -1.922
1100, 1.365, 279.844, -1.967
1105, 1.377, 280.459, -2.004
1110, 1.389, 280.898, -1.910
1115, 1.401, 281.602, -2.019
1120, 1.413, 282.305, -2.106
1125, 1.425, 282.832, -2.053
1130, 1.438, 283.447, -2.072
1135, 1.450, 284.062, -2.088
1140, 1.462, 284.590, -2.038
1145, 1.474, 285.293, -2.122
1150, 1.487, 285.908, -2.127
1155, 1.499, 286.523, -2.132
1160, 1.512, 287.227, -2.196
1165, 1.524, 287.842, -2.187
1170, 1.537, 288.545, -2.241
1175, 1.550, 289.248, -2.284
1180, 1.562, 289.951, -2.318
1185, 1.575, 290.479, -2.222
1190, 1.588, 291.357, -2.392
1195, 1.600, 292.061, -2.405
1200, 1.613, 292.764, -2.415
1205, 1.626, 293.555, -2.484
1210, 1.639, 294.434, -2.602
1215, 1.652, 295.049, -2.511
1220, 1.665, 295.928, -2.623
1225, 1.678, 296.807, -2.712
1230, 1.691, 297.510, -2.660
1235, 1.704, 298.389, -2.741
1240, 1.718, 299.268, -2.808
1245, 1.731, 300.146, -2.860
1250, 1.744, 301.113, -2.964
1255, 1.757, 301.992, -2.986
1260, 1.771, 303.047, -3.125
1265, 1.784, 304.014, -3.175
1270, 1.798, 304.893, -3.153
1275, 1.811, 305.947, -3.260
1280, 1.825, 307.178, -3.468
1285, 1.838, 308.145, -3.449
1290, 1.852, 309.199, -3.496
1295, 1.865, 310.430, -3.657
1300, 1.879, 311.484, -3.661
1305, 1.893, 312.715, -3.789
1310, 1.906, 313.945, -3.890
1315, 1.920, 315.176, -3.972
1320, 1.934, 316.318, -3.975
1325, 1.948, 317.637, -4.101
1330, 1.962, 319.043, -4.263
1335, 1.976, 320.361, -4.331
1340, 1.990, 321.680, -4.385
1345, 2.004, 323.086, -4.491
1350, 2.018, 324.492, -4.575
1355, 2.032, 325.898, -4.642
1360, 2.046, 327.217, -4.633
1365, 2.060, 328.799, -4.813
1370, 2.075, 330.117, -4.771
1375, 2.089, 331.611, -4.859
1380, 2.103, 333.018, -4.871
1385, 2.118, 334.600, -5.001
1390, 2.132, 336.094, -5.045
1395, 2.146, 337.588, -5.080
1400, 2.161, 339.082, -5.107
1405, 2.175, 340.576, -5.129
1410, 2.190, 342.070, -5.148
1415, 2.205, 343.564, -5.162
1420, 2.219, 345.146, -5.235
1425, 2.234, 346.729, -5.293
1430, 2.249, 348.223, -5.278
1435, 2.263, 349.805, -5.325
1440, 2.278, 351.387, -5.367
1445, 2.293, 353.057, -5.460
1450, 2.308, 354.551, -5.412
1455, 2.323, 356.133, -5.435
1460, 2.337, 357.715, -5.452
1465, 2.352, 359.297, -5.468
1470, 2.367, 0.879, -5.479
1475, 2.382, 2.549, -5.549
1480, 2.397, 4.131, -5.545
1485, 2.413, 5.713, -5.541
1490, 2.428, 7.383, -5.600
1495, 2.443, 9.053, -5.646
1500, 2.458, 10.635, -5.621
1505, 2.473, 12.393, -5.724
1510, 2.489, 13.887, -5.624
1515, 2.504, 15.557, -5.666
1520, 2.519, 17.139, -5.637
1525, 2.535, 18.809, -5.677
1530, 2.550, 20.479, -5.708
1535, 2.565, 22.061, -5.670
1540, 2.581, 23.730, -5.704
1545, 2.596, 25.488, -5.791
1550, 2.612, 26.982, -5.677
1555, 2.627, 28.740, -5.768
1560, 2.643, 30.410, -5.779
1565, 2.659, 31.992, -5.730
1570, 2.674, 33.662, -5.751
1575, 2.690, 35.420, -5.828
1580, 2.706, 37.090, -5.829
1585, 2.722, 38.760, -5.831
1590, 2.737, 40.518, -5.890
1595, 2.753, 42.188, -5.879
1600, 2.769, 43.945, -5.931
1605, 2.785, 45.527, -5.851
1610, 2.801, 47.373, -5.970
1615, 2.817, 49.043, -5.942
1620, 2.833, 50.801, -5.980
1625, 2.849, 52.471, -5.953
1630, 2.865, 54.316, -6.051
1635, 2.881, 56.074, -6.069
1640, 2.897, 57.832, -6.084
1645, 2.913, 59.590, -6.094
1650, 2.930, 61.348, -6.104
1655, 2.946, 63.193, -6.172
1660, 2.962, 64.951, -6.165
1665, 2.978, 66.797, -6.222
1670, 2.995, 68.555, -6.205
1675, 3.011, 70.400, -6.254
1680, 3.027, 72.246, -6.291
1685, 3.044, 74.180, -6.384
1690, 3.060, 76.025, -6.396
1695, 3.076, 77.959, -6.469
1700, 3.093, 79.805, -6.463
1705, 3.109, 81.650, -6.459
1710, 3.126, 83.672, -6.581
1715, 3.143, 85.605, -6.614
1720, 3.159, 87.627, -6.703
1725, 3.176, 89.561, -6.713
1730, 3.192, 91.582, -6.784
1735, 3.209, 93.604, -6.838
1740, 3.226, 95.625, -6.882
1745, 3.243, 97.646, -6.919
1750, 3.259, 99.756, -7.008
1755, 3.276, 101.777, -7.017
1760, 3.293, 103.799, -7.026
1765, 3.310, 106.084, -7.218
1770, 3.327, 108.105, -7.188
1775, 3.343, 110.303, -7.282
1780, 3.360, 112.412, -7.298
1785, 3.377, 114.609, -7.375
1790, 3.394, 116.895, -7.495
1795, 3.411, 118.916, -7.409
1800, 3.428, 121.201, -7.523
1805, 3.445, 123.398, -7.549
1810, 3.462, 125.684, -7.641
1815, 3.479, 128.057, -7.771
1820, 3.497, 130.166, -7.689
1825, 3.514, 132.539, -7.809
1830, 3.531, 134.824, -7.843
1835, 3.548, 137.197, -7.931
1840, 3.565, 139.395, -7.881
1845, 3.583, 141.592, -7.838
1850, 3.600, 144.053, -7.990
1855, 3.617, 146.514, -8.112
1860, 3.634, 148.711, -8.021
1865, 3.652, 151.084, -8.076
1870, 3.669, 153.457, -8.120
1875, 3.686, 155.830, -8.152
1880, 3.704, 158.203, -8.178
1885, 3.721, 160.488, -8.140
1890, 3.739, 162.949, -8.229
1895, 3.756, 165.234, -8.180
1900, 3.774, 167.695, -8.264
1905, 3.791, 170.068, -8.269
1910, 3.809, 172.529, -8.336
1915, 3.826, 174.902, -8.325
1920, 3.844, 177.363, -8.377
1925, 3.862, 179.736, -8.361
1930, 3.879, 182.197, -8.403
1935, 3.897, 184.570, -8.382
1940, 3.914, 186.855, -8.301
1945, 3.932, 189.492, -8.484
1950, 3.950, 191.777, -8.381
1955, 3.968, 194.326, -8.487
1960, 3.985, 196.699, -8.447
1965, 4.003, 199.336, -8.598
1970, 4.021, 201.709, -8.537
1975, 4.039, 204.082, -8.488
1980, 4.056, 206.543, -8.510
1985, 4.074, 209.004, -8.526
1990, 4.092, 211.553, -8.596
1995, 4.110, 214.014, -8.601
2000, 4.128, 216.475, -8.599
2005, 4.146, 218.848, -8.538
2010, 4.164, 221.396, -8.610
2015, 4.182, 224.033, -8.729
2020, 4.200, 226.582, -8.763
2025, 4.218, 229.043, -8.731
2030, 4.236, 231.680, -8.826
2035, 4.254, 234.316, -8.902
2040, 4.272, 236.777, -8.840
2045, 4.290, 239.590, -9.038
2050, 4.308, 242.139, -9.010
2055, 4.326, 244.600, -8.926
2060, 4.344, 247.412, -9.105
2065, 4.362, 250.137, -9.188
2070, 4.380, 252.773, -9.193
2075, 4.399, 255.586, -9.319
2080, 4.417, 258.311, -9.358
2085, 4.435, 261.123, -9.449
2090, 4.453, 263.936, -9.526
2095, 4.471, 266.660, -9.523
2100, 4.490, 269.473, -9.582
2105, 4.508, 272.285, -9.631
2110, 4.526, 275.273, -9.790
2115, 4.544, 277.910, -9.673
2120, 4.563, 280.898, -9.826
2125, 4.581, 283.799, -9.886
2130, 4.599, 286.787, -9.997
2135, 4.618, 289.512, -9.903
2140, 4.636, 292.500, -10.007
2145, 4.654, 295.312, -9.970
2150, 4.673, 298.213, -9.998
2155, 4.691, 301.201, -10.090
2160, 4.710, 304.102, -10.097
2165, 4.728, 306.914, -10.043
2170, 4.746, 309.814, -10.063
2175, 4.765, 312.715, -10.069
2180, 4.783, 315.791, -10.209
2185, 4.802, 318.604, -10.131
2190, 4.820, 321.592, -10.194
2195, 4.839, 324.492, -10.181
2200, 4.857, 327.393, -10.170
2205, 4.876, 330.205, -10.102
2210, 4.894, 333.193, -10.168
2215, 4.913, 336.094, -10.160
2220, 4.931, 339.170, -10.277
2225, 4.950, 341.982, -10.184
2230, 4.968, 344.971, -10.234
2235, 4.987, 347.871, -10.216
2240, 5.006, 350.859, -10.260
2245, 5.024, 353.760, -10.232
2250, 5.043, 356.748, -10.275
2255, 5.061, 359.561, -10.184
2260, 5.080, 2.549, -10.233
2265, 5.099, 5.537, -10.275
2270, 5.117, 8.438, -10.246
2275, 5.136, 11.338, -10.219
2280, 5.155, 14.238, -10.204
2285, 5.173, 17.227, -10.251
2290, 5.192, 20.127, -10.226
2295, 5.211, 23.203, -10.327
2300, 5.229, 26.104, -10.290
2305, 5.248, 29.180, -10.379
2310, 5.267, 31.992, -10.268
2315, 5.285, 34.980, -10.301
2320, 5.304, 37.969, -10.330
2325, 5.323, 40.957, -10.349
2330, 5.342, 43.945, -10.368
2335, 5.360, 47.109, -10.499
2340, 5.379, 50.010, -10.432
2345, 5.398, 53.174, -10.554
2350, 5.417, 56.162, -10.527
2355, 5.435, 59.238, -10.570
2360, 5.454, 62.402, -10.668
2365, 5.473, 65.654, -10.807
2370, 5.492, 68.643, -10.735
2375, 5.510, 71.982, -10.919
2380, 5.529, 75.146, -10.945
2385, 5.548, 78.398, -11.028
2390, 5.567, 81.738, -11.156
2395, 5.586, 84.990, -11.197
2400, 5.604, 88.418, -11.349
2405, 5.623, 91.758, -11.413
2410, 5.642, 95.010, -11.401
2415, 5.661, 98.438, -11.516
2420, 5.680, 101.777, -11.542
2425, 5.699, 105.293, -11.693
2430, 5.717, 108.633, -11.687
2435, 5.736, 111.973, -11.682
2440, 5.755, 115.312, -11.679
2445, 5.774, 118.828, -11.796
2450, 5.793, 122.344, -11.896
2455, 5.812, 125.596, -11.790
2460, 5.830, 129.111, -11.884
2465, 5.849, 132.627, -11.965
2470, 5.868, 136.143, -12.029
2475, 5.887, 139.395, -11.895
2480, 5.906, 142.910, -11.969
2485, 5.925, 146.338, -11.971
2490, 5.943, 149.766, -11.972
2495, 5.962, 153.105, -11.906
2500, 5.981, 156.445, -11.860
2505, 6.000, 159.785, -11.820
2510, 6.019, 163.301, -11.912
2515, 6.038, 166.729, -11.921
2520, 6.057, 170.068, -11.866
2525, 6.075, 173.496, -11.890
2530, 6.094, 176.748, -11.785
2535, 6.113, 180.264, -11.878
2540, 6.132, 183.604, -11.838
2545, 6.151, 186.943, -11.806
2550, 6.170, 190.371, -11.842
2555, 6.189, 193.711, -11.805
2560, 6.207, 196.963, -11.715
2565, 6.226, 200.391, -11.767
2570, 6.245, 203.818, -11.809
2575, 6.264, 207.334, -11.902
2580, 6.283, 210.586, -11.792
2585, 6.302, 214.102, -11.890
2590, 6.320, 217.529, -11.906
2595, 6.339, 220.957, -11.920
2600, 6.358, 224.473, -11.992
2605, 6.377, 227.988, -12.049
2610, 6.396, 231.416, -12.032
2615, 6.414, 234.932, -12.081
2620, 6.433, 238.535, -12.183
2625, 6.452, 242.139, -12.267
2630, 6.471, 245.654, -12.266
2635, 6.490, 249.434, -12.454
2640, 6.508, 253.037, -12.480
2645, 6.527, 256.816, -12.622
2650, 6.546, 260.420, -12.616
2655, 6.565, 264.199, -12.731
2660, 6.583, 267.979, -12.823
2665, 6.602, 271.846, -12.957
2670, 6.621, 275.625, -13.008
2675, 6.640, 279.492, -13.104
2680, 6.658, 283.096, -13.004
2685, 6.677, 287.227, -13.286
2690, 6.696, 291.006, -13.270
2695, 6.715, 294.873, -13.317
2700, 6.733, 298.740, -13.356
2705, 6.752, 302.783, -13.508
2710, 6.771, 306.562, -13.446
2715, 6.789, 310.605, -13.569
2720, 6.808, 314.473, -13.560
2725, 6.827, 318.428, -13.610
2730, 6.845, 322.207, -13.535
2735, 6.864, 326.162, -13.592
2740, 6.883, 330.117, -13.635
2745, 6.901, 333.984, -13.610
2750, 6.920, 337.852, -13.591
2755, 6.939, 341.719, -13.574
2760, 6.957, 345.586, -13.560
2765, 6.976, 349.453, -13.550
2770, 6.994, 353.320, -13.541
2775, 7.013, 356.924, -13.347
2780, 7.032, 0.791, -13.380
2785, 7.050, 4.570, -13.344
2790, 7.069, 8.438, -13.376
2795, 7.087, 12.217, -13.337
2800, 7.106, 15.908, -13.250
2805, 7.124, 19.775, -13.304
2810, 7.143, 23.555, -13.283
2815, 7.161, 27.246, -13.204
2820, 7.180, 31.113, -13.266
2825, 7.198, 34.893, -13.251
2830, 7.217, 38.672, -13.240
2835, 7.235, 42.539, -13.292
2840, 7.254, 46.494, -13.398
2845, 7.272, 50.361, -13.421
2850, 7.291, 54.404, -13.558
2855, 7.309, 58.271, -13.548
2860, 7.327, 62.314, -13.662
2865, 7.346, 66.270, -13.695
2870, 7.364, 70.400, -13.838
2875, 7.382, 74.355, -13.835
2880, 7.401, 78.486, -13.952
2885, 7.419, 82.529, -13.986
2890, 7.437, 86.748, -14.136
2895, 7.456, 90.967, -14.257
2900, 7.474, 95.010, -14.228
2905, 7.492, 99.404, -14.453
2910, 7.510, 103.447, -14.382
2915, 7.529, 107.930, -14.643
2920, 7.547, 112.061, -14.597
2925, 7.565, 116.191, -14.564
2930, 7.583, 120.410, -14.596
2935, 7.601, 124.805, -14.748
2940, 7.620, 129.023, -14.745
2945, 7.638, 133.330, -14.807
2950, 7.656, 137.549, -14.792
2955, 7.674, 141.855, -14.841
2960, 7.692, 146.162, -14.883
2965, 7.710, 150.381, -14.850
2970, 7.728, 154.512, -14.767
2975, 7.746, 158.818, -14.821
2980, 7.764, 162.949, -14.740
2985, 7.782, 167.168, -14.739
2990, 7.800, 171.211, -14.618
2995, 7.818, 175.430, -14.637
3000, 7.836, 179.561, -14.597
3005, 7.854, 183.691, -14.562
3010, 7.872, 187.646, -14.414
3015, 7.890, 191.865, -14.478
3020, 7.908, 195.820, -14.347
3025, 7.926, 200.039, -14.424
3030, 7.944, 204.170, -14.423
3035, 7.961, 208.125, -14.301
3040, 7.979, 212.256, -14.326
3045, 7.997, 216.387, -14.341
3050, 8.015, 220.518, -14.363
3055, 8.033, 224.824, -14.499
3060, 8.050, 229.131, -14.608
3065, 8.068, 233.350, -14.634
3070, 8.086, 237.744, -14.769
3075, 8.103, 241.963, -14.770
3080, 8.121, 246.533, -14.997
3085, 8.139, 250.840, -15.013
3090, 8.156, 255.322, -15.138
3095, 8.174, 259.893, -15.310
3100, 8.191, 264.463, -15.442
3105, 8.209, 269.033, -15.546
3110, 8.226, 273.691, -15.689
3115, 8.244, 278.262, -15.745
3120, 8.261, 282.832, -15.788
3125, 8.279, 287.578, -15.947
3130, 8.296, 292.236, -16.011
3135, 8.314, 296.895, -16.063
3140, 8.331, 301.553, -16.104
3145, 8.348, 306.299, -16.196
3150, 8.366, 310.957, -16.211
3155, 8.383, 315.615, -16.224
3160, 8.400, 320.273, -16.230
3165, 8.418, 325.020, -16.299
3170, 8.435, 329.590, -16.231
3175, 8.452, 334.160, -16.179
3180, 8.469, 338.818, -16.196
3185, 8.486, 343.477, -16.209
3190, 8.503, 347.959, -16.098
3195, 8.521, 352.617, -16.133
3200, 8.538, 357.100, -16.039
3205, 8.555, 1.582, -15.963
3210, 8.572, 6.152, -15.960
3215, 8.589, 10.547, -15.835
3220, 8.606, 15.029, -15.803
3225, 8.623, 19.512, -15.771
3230, 8.640, 23.994, -15.749
3235, 8.657, 28.389, -15.666
3240, 8.674, 32.871, -15.669
3245, 8.690, 37.354, -15.662
3250, 8.707, 41.836, -15.662
3255, 8.724, 46.230, -15.597
3260, 8.741, 50.801, -15.670
3265, 8.758, 55.459, -15.794
3270, 8.774, 59.854, -15.704
3275, 8.791, 64.688, -15.934
3280, 8.808, 69.082, -15.817
3285, 8.824, 73.828, -15.972
3290, 8.841, 78.662, -16.158
3295, 8.858, 83.496, -16.301
3300, 8.874, 88.154, -16.291
3305, 8.891, 92.988, -16.408
3310, 8.907, 97.998, -16.628
3315, 8.924, 102.920, -16.741
3320, 8.940, 107.666, -16.707
3325, 8.956, 112.500, -16.744
3330, 8.973, 117.246, -16.710
3335, 8.989, 122.168, -16.805
3340, 9.006, 127.090, -16.881
3345, 9.022, 132.100, -17.004
3350, 9.038, 136.934, -16.983
3355, 9.054, 141.768, -16.961
3360, 9.071, 146.865, -17.127
3365, 9.087, 151.523, -16.957
3370, 9.103, 156.182, -16.822
3375, 9.119, 161.279, -17.017
3380, 9.135, 166.025, -16.930
3385, 9.151, 170.859, -16.918
3390, 9.167, 175.693, -16.910
3395, 9.183, 180.264, -16.724
3400, 9.199, 185.098, -16.746
3405, 9.215, 189.756, -16.660
3410, 9.231, 194.502, -16.636
3415, 9.247, 199.248, -16.625
3420, 9.263, 203.906, -16.551
3425, 9.278, 208.652, -16.559
3430, 9.294, 213.398, -16.561
3435, 9.310, 218.145, -16.563
3440, 9.326, 222.891, -16.568
3445, 9.341, 227.812, -16.693
3450, 9.357, 232.734, -16.788
3455, 9.373, 237.480, -16.750
3460, 9.388, 242.578, -16.954
3465, 9.404, 247.500, -17.008
3470, 9.419, 252.773, -17.289
3475, 9.435, 257.871, -17.389
3480, 9.450, 262.793, -17.352
3485, 9.466, 268.154, -17.623
3490, 9.481, 273.428, -17.783
3495, 9.496, 278.438, -17.728
3500, 9.512, 283.711, -17.859
3505, 9.527, 289.072, -18.038
3510, 9.542, 294.346, -18.120
3515, 9.557, 299.619, -18.178
3520, 9.572, 305.156, -18.410
3525, 9.588, 310.342, -18.346
3530, 9.603, 315.615, -18.362
3535, 9.618, 320.801, -18.313
3540, 9.633, 326.338, -18.516
3545, 9.648, 331.436, -18.375
3550, 9.663, 336.797, -18.447
3555, 9.678, 341.895, -18.319
3560, 9.692, 347.080, -18.275
3565, 9.707, 352.266, -18.242
3570, 9.722, 357.275, -18.093
3575, 9.737, 2.461, -18.098
3580, 9.752, 7.471, -17.971
3585, 9.766, 12.480, -17.881
3590, 9.781, 17.490, -17.802
3595, 9.796, 22.676, -17.867
3600, 9.810, 27.510, -17.668
3605, 9.825, 32.607, -17.698
3610, 9.839, 37.705, -17.720
3615, 9.854, 42.891, -17.798
3620, 9.868, 48.076, -17.858
3625, 9.882, 53.262, -17.909
3630, 9.897, 58.184, -17.766
3635, 9.911, 63.545, -17.959
3640, 9.925, 68.906, -18.101
3645, 9.940, 74.004, -18.052
3650, 9.954, 79.189, -18.062
3655, 9.968, 84.551, -18.194
3660, 9.982, 90.000, -18.362
3665, 9.996, 95.361, -18.431
3670, 10.010, 100.723, -18.493
3675, 10.024, 106.172, -18.600
3680, 10.038, 111.621, -18.685
3685, 10.052, 117.070, -18.753
3690, 10.066, 122.520, -18.809
3695, 10.080, 128.145, -18.979
3700, 10.094, 133.418, -18.864
3705, 10.107, 138.955, -18.957
3710, 10.121, 144.229, -18.852
3715, 10.135, 149.590, -18.826
3720, 10.148, 154.951, -18.805
3725, 10.162, 160.225, -18.729
3730, 10.176, 165.498, -18.667
3735, 10.189, 170.771, -18.615
3740, 10.203, 175.957, -18.515
3745, 10.216, 181.230, -18.495
3750, 10.229, 186.416, -18.420
3755, 10.243, 191.602, -18.358
3760, 10.256, 196.787, -18.310
3765, 10.269, 201.885, -18.209
3770, 10.283, 207.246, -18.305
3775, 10.296, 212.168, -18.088
3780, 10.309, 217.441, -18.150
3785, 10.322, 222.803, -18.265
3790, 10.335, 228.252, -18.422
3795, 10.348, 233.438, -18.358
3800, 10.361, 238.887, -18.482
3805, 10.374, 244.512, -18.722
3810, 10.387, 250.137, -18.910
3815, 10.400, 255.498, -18.874
3820, 10.412, 261.299, -19.138
3825, 10.425, 267.012, -19.304
3830, 10.438, 272.637, -19.374
3835, 10.451, 278.350, -19.497
3840, 10.463, 284.238, -19.710
3845, 10.476, 290.127, -19.882
3850, 10.488, 295.840, -19.892
3855, 10.501, 301.553, -19.906
3860, 10.513, 307.354, -19.972
3865, 10.526, 313.418, -20.215
3870, 10.538, 319.219, -20.232
3875, 10.550, 324.844, -20.110
3880, 10.563, 330.645, -20.141
3885, 10.575, 336.357, -20.103
3890, 10.587, 342.246, -20.198
3895, 10.599, 347.695, -19.964
3900, 10.611, 353.232, -19.842
3905, 10.623, 358.770, -19.738
3910, 10.635, 4.219, -19.592
3915, 10.647, 9.756, -19.547
3920, 10.659, 15.205, -19.445
3925, 10.671, 20.654, -19.366
