time, volt, M0Rad,M0VEL,M1VEL,M1VEL
2535, 11.998, 6.064, -19.052, 4.887, -19.125
2540, 11.997, 6.160, -19.081, 4.979, -19.064
2545, 11.996, 6.265, -19.240, 5.073, -19.027
2550, 11.995, 0.081, -19.310, 5.166, -19.004
2555, 11.994, 0.181, -19.369, 5.260, -18.980
2560, 11.993, 0.287, -19.533, 5.355, -18.980
2565, 11.991, 0.387, -19.573, 5.452, -19.018
2570, 11.990, 0.486, -19.608, 5.550, -19.072
2575, 11.988, 0.592, -19.751, 5.651, -19.183
2580, 11.987, 0.697, -19.854, 5.749, -19.227
2585, 11.985, 0.793, -19.806, 5.849, -19.290
2590, 11.983, 0.885, -19.682, 5.949, -19.348
2595, 11.981, 0.974, -19.511, 6.045, -19.351
2600, 11.979, 1.060, -19.300, 6.142, -19.349
2605, 11.976, 1.151, -19.194, 6.237, -19.321
2610, 11.974, 1.247, -19.208, 0.048, -19.267
2615, 11.971, 1.350, -19.331, 0.140, -19.190
2620, 11.969, 1.455, -19.472, 0.238, -19.231
2625, 11.966, 1.553, -19.491, 0.344, -19.411
2630, 11.963, 1.653, -19.533, 0.451, -19.598
2635, 11.960, 1.748, -19.487, 0.551, -19.630
2640, 11.957, 1.838, -19.364, 0.647, -19.604
2645, 11.954, 1.932, -19.305, 0.747, -19.634
2650, 11.950, 2.025, -19.255, 0.845, -19.637
2655, 11.947, 2.120, -19.236, 0.942, -19.612
2660, 11.943, 2.219, -19.273, 1.036, -19.529
2665, 11.939, 2.318, -19.335, 1.131, -19.484
2670, 11.936, 2.415, -19.336, 1.224, -19.415
2675, 11.932, 2.518, -19.449, 1.316, -19.326
2680, 11.928, 2.622, -19.580, 1.409, -19.244
2685, 11.923, 2.720, -19.585, 1.496, -19.084
2690, 11.919, 2.817, -19.563, 1.594, -19.134
2695, 11.915, 2.908, -19.433, 1.692, -19.182
2700, 11.910, 2.995, -19.255, 1.789, -19.194
2705, 11.905, 3.084, -19.125, 1.884, -19.181
2710, 11.901, 3.168, -18.922, 1.978, -19.139
2715, 11.896, 3.262, -18.905, 2.070, -19.074
2720, 11.891, 3.362, -18.999, 2.165, -19.069
2725, 11.886, 3.455, -18.977, 2.265, -19.152
2730, 11.880, 3.561, -19.175, 2.364, -19.221
2735, 11.875, 3.667, -19.360, 2.460, -19.206
2740, 11.869, 3.762, -19.331, 2.556, -19.219
2745, 11.864, 3.857, -19.301, 2.651, -19.198
2750, 11.858, 3.952, -19.282, 2.750, -19.244
2755, 11.852, 4.045, -19.203, 2.839, -19.112
2760, 11.846, 4.135, -19.101, 2.929, -19.019
2765, 11.840, 4.227, -19.043, 3.027, -19.079
2770, 11.834, 4.318, -18.958, 3.129, -19.184
2775, 11.828, 4.404, -18.799, 3.228, -19.255
2780, 11.821, 4.497, -18.790, 3.337, -19.483
2785, 11.815, 4.597, -18.900, 3.448, -19.725
2790, 11.808, 4.700, -19.051, 3.544, -19.690
2795, 11.801, 4.806, -19.248, 3.639, -19.633
2800, 11.794, 4.908, -19.365, 3.738, -19.632
2805, 11.787, 5.008, -19.419, 3.833, -19.576
2810, 11.780, 5.109, -19.496, 3.926, -19.500
2815, 11.773, 5.205, -19.455, 4.026, -19.540
2820, 11.766, 5.294, -19.305, 4.121, -19.492
2825, 11.758, 5.383, -19.170, 4.216, -19.453
2830, 11.751, 5.467, -18.962, 4.310, -19.387
2835, 11.743, 5.551, -18.776, 4.401, -19.273
2840, 11.735, 5.642, -18.714, 4.493, -19.193
2845, 11.727, 5.735, -18.715, 4.586, -19.150
2850, 11.719, 5.835, -18.829, 4.678, -19.084
2855, 11.711, 5.932, -18.877, 4.770, -19.025
2860, 11.703, 6.028, -18.919, 4.867, -19.052
2865, 11.694, 6.130, -19.042, 4.962, -19.050
2870, 11.686, 6.228, -19.098, 5.057, -19.050
2875, 11.677, 0.038, -19.065, 5.149, -18.992
2880, 11.668, 0.137, -19.119, 5.243, -18.969
2885, 11.660, 0.229, -19.055, 5.340, -19.000
2890, 11.651, 0.324, -19.053, 5.435, -19.005
2895, 11.641, 0.417, -19.025, 5.530, -19.008
2900, 11.632, 0.509, -18.970, 5.623, -18.983
2905, 11.623, 0.605, -18.978, 5.719, -18.987
2910, 11.614, 0.712, -19.204, 5.811, -18.933
2915, 11.604, 0.816, -19.358, 5.907, -18.972
2920, 11.594, 0.918, -19.440, 6.005, -19.032
2925, 11.585, 1.019, -19.516, 6.096, -18.950
2930, 11.575, 1.115, -19.500, 6.185, -18.843
2935, 11.565, 1.214, -19.515, 6.282, -18.890
2940, 11.555, 1.309, -19.472, 0.101, -19.044
2945, 11.544, 1.399, -19.348, 0.207, -19.237
2950, 11.534, 1.487, -19.182, 0.318, -19.500
2955, 11.523, 1.580, -19.141, 0.411, -19.429
2960, 11.513, 1.679, -19.186, 0.506, -19.391
2965, 11.502, 1.775, -19.198, 0.601, -19.355
2970, 11.491, 1.881, -19.383, 0.697, -19.331
2975, 11.480, 1.976, -19.350, 0.792, -19.302
2980, 11.469, 2.070, -19.293, 0.884, -19.220
2985, 11.458, 2.167, -19.300, 0.977, -19.178
2990, 11.447, 2.251, -19.079, 1.073, -19.162
2995, 11.436, 2.325, -18.684, 1.169, -19.177
3000, 11.424, 2.417, -18.662, 1.267, -19.222
3005, 11.413, 2.506, -18.587, 1.356, -19.095
3010, 11.401, 2.598, -18.570, 1.447, -19.003
3015, 11.389, 2.694, -18.640, 1.537, -18.922
3020, 11.377, 2.785, -18.594, 1.625, -18.794
3025, 11.365, 2.878, -18.606, 1.714, -18.704
3030, 11.353, 2.971, -18.589, 1.800, -18.566
3035, 11.341, 3.058, -18.491, 1.890, -18.525
3040, 11.328, 3.147, -18.429, 1.981, -18.489
3045, 11.316, 3.242, -18.483, 2.071, -18.450
3050, 11.303, 3.333, -18.450, 2.163, -18.451
3055, 11.291, 3.422, -18.393, 2.252, -18.393
3060, 11.278, 3.514, -18.396, 2.348, -18.452
3065, 11.265, 3.607, -18.426, 2.443, -18.504
3070, 11.252, 3.707, -18.566, 2.536, -18.529
3075, 11.239, 3.808, -18.719, 2.627, -18.490
3080, 11.225, 3.902, -18.720, 2.717, -18.455
3085, 11.212, 3.995, -18.724, 2.808, -18.427
3090, 11.198, 4.086, -18.666, 2.895, -18.339
3095, 11.185, 4.175, -18.590, 2.989, -18.376
3100, 11.171, 4.264, -18.519, 3.083, -18.408
3105, 11.157, 4.348, -18.369, 3.179, -18.491
3110, 11.143, 4.430, -18.180, 3.271, -18.486
3115, 11.129, 4.517, -18.120, 3.379, -18.760
3120, 11.115, 4.608, -18.119, 3.481, -18.922
3125, 11.101, 4.710, -18.341, 3.569, -18.792
3130, 11.086, 4.818, -18.628, 3.663, -18.786
3135, 11.072, 4.919, -18.779, 3.753, -18.727
3140, 11.057, 5.011, -18.748, 3.844, -18.672
3145, 11.043, 5.099, -18.632, 3.936, -18.646
3150, 11.028, 5.183, -18.473, 4.025, -18.570
3155, 11.013, 5.261, -18.219, 4.120, -18.614
3160, 10.998, 5.340, -17.986, 4.212, -18.595
3165, 10.983, 5.419, -17.803, 4.304, -18.580
3170, 10.968, 5.504, -17.720, 4.394, -18.538
3175, 10.952, 5.599, -17.839, 4.486, -18.526
3180, 10.937, 5.689, -17.865, 4.577, -18.490
3185, 10.921, 5.780, -17.887, 4.661, -18.341
3190, 10.906, 5.870, -17.908, 4.747, -18.238
3195, 10.890, 5.961, -17.928, 4.827, -18.032
3200, 10.874, 6.050, -17.918, 4.913, -17.956
3205, 10.858, 6.137, -17.879, 5.004, -17.969
3210, 10.842, 6.228, -17.898, 5.091, -17.923
3215, 10.826, 0.037, -17.949, 5.178, -17.888
3220, 10.809, 0.133, -18.075, 5.263, -17.796
3225, 10.793, 0.226, -18.106, 5.353, -17.825
3230, 10.776, 0.321, -18.191, 5.445, -17.878
3235, 10.760, 0.416, -18.269, 5.537, -17.928
3240, 10.743, 0.506, -18.253, 5.630, -17.970
3245, 10.726, 0.595, -18.216, 5.717, -17.930
3250, 10.709, 0.694, -18.345, 5.809, -17.973
3255, 10.692, 0.786, -18.354, 5.898, -17.960
3260, 10.675, 0.873, -18.274, 5.986, -17.915
3265, 10.658, 0.957, -18.151, 6.073, -17.880
3270, 10.640, 1.037, -17.950, 6.157, -17.787
3275, 10.623, 1.115, -17.744, 6.245, -17.761
3280, 10.605, 1.198, -17.637, 0.048, -17.710
3285, 10.587, 1.284, -17.599, 0.141, -17.805
3290, 10.570, 1.378, -17.701, 0.239, -17.972
3295, 10.552, 1.468, -17.737, 0.334, -18.067
3300, 10.534, 1.560, -17.801, 0.422, -18.014
3305, 10.516, 1.653, -17.857, 0.509, -17.969
3310, 10.497, 1.741, -17.854, 0.597, -17.928
3315, 10.479, 1.827, -17.794, 0.680, -17.806
3320, 10.461, 1.913, -17.739, 0.769, -17.805
3325, 10.442, 1.993, -17.579, 0.855, -17.749
3330, 10.423, 2.071, -17.403, 0.936, -17.612
3335, 10.405, 2.154, -17.330, 1.020, -17.548
3340, 10.386, 2.240, -17.320, 1.102, -17.434
3345, 10.367, 2.328, -17.336, 1.185, -17.356
3350, 10.348, 2.421, -17.461, 1.267, -17.283
3355, 10.329, 2.516, -17.605, 1.349, -17.192
3360, 10.310, 2.608, -17.680, 1.435, -17.191
3365, 10.290, 2.691, -17.579, 1.519, -17.162
3370, 10.271, 2.765, -17.323, 1.608, -17.223
3375, 10.251, 2.837, -17.060, 1.694, -17.220
3380, 10.232, 2.906, -16.767, 1.780, -17.218
3385, 10.212, 2.983, -16.636, 1.866, -17.213
3390, 10.192, 3.072, -16.744, 1.946, -17.100
3395, 10.172, 3.170, -17.008, 2.022, -16.941
3400, 10.152, 3.262, -17.136, 2.104, -16.880
3405, 10.132, 3.349, -17.170, 2.186, -16.852
3410, 10.112, 3.432, -17.118, 2.271, -16.856
3415, 10.091, 3.512, -17.011, 2.355, -16.856
3420, 10.071, 3.590, -16.890, 2.441, -16.888
3425, 10.050, 3.664, -16.695, 2.524, -16.860
3430, 10.030, 3.736, -16.489, 2.607, -16.834
3435, 10.009, 3.805, -16.246, 2.688, -16.782
3440, 9.988, 3.883, -16.192, 2.768, -16.707
3445, 9.967, 3.965, -16.199, 2.845, -16.583
3450, 9.946, 4.049, -16.263, 2.929, -16.612
3455, 9.925, 4.137, -16.376, 3.015, -16.665
3460, 9.904, 4.221, -16.423, 3.098, -16.657
3465, 9.882, 4.301, -16.381, 3.182, -16.677
3470, 9.861, 4.385, -16.427, 3.268, -16.723
3475, 9.839, 4.467, -16.412, 3.371, -17.072
3480, 9.818, 4.546, -16.373, 3.457, -17.084
3485, 9.796, 4.628, -16.364, 3.534, -16.926
3490, 9.774, 4.714, -16.440, 3.616, -16.894
3495, 9.752, 4.801, -16.536, 3.695, -16.781
3500, 9.730, 4.890, -16.650, 3.776, -16.734
3505, 9.708, 4.973, -16.646, 3.857, -16.693
3510, 9.686, 5.059, -16.696, 3.936, -16.599
3515, 9.664, 5.142, -16.686, 4.015, -16.540
3520, 9.641, 5.218, -16.565, 4.095, -16.490
3525, 9.619, 5.295, -16.455, 4.175, -16.441
3530, 9.596, 5.369, -16.301, 4.255, -16.399
3535, 9.573, 5.441, -16.130, 4.331, -16.302
3540, 9.551, 5.514, -16.004, 4.408, -16.217
3545, 9.528, 5.585, -15.833, 4.485, -16.137
3550, 9.505, 5.657, -15.706, 4.560, -16.036
3555, 9.482, 5.735, -15.701, 4.632, -15.892
3560, 9.459, 5.815, -15.726, 4.709, -15.843
3565, 9.435, 5.897, -15.775, 4.784, -15.770
3570, 9.412, 5.978, -15.821, 4.864, -15.788
3575, 9.389, 6.059, -15.862, 4.942, -15.776
3580, 9.365, 6.137, -15.843, 5.022, -15.792
3585, 9.341, 6.219, -15.885, 5.099, -15.754
3590, 9.318, 0.012, -15.835, 5.168, -15.577
3595, 9.294, 0.089, -15.793, 5.244, -15.557
3600, 9.270, 0.166, -15.751, 5.320, -15.507
3605, 9.246, 0.241, -15.687, 5.396, -15.494
3610, 9.222, 0.316, -15.630, 5.473, -15.481
3615, 9.198, 0.391, -15.576, 5.548, -15.440
3620, 9.173, 0.465, -15.501, 5.622, -15.377
3625, 9.149, 0.548, -15.599, 5.699, -15.374
3630, 9.125, 0.634, -15.745, 5.774, -15.344
3635, 9.100, 0.717, -15.820, 5.847, -15.289
3640, 9.076, 0.796, -15.834, 5.923, -15.267
3645, 9.051, 0.881, -15.930, 5.998, -15.247
3650, 9.026, 0.962, -15.961, 6.075, -15.255
3655, 9.001, 1.042, -15.962, 6.150, -15.237
3660, 8.976, 1.122, -15.962, 6.223, -15.191
3665, 8.951, 1.197, -15.878, 0.014, -15.149
3670, 8.926, 1.270, -15.775, 0.094, -15.223
3675, 8.901, 1.338, -15.569, 0.178, -15.373
3680, 8.875, 1.404, -15.354, 0.264, -15.538
3685, 8.850, 1.468, -15.130, 0.342, -15.548
3690, 8.824, 1.545, -15.148, 0.416, -15.472
3695, 8.799, 1.623, -15.199, 0.491, -15.437
3700, 8.773, 1.705, -15.295, 0.563, -15.344
3705, 8.747, 1.788, -15.414, 0.635, -15.262
3710, 8.722, 1.864, -15.408, 0.709, -15.214
3715, 8.696, 1.939, -15.373, 0.781, -15.140
3720, 8.670, 2.007, -15.206, 0.852, -15.050
3725, 8.644, 2.073, -15.024, 0.924, -14.993
3730, 8.617, 2.140, -14.887, 0.994, -14.914
3735, 8.591, 2.202, -14.647, 1.068, -14.895
3740, 8.565, 2.262, -14.407, 1.137, -14.799
3745, 8.538, 2.335, -14.437, 1.206, -14.710
3750, 8.512, 2.406, -14.409, 1.274, -14.599
3755, 8.485, 2.484, -14.523, 1.343, -14.530
3760, 8.458, 2.562, -14.625, 1.409, -14.408
3765, 8.432, 2.639, -14.692, 1.475, -14.300
3770, 8.405, 2.708, -14.613, 1.545, -14.284
3775, 8.378, 2.776, -14.512, 1.613, -14.212
3780, 8.351, 2.837, -14.310, 1.682, -14.177
3785, 8.324, 2.901, -14.180, 1.751, -14.143
3790, 8.296, 2.964, -14.038, 1.820, -14.116
3795, 8.269, 3.023, -13.822, 1.889, -14.088
3800, 8.242, 3.084, -13.683, 1.955, -14.008
3805, 8.214, 3.156, -13.751, 2.024, -13.991
3810, 8.187, 3.233, -13.897, 2.088, -13.892
3815, 8.159, 3.308, -14.002, 2.154, -13.828
3820, 8.132, 3.386, -14.153, 2.222, -13.799
3825, 8.104, 3.455, -14.122, 2.289, -13.772
3830, 8.076, 3.515, -13.928, 2.357, -13.750
3835, 8.048, 3.570, -13.666, 2.424, -13.726
3840, 8.020, 3.621, -13.345, 2.492, -13.706
3845, 7.992, 3.678, -13.165, 2.559, -13.688
3850, 7.964, 3.742, -13.141, 2.624, -13.616
3855, 7.936, 3.816, -13.286, 2.690, -13.578
3860, 7.907, 3.891, -13.446, 2.757, -13.571
3865, 7.879, 3.966, -13.592, 2.823, -13.538
3870, 7.850, 4.040, -13.696, 2.886, -13.451
3875, 7.822, 4.111, -13.736, 2.949, -13.374
3880, 7.793, 4.173, -13.630, 3.015, -13.356
3885, 7.764, 4.235, -13.509, 3.084, -13.399
3890, 7.736, 4.299, -13.453, 3.148, -13.353
3895, 7.707, 4.361, -13.346, 3.219, -13.422
3900, 7.678, 4.419, -13.194, 3.294, -13.570
3905, 7.649, 4.477, -13.055, 3.368, -13.675
3910, 7.620, 4.532, -12.873, 3.437, -13.688
3915, 7.591, 4.594, -12.819, 3.500, -13.587
3920, 7.561, 4.666, -12.967, 3.561, -13.469
3925, 7.532, 4.738, -13.099, 3.624, -13.389
3930, 7.503, 4.815, -13.302, 3.689, -13.341
3935, 7.473, 4.887, -13.407, 3.750, -13.247
3940, 7.444, 4.948, -13.305, 3.814, -13.215
3945, 7.414, 5.008, -13.182, 3.876, -13.128
3950, 7.384, 5.066, -13.047, 3.939, -13.081
3955, 7.355, 5.125, -12.922, 4.000, -13.008
3960, 7.325, 5.180, -12.750, 4.061, -12.939
3965, 7.295, 5.232, -12.542, 4.124, -12.908
3970, 7.265, 5.283, -12.324, 4.184, -12.824
3975, 7.235, 5.336, -12.181, 4.247, -12.803
3980, 7.205, 5.398, -12.189, 4.308, -12.754
3985, 7.175, 5.458, -12.170, 4.367, -12.655
3990, 7.144, 5.519, -12.181, 4.424, -12.538
3995, 7.114, 5.577, -12.134, 4.480, -12.430
4000, 7.084, 5.637, -12.120, 4.537, -12.335
4005, 7.053, 5.696, -12.079, 4.592, -12.218
4010, 7.023, 5.754, -12.041, 4.651, -12.165
4015, 6.992, 5.812, -12.007, 4.710, -12.149
4020, 6.961, 5.872, -12.005, 4.767, -12.078
4025, 6.931, 5.930, -11.974, 4.826, -12.041
4030, 6.900, 5.989, -11.947, 4.885, -12.033
4035, 6.869, 6.047, -11.921, 4.944, -12.002
4040, 6.838, 6.105, -11.899, 5.002, -11.972
4045, 6.807, 6.164, -11.877, 5.059, -11.915
4050, 6.776, 6.226, -11.943, 5.116, -11.866
4055, 6.745, 0.002, -11.917, 5.171, -11.790
4060, 6.714, 0.061, -11.922, 5.228, -11.750
4065, 6.682, 0.120, -11.900, 5.281, -11.660
4070, 6.651, 0.180, -11.907, 5.336, -11.605
4075, 6.619, 0.236, -11.857, 5.392, -11.554
4080, 6.588, 0.299, -11.924, 5.447, -11.508
4085, 6.556, 0.364, -12.013, 5.501, -11.439
4090, 6.525, 0.425, -12.038, 5.554, -11.376
4095, 6.493, 0.482, -11.976, 5.610, -11.347
4100, 6.461, 0.537, -11.892, 5.666, -11.348
4105, 6.430, 0.589, -11.760, 5.722, -11.321
4110, 6.398, 0.640, -11.612, 5.774, -11.240
4115, 6.366, 0.690, -11.479, 5.827, -11.196
4120, 6.334, 0.743, -11.383, 5.881, -11.154
4125, 6.302, 0.790, -11.215, 5.936, -11.145
4130, 6.270, 0.838, -11.061, 5.990, -11.109
4135, 6.238, 0.887, -10.949, 6.042, -11.048
4140, 6.205, 0.939, -10.903, 6.094, -10.993
4145, 6.173, 0.994, -10.916, 6.151, -11.025
4150, 6.141, 1.053, -10.984, 6.214, -11.167
4155, 6.108, 1.108, -10.990, 6.277, -11.296
4160, 6.076, 1.162, -10.968, 0.051, -11.301
4165, 6.043, 1.215, -10.948, 0.101, -11.195
4170, 6.011, 1.266, -10.872, 0.152, -11.097
4175, 5.978, 1.313, -10.750, 0.204, -11.038
4180, 5.945, 1.364, -10.696, 0.255, -10.957
4185, 5.912, 1.416, -10.670, 0.305, -10.879
4190, 5.880, 1.468, -10.652, 0.353, -10.758
4195, 5.847, 1.524, -10.688, 0.402, -10.672
4200, 5.814, 1.576, -10.663, 0.448, -10.536
4205, 5.781, 1.626, -10.618, 0.494, -10.419
4210, 5.748, 1.677, -10.574, 0.539, -10.281
4215, 5.715, 1.726, -10.506, 0.583, -10.156
4220, 5.681, 1.769, -10.332, 0.628, -10.040
4225, 5.648, 1.814, -10.202, 0.672, -9.938
4230, 5.615, 1.855, -10.029, 0.720, -9.900
4235, 5.581, 1.900, -9.926, 0.764, -9.806
4240, 5.548, 1.947, -9.890, 0.810, -9.755
4245, 5.515, 1.993, -9.828, 0.858, -9.732
4250, 5.481, 2.041, -9.800, 0.907, -9.742
4255, 5.448, 2.085, -9.719, 0.954, -9.722
4260, 5.414, 2.130, -9.645, 1.000, -9.675
4265, 5.380, 2.177, -9.634, 1.048, -9.659
4270, 5.347, 2.222, -9.567, 1.097, -9.675
4275, 5.313, 2.268, -9.535, 1.143, -9.634
4280, 5.279, 2.318, -9.590, 1.188, -9.567
4285, 5.245, 2.361, -9.499, 1.234, -9.534
4290, 5.211, 2.403, -9.389, 1.280, -9.504
4295, 5.177, 2.446, -9.318, 1.324, -9.450
4300, 5.143, 2.487, -9.225, 1.367, -9.372
4305, 5.109, 2.529, -9.139, 1.410, -9.301
4310, 5.075, 2.572, -9.091, 1.453, -9.237
4315, 5.041, 2.611, -8.990, 1.496, -9.179
4320, 5.006, 2.654, -8.955, 1.539, -9.126
4325, 4.972, 2.694, -8.866, 1.583, -9.105
4330, 4.938, 2.733, -8.759, 1.626, -9.060
4335, 4.903, 2.773, -8.689, 1.668, -8.990
4340, 4.869, 2.814, -8.652, 1.711, -8.953
4345, 4.835, 2.854, -8.591, 1.752, -8.893
4350, 4.800, 2.895, -8.564, 1.792, -8.811
4355, 4.765, 2.937, -8.539, 1.834, -8.763
4360, 4.731, 2.975, -8.460, 1.872, -8.663
4365, 4.696, 3.015, -8.417, 1.912, -8.602
4370, 4.661, 3.058, -8.435, 1.952, -8.546
4375, 4.627, 3.098, -8.393, 1.992, -8.495
4380, 4.592, 3.141, -8.411, 2.030, -8.420
4385, 4.557, 3.182, -8.401, 2.067, -8.325
4390, 4.522, 3.221, -8.335, 2.105, -8.266
4395, 4.487, 3.257, -8.247, 2.142, -8.184
4400, 4.452, 3.293, -8.139, 2.180, -8.137
4405, 4.417, 3.326, -8.013, 2.220, -8.122
4410, 4.382, 3.362, -7.927, 2.257, -8.054
4415, 4.347, 3.397, -7.849, 2.295, -8.020
4420, 4.312, 3.437, -7.861, 2.334, -7.989
4425, 4.277, 3.478, -7.899, 2.371, -7.931
4430, 4.241, 3.520, -7.936, 2.409, -7.908
4435, 4.206, 3.558, -7.913, 2.444, -7.832
4440, 4.171, 3.595, -7.862, 2.481, -7.789
4445, 4.135, 3.632, -7.818, 2.518, -7.751
4450, 4.100, 3.664, -7.693, 2.552, -7.660
4455, 4.064, 3.699, -7.636, 2.585, -7.578
4460, 4.029, 3.730, -7.500, 2.619, -7.503
4465, 3.993, 3.759, -7.349, 2.654, -7.464
4470, 3.958, 3.788, -7.211, 2.691, -7.454
4475, 3.922, 3.816, -7.058, 2.727, -7.419
4480, 3.887, 3.844, -6.919, 2.762, -7.386
4485, 3.851, 3.874, -6.848, 2.796, -7.328
4490, 3.815, 3.908, -6.841, 2.829, -7.276
4495, 3.779, 3.942, -6.833, 2.860, -7.174
4500, 3.744, 3.974, -6.798, 2.891, -7.080
4505, 3.708, 4.005, -6.738, 2.928, -7.106
4510, 3.672, 4.037, -6.712, 2.960, -7.046
4515, 3.636, 4.068, -6.661, 2.990, -6.964
4520, 3.600, 4.098, -6.613, 3.023, -6.917
4525, 3.564, 4.130, -6.598, 3.055, -6.874
4530, 3.528, 4.161, -6.557, 3.086, -6.807
4535, 3.492, 4.190, -6.491, 3.118, -6.774
4540, 3.456, 4.221, -6.459, 3.152, -6.773
4545, 3.420, 4.250, -6.402, 3.182, -6.715
4550, 3.384, 4.281, -6.379, 3.210, -6.607
4555, 3.347, 4.310, -6.330, 3.237, -6.509
4560, 3.311, 4.339, -6.285, 3.265, -6.419
4565, 3.275, 4.367, -6.216, 3.293, -6.338
4570, 3.239, 4.396, -6.181, 3.320, -6.264
4575, 3.202, 4.424, -6.122, 3.348, -6.197
4580, 3.166, 4.451, -6.068, 3.374, -6.109
4585, 3.130, 4.479, -6.019, 3.402, -6.056
4590, 3.093, 4.506, -5.974, 3.428, -5.979
4595, 3.057, 4.532, -5.905, 3.452, -5.882
4600, 3.020, 4.560, -5.871, 3.475, -5.766
4605, 2.984, 4.586, -5.812, 3.500, -5.688
4610, 2.947, 4.612, -5.758, 3.523, -5.590
4615, 2.911, 4.641, -5.765, 3.546, -5.501
4620, 2.874, 4.669, -5.743, 3.569, -5.419
4625, 2.838, 4.697, -5.724, 3.592, -5.345
4630, 2.801, 4.724, -5.706, 3.616, -5.306
4635, 2.764, 4.750, -5.662, 3.639, -5.242
4640, 2.728, 4.775, -5.594, 3.664, -5.212
4645, 2.691, 4.798, -5.504, 3.687, -5.156
4650, 2.654, 4.821, -5.422, 3.712, -5.134
4655, 2.617, 4.844, -5.348, 3.735, -5.086
4660, 2.580, 4.864, -5.225, 3.758, -5.042
4665, 2.544, 4.884, -5.113, 3.781, -5.003
4670, 2.507, 4.902, -4.983, 3.802, -4.939
4675, 2.470, 4.921, -4.865, 3.825, -4.908
4680, 2.433, 4.938, -4.730, 3.847, -4.853
4685, 2.396, 4.958, -4.663, 3.868, -4.802
4690, 2.359, 4.977, -4.602, 3.890, -4.756
4695, 2.322, 4.997, -4.547, 3.911, -4.715
4700, 2.285, 5.017, -4.496, 3.931, -4.649
4705, 2.248, 5.037, -4.450, 3.951, -4.589
4710, 2.211, 5.057, -4.408, 3.971, -4.534
4715, 2.174, 5.076, -4.343, 3.991, -4.486
4720, 2.137, 5.094, -4.283, 4.009, -4.412
4725, 2.100, 5.112, -4.229, 4.028, -4.347
4730, 2.063, 5.129, -4.152, 4.046, -4.286
4735, 2.026, 5.148, -4.109, 4.065, -4.231
4740, 1.988, 5.165, -4.043, 4.083, -4.182
4745, 1.951, 5.182, -3.982, 4.100, -4.109
4750, 1.914, 5.198, -3.928, 4.115, -4.015
4755, 1.877, 5.215, -3.877, 4.132, -3.956
4760, 1.840, 5.231, -3.804, 4.149, -3.904
4765, 1.802, 5.246, -3.738, 4.166, -3.856
4770, 1.765, 5.263, -3.705, 4.183, -3.812
4775, 1.728, 5.278, -3.647, 4.198, -3.745
4780, 1.690, 5.294, -3.595, 4.213, -3.684
4785, 1.653, 5.309, -3.547, 4.229, -3.627
4790, 1.616, 5.323, -3.476, 4.244, -3.577
4795, 1.578, 5.336, -3.411, 4.259, -3.531
4800, 1.541, 5.350, -3.352, 4.273, -3.461
4805, 1.504, 5.364, -3.299, 4.285, -3.370
4810, 1.466, 5.376, -3.223, 4.301, -3.343
4815, 1.429, 5.390, -3.181, 4.313, -3.262
4820, 1.391, 5.402, -3.115, 4.327, -3.217
4825, 1.354, 5.415, -3.055, 4.339, -3.147
4830, 1.316, 5.425, -2.973, 4.350, -3.056
4835, 1.279, 5.436, -2.898, 4.362, -3.002
4840, 1.241, 5.447, -2.830, 4.373, -2.924
4845, 1.204, 5.458, -2.768, 4.385, -2.882
4850, 1.166, 5.468, -2.712, 4.396, -2.816
4855, 1.129, 5.478, -2.633, 4.407, -2.755
4860, 1.091, 5.488, -2.589, 4.417, -2.700
4865, 1.054, 5.498, -2.521, 4.428, -2.650
4870, 1.016, 5.508, -2.488, 4.437, -2.576
4875, 0.979, 5.518, -2.429, 4.447, -2.509
4880, 0.941, 5.527, -2.376, 4.457, -2.477
4885, 0.903, 5.536, -2.327, 4.467, -2.419
4890, 0.866, 5.544, -2.255, 4.474, -2.339
4895, 0.828, 5.553, -2.218, 4.482, -2.266
4900, 0.791, 5.561, -2.155, 4.490, -2.199
4905, 0.753, 5.568, -2.099, 4.497, -2.139
4910, 0.715, 5.574, -2.020, 4.503, -2.056
4915, 0.678, 5.580, -1.948, 4.511, -2.008
4920, 0.640, 5.587, -1.883, 4.517, -1.938
4925, 0.602, 5.591, -1.796, 4.522, -1.845
4930, 0.565, 5.596, -1.716, 4.528, -1.789
4935, 0.527, 5.602, -1.672, 4.532, -1.710
4940, 0.489, 5.605, -1.576, 4.537, -1.639
4945, 0.452, 5.608, -1.488, 4.542, -1.573
4950, 0.414, 5.611, -1.409, 4.545, -1.486
4955, 0.376, 5.616, -1.364, 4.549, -1.435
4960, 0.339, 5.619, -1.296, 4.552, -1.360
4965, 0.301, 5.620, -1.206, 4.556, -1.292
4970, 0.263, 5.623, -1.153, 4.559, -1.231
4975, 0.226, 5.626, -1.104, 4.562, -1.175
4980, 0.188, 5.628, -1.031, 4.565, -1.124
4985, 0.150, 5.630, -0.965, 4.566, -1.049
4990, 0.113, 5.631, -0.906, 4.568, -0.982
4995, 0.075, 5.633, -0.851, 4.569, -0.921
5000, 0.037, 5.633, -0.774, 4.571, -0.865
5005, -0.001, 5.633, -0.704, 4.572, -0.814
5010, -0.038, 5.633, -0.640, 4.574, -0.768
5015, -0.076, 5.633, -0.582, 4.574, -0.698
5020, -0.114, 5.633, -0.529, 4.574, -0.635
