Time[ms], Volt[V], Angle[degree], AngleVel[rad/s]
590, 0.401, 228.516, 0.077
595, 0.408, 228.691, -0.061
600, 0.414, 228.604, 0.013
605, 0.421, 228.516, 0.072
610, 0.428, 228.604, -0.004
615, 0.435, 228.691, -0.065
620, 0.442, 228.604, 0.010
625, 0.450, 228.779, -0.115
630, 0.457, 228.604, 0.031
635, 0.464, 228.691, -0.037
640, 0.471, 228.691, -0.030
645, 0.479, 228.604, 0.038
650, 0.486, 228.604, 0.030
655, 0.493, 228.604, 0.024
660, 0.501, 228.691, -0.042
665, 0.509, 228.604, 0.028
670, 0.516, 228.691, -0.039
675, 0.524, 228.516, 0.091
680, 0.532, 228.604, 0.012
685, 0.539, 228.604, 0.009
690, 0.547, 228.691, -0.054
695, 0.555, 228.691, -0.043
700, 0.563, 228.604, 0.027
705, 0.571, 228.604, 0.022
710, 0.579, 228.604, 0.017
715, 0.587, 228.604, 0.014
720, 0.595, 228.604, 0.011
725, 0.604, 228.691, -0.053
730, 0.612, 228.604, 0.019
735, 0.620, 228.604, 0.015
740, 0.629, 228.691, -0.049
745, 0.637, 228.691, -0.039
750, 0.645, 228.691, -0.031
755, 0.654, 228.604, 0.036
760, 0.663, 228.604, 0.029
765, 0.671, 228.604, 0.023
770, 0.680, 228.691, -0.043
775, 0.689, 228.516, 0.088
780, 0.697, 228.691, -0.052
785, 0.706, 228.604, 0.020
790, 0.715, 228.691, -0.045
795, 0.724, 228.691, -0.036
800, 0.733, 228.604, 0.032
805, 0.742, 228.691, -0.036
810, 0.751, 228.779, -0.090
815, 0.760, 228.779, -0.072
820, 0.770, 229.043, -0.242
825, 0.779, 229.131, -0.255
830, 0.788, 229.307, -0.326
835, 0.798, 229.482, -0.384
840, 0.807, 229.658, -0.430
845, 0.816, 230.010, -0.589
850, 0.826, 230.186, -0.594
855, 0.836, 230.449, -0.660
860, 0.845, 230.713, -0.712
865, 0.855, 230.977, -0.754
870, 0.865, 231.240, -0.787
875, 0.874, 231.416, -0.752
880, 0.884, 231.855, -0.909
885, 0.894, 232.031, -0.850
890, 0.904, 232.295, -0.864
895, 0.914, 232.734, -0.999
900, 0.924, 232.998, -0.983
905, 0.934, 233.350, -1.032
910, 0.944, 233.613, -1.010
915, 0.954, 234.053, -1.115
920, 0.965, 234.316, -1.076
925, 0.975, 234.580, -1.045
930, 0.985, 235.107, -1.204
935, 0.996, 235.371, -1.148
940, 1.006, 235.811, -1.225
945, 1.016, 236.162, -1.225
950, 1.027, 236.426, -1.165
955, 1.038, 236.777, -1.177
960, 1.048, 237.129, -1.188
965, 1.059, 237.568, -1.257
970, 1.070, 237.832, -1.190
975, 1.080, 238.359, -1.320
980, 1.091, 238.623, -1.240
985, 1.102, 238.975, -1.238
990, 1.113, 239.502, -1.358
995, 1.124, 239.854, -1.332
1000, 1.135, 240.293, -1.373
1005, 1.146, 240.732, -1.405
1010, 1.157, 240.996, -1.308
1015, 1.168, 241.436, -1.354
1020, 1.179, 241.875, -1.390
1025, 1.191, 242.227, -1.357
1030, 1.202, 242.666, -1.393
1035, 1.213, 243.105, -1.421
1040, 1.225, 243.545, -1.444
1045, 1.236, 243.984, -1.462
1050, 1.248, 244.424, -1.476
1055, 1.259, 244.775, -1.427
1060, 1.271, 245.215, -1.449
1065, 1.282, 245.742, -1.527
1070, 1.294, 246.094, -1.467
1075, 1.306, 246.621, -1.542
1080, 1.317, 247.061, -1.541
1085, 1.329, 247.500, -1.540
1090, 1.341, 248.027, -1.600
1095, 1.353, 248.467, -1.587
1100, 1.365, 248.994, -1.638
1105, 1.377, 249.521, -1.679
1110, 1.389, 250.049, -1.711
1115, 1.401, 250.488, -1.676
1120, 1.413, 251.104, -1.771
1125, 1.425, 251.543, -1.723
1130, 1.438, 252.158, -1.808
1135, 1.450, 252.686, -1.815
1140, 1.462, 253.301, -1.882
1145, 1.474, 253.828, -1.874
1150, 1.487, 254.355, -1.868
1155, 1.499, 255.059, -1.985
1160, 1.512, 255.674, -2.018
1165, 1.524, 256.289, -2.044
1170, 1.537, 256.992, -2.127
1175, 1.550, 257.607, -2.131
1180, 1.562, 258.398, -2.257
1185, 1.575, 259.102, -2.297
1190, 1.588, 259.805, -2.329
1195, 1.600, 260.596, -2.415
1200, 1.613, 261.387, -2.485
1205, 1.626, 262.266, -2.602
1210, 1.639, 263.057, -2.633
1215, 1.652, 263.848, -2.659
1220, 1.665, 264.727, -2.741
1225, 1.678, 265.693, -2.869
1230, 1.691, 266.572, -2.908
1235, 1.704, 267.539, -3.002
1240, 1.718, 268.506, -3.077
1245, 1.731, 269.648, -3.259
1250, 1.744, 270.615, -3.284
1255, 1.757, 271.582, -3.300
1260, 1.771, 272.812, -3.500
1265, 1.784, 273.867, -3.537
1270, 1.798, 275.010, -3.629
1275, 1.811, 276.240, -3.763
1280, 1.825, 277.383, -3.808
1285, 1.838, 278.613, -3.905
1290, 1.852, 279.844, -3.984
1295, 1.865, 281.074, -4.047
1300, 1.879, 282.129, -3.974
1305, 1.893, 283.623, -4.224
1310, 1.906, 284.854, -4.238
1315, 1.920, 286.172, -4.311
1320, 1.934, 287.490, -4.370
1325, 1.948, 288.809, -4.416
1330, 1.962, 290.215, -4.515
1335, 1.976, 291.445, -4.472
1340, 1.990, 292.852, -4.559
1345, 2.004, 294.170, -4.569
1350, 2.018, 295.576, -4.637
1355, 2.032, 296.982, -4.692
1360, 2.046, 298.301, -4.673
1365, 2.060, 299.707, -4.722
1370, 2.075, 301.113, -4.760
1375, 2.089, 302.607, -4.852
1380, 2.103, 304.102, -4.925
1385, 2.118, 305.420, -4.860
1390, 2.132, 306.914, -4.932
1395, 2.146, 308.320, -4.929
1400, 2.161, 309.814, -4.984
1405, 2.175, 311.396, -5.094
1410, 2.190, 312.715, -4.997
1415, 2.205, 314.209, -5.040
1420, 2.219, 315.791, -5.137
1425, 2.234, 317.285, -5.153
1430, 2.249, 318.779, -5.167
1435, 2.263, 320.186, -5.115
1440, 2.278, 321.680, -5.135
1445, 2.293, 323.174, -5.153
1450, 2.308, 324.668, -5.162
1455, 2.323, 326.250, -5.238
1460, 2.337, 327.744, -5.235
1465, 2.352, 329.238, -5.231
1470, 2.367, 330.732, -5.228
1475, 2.382, 332.227, -5.227
1480, 2.397, 333.721, -5.225
1485, 2.413, 335.391, -5.346
1490, 2.428, 336.797, -5.260
1495, 2.443, 338.467, -5.374
1500, 2.458, 339.961, -5.343
1505, 2.473, 341.455, -5.318
1510, 2.489, 342.949, -5.298
1515, 2.504, 344.531, -5.343
1520, 2.519, 346.113, -5.380
1525, 2.535, 347.520, -5.287
1530, 2.550, 349.102, -5.335
1535, 2.565, 350.596, -5.310
1540, 2.581, 352.178, -5.353
1545, 2.596, 353.760, -5.389
1550, 2.612, 355.166, -5.293
1555, 2.627, 356.748, -5.339
1560, 2.643, 358.330, -5.376
1565, 2.659, 359.912, -5.407
1570, 2.674, 1.406, -5.369
1575, 2.690, 3.076, -5.460
1580, 2.706, 4.570, -5.413
1585, 2.722, 6.240, -5.497
1590, 2.737, 7.822, -5.501
1595, 2.753, 9.229, -5.384
1600, 2.769, 10.986, -5.533
1605, 2.785, 12.480, -5.473
1610, 2.801, 14.062, -5.480
1615, 2.817, 15.732, -5.549
1620, 2.833, 17.227, -5.486
1625, 2.849, 18.896, -5.555
1630, 2.865, 20.566, -5.610
1635, 2.881, 22.148, -5.594
1640, 2.897, 23.730, -5.581
1645, 2.913, 25.488, -5.691
1650, 2.930, 27.070, -5.658
1655, 2.946, 28.740, -5.692
1660, 2.962, 30.498, -5.783
1665, 2.978, 32.080, -5.731
1670, 2.995, 33.750, -5.751
1675, 3.011, 35.508, -5.829
1680, 3.027, 37.354, -5.952
1685, 3.044, 39.023, -5.928
1690, 3.060, 40.781, -5.969
1695, 3.076, 42.539, -6.004
1700, 3.093, 44.473, -6.154
1705, 3.109, 46.230, -6.150
1710, 3.126, 48.076, -6.210
1715, 3.143, 50.010, -6.318
1720, 3.159, 51.768, -6.282
1725, 3.176, 53.701, -6.377
1730, 3.192, 55.635, -6.451
1735, 3.209, 57.568, -6.512
1740, 3.226, 59.590, -6.622
1745, 3.243, 61.523, -6.648
1750, 3.259, 63.545, -6.729
1755, 3.276, 65.479, -6.734
1760, 3.293, 67.500, -6.796
1765, 3.310, 69.521, -6.853
1770, 3.327, 71.631, -6.954
1775, 3.343, 73.652, -6.976
1780, 3.360, 75.674, -6.990
1785, 3.377, 77.783, -7.069
1790, 3.394, 79.893, -7.129
1795, 3.411, 82.178, -7.296
1800, 3.428, 84.199, -7.252
1805, 3.445, 86.484, -7.396
1810, 3.462, 88.682, -7.452
1815, 3.479, 90.879, -7.497
1820, 3.497, 93.076, -7.528
1825, 3.514, 95.273, -7.562
1830, 3.531, 97.471, -7.585
1835, 3.548, 99.756, -7.663
1840, 3.565, 101.953, -7.666
1845, 3.583, 104.326, -7.790
1850, 3.600, 106.523, -7.767
1855, 3.617, 108.721, -7.748
1860, 3.634, 111.094, -7.855
1865, 3.652, 113.467, -7.942
1870, 3.669, 115.840, -8.011
1875, 3.686, 118.125, -8.005
1880, 3.704, 120.410, -8.001
1885, 3.721, 122.871, -8.119
1890, 3.739, 125.156, -8.091
1895, 3.756, 127.529, -8.131
1900, 3.774, 129.902, -8.162
1905, 3.791, 132.188, -8.124
1910, 3.809, 134.648, -8.218
1915, 3.826, 136.934, -8.171
1920, 3.844, 139.307, -8.196
1925, 3.862, 141.680, -8.214
1930, 3.879, 144.141, -8.289
1935, 3.897, 146.426, -8.228
1940, 3.914, 148.799, -8.239
1945, 3.932, 151.084, -8.188
1950, 3.950, 153.457, -8.207
1955, 3.968, 155.742, -8.159
1960, 3.985, 158.203, -8.251
1965, 4.003, 160.400, -8.131
1970, 4.021, 162.773, -8.164
1975, 4.039, 165.146, -8.188
1980, 4.056, 167.520, -8.209
1985, 4.074, 169.717, -8.103
1990, 4.092, 172.178, -8.202
1995, 4.110, 174.551, -8.218
2000, 4.128, 176.836, -8.172
2005, 4.146, 179.209, -8.190
2010, 4.164, 181.494, -8.154
2015, 4.182, 183.867, -8.180
2020, 4.200, 186.064, -8.078
2025, 4.218, 188.525, -8.182
2030, 4.236, 190.723, -8.080
2035, 4.254, 193.008, -8.060
2040, 4.272, 195.469, -8.168
2045, 4.290, 197.842, -8.191
2050, 4.308, 200.039, -8.089
2055, 4.326, 202.676, -8.313
2060, 4.344, 204.873, -8.185
2065, 4.362, 207.246, -8.205
2070, 4.380, 209.619, -8.223
2075, 4.399, 212.080, -8.297
2080, 4.417, 214.453, -8.295
2085, 4.435, 216.914, -8.354
2090, 4.453, 219.375, -8.402
2095, 4.471, 221.836, -8.441
2100, 4.490, 224.209, -8.409
2105, 4.508, 226.846, -8.570
2110, 4.526, 229.307, -8.574
2115, 4.544, 231.855, -8.639
2120, 4.563, 234.404, -8.693
2125, 4.581, 237.129, -8.857
2130, 4.599, 239.590, -8.803
2135, 4.618, 242.139, -8.826
2140, 4.636, 244.775, -8.901
2145, 4.654, 247.500, -9.025
2150, 4.673, 250.225, -9.121
2155, 4.691, 252.861, -9.139
2160, 4.710, 255.586, -9.214
2165, 4.728, 258.311, -9.276
2170, 4.746, 261.211, -9.442
2175, 4.765, 263.848, -9.401
2180, 4.783, 266.572, -9.420
2185, 4.802, 269.297, -9.440
2190, 4.820, 272.285, -9.642
2195, 4.839, 274.922, -9.555
2200, 4.857, 277.734, -9.609
2205, 4.876, 280.723, -9.775
2210, 4.894, 283.623, -9.845
2215, 4.913, 286.523, -9.902
2220, 4.931, 289.424, -9.947
2225, 4.950, 292.236, -9.922
2230, 4.968, 295.488, -10.210
2235, 4.987, 298.389, -10.193
2240, 5.006, 301.377, -10.242
2245, 5.024, 304.189, -10.157
2250, 5.043, 307.178, -10.215
2255, 5.061, 310.254, -10.320
2260, 5.080, 313.242, -10.342
2265, 5.099, 316.318, -10.423
2270, 5.117, 319.482, -10.552
2275, 5.136, 322.559, -10.588
2280, 5.155, 325.459, -10.498
2285, 5.173, 328.535, -10.544
2290, 5.192, 331.523, -10.523
2295, 5.211, 334.600, -10.567
2300, 5.229, 337.500, -10.479
2305, 5.248, 340.664, -10.596
2310, 5.267, 343.652, -10.563
2315, 5.285, 346.729, -10.597
2320, 5.304, 349.717, -10.568
2325, 5.323, 352.705, -10.540
2330, 5.342, 355.518, -10.398
2335, 5.360, 358.682, -10.527
2340, 5.379, 1.582, -10.450
2345, 5.398, 4.658, -10.507
2350, 5.417, 7.559, -10.433
2355, 5.435, 10.459, -10.365
2360, 5.454, 13.535, -10.444
2365, 5.473, 16.523, -10.440
2370, 5.492, 19.336, -10.318
2375, 5.510, 22.412, -10.406
2380, 5.529, 25.400, -10.413
2385, 5.548, 28.564, -10.540
2390, 5.567, 31.465, -10.460
2395, 5.586, 34.541, -10.515
2400, 5.604, 37.441, -10.437
2405, 5.623, 40.430, -10.437
2410, 5.642, 43.682, -10.621
2415, 5.661, 46.494, -10.463
2420, 5.680, 49.746, -10.640
2425, 5.699, 52.822, -10.663
2430, 5.717, 55.898, -10.677
2435, 5.736, 58.975, -10.694
2440, 5.755, 62.139, -10.763
2445, 5.774, 65.303, -10.821
2450, 5.793, 68.467, -10.865
2455, 5.812, 71.631, -10.903
2460, 5.830, 74.971, -11.056
2465, 5.849, 78.135, -11.054
2470, 5.868, 81.387, -11.116
2475, 5.887, 84.551, -11.102
2480, 5.906, 87.803, -11.153
2485, 5.925, 91.143, -11.254
2490, 5.943, 94.395, -11.275
2495, 5.962, 97.734, -11.352
2500, 5.981, 101.162, -11.473
2505, 6.000, 104.414, -11.453
2510, 6.019, 107.754, -11.495
2515, 6.038, 111.270, -11.651
2520, 6.057, 114.521, -11.591
2525, 6.075, 117.949, -11.668
2530, 6.094, 121.289, -11.670
2535, 6.113, 124.717, -11.729
2540, 6.132, 128.057, -11.715
2545, 6.151, 131.484, -11.767
2550, 6.170, 135.000, -11.862
2555, 6.189, 138.340, -11.825
2560, 6.207, 141.680, -11.793
2565, 6.226, 145.195, -11.895
2570, 6.245, 148.447, -11.791
2575, 6.264, 152.051, -11.948
2580, 6.283, 155.303, -11.829
2585, 6.302, 158.643, -11.796
2590, 6.320, 162.158, -11.893
2595, 6.339, 165.498, -11.847
2600, 6.358, 168.750, -11.750
2605, 6.377, 172.178, -11.794
2610, 6.396, 175.430, -11.708
2615, 6.414, 178.857, -11.760
2620, 6.433, 182.197, -11.742
2625, 6.452, 185.537, -11.724
2630, 6.471, 188.877, -11.713
2635, 6.490, 192.305, -11.764
2640, 6.508, 195.732, -11.807
2645, 6.527, 199.072, -11.775
2650, 6.546, 202.500, -11.815
2655, 6.565, 205.840, -11.787
2660, 6.583, 209.355, -11.884
2665, 6.602, 212.695, -11.839
2670, 6.621, 216.211, -11.927
2675, 6.640, 219.639, -11.937
2680, 6.658, 223.154, -12.005
2685, 6.677, 226.758, -12.120
2690, 6.696, 230.273, -12.146
2695, 6.715, 233.789, -12.177
2700, 6.733, 237.480, -12.316
2705, 6.752, 240.996, -12.311
2710, 6.771, 244.600, -12.368
2715, 6.789, 248.291, -12.474
2720, 6.808, 252.158, -12.677
2725, 6.827, 255.674, -12.592
2730, 6.845, 259.541, -12.781
2735, 6.864, 263.232, -12.799
2740, 6.883, 267.100, -12.942
2745, 6.901, 270.879, -12.995
2750, 6.920, 274.834, -13.163
2755, 6.939, 278.789, -13.290
2760, 6.957, 282.568, -13.273
2765, 6.976, 286.436, -13.317
2770, 6.994, 290.479, -13.477
2775, 7.013, 294.521, -13.608
2780, 7.032, 298.564, -13.708
2785, 7.050, 302.520, -13.731
2790, 7.069, 306.387, -13.686
2795, 7.087, 310.430, -13.773
2800, 7.106, 314.385, -13.782
2805, 7.124, 318.428, -13.849
2810, 7.143, 322.207, -13.717
2815, 7.161, 326.338, -13.860
2820, 7.180, 330.205, -13.792
2825, 7.198, 334.160, -13.793
2830, 7.217, 338.027, -13.735
2835, 7.235, 341.895, -13.692
2840, 7.254, 345.850, -13.715
2845, 7.272, 349.629, -13.611
2850, 7.291, 353.496, -13.591
2855, 7.309, 357.363, -13.574
2860, 7.327, 1.143, -13.497
2865, 7.346, 5.098, -13.564
2870, 7.364, 8.789, -13.427
2875, 7.382, 12.656, -13.444
2880, 7.401, 16.348, -13.333
2885, 7.419, 20.303, -13.429
2890, 7.437, 24.170, -13.446
2895, 7.456, 27.949, -13.390
2900, 7.474, 31.729, -13.357
2905, 7.492, 35.684, -13.449
2910, 7.510, 39.551, -13.453
2915, 7.529, 43.418, -13.471
2920, 7.547, 47.461, -13.603
2925, 7.565, 51.328, -13.578
2930, 7.583, 55.283, -13.627
2935, 7.601, 59.326, -13.729
2940, 7.620, 63.281, -13.746
2945, 7.638, 67.236, -13.759
2950, 7.656, 71.279, -13.829
2955, 7.674, 75.322, -13.888
2960, 7.692, 79.453, -13.995
2965, 7.710, 83.408, -13.957
2970, 7.728, 87.627, -14.116
2975, 7.746, 91.582, -14.055
2980, 7.764, 95.889, -14.251
2985, 7.782, 99.932, -14.224
2990, 7.800, 104.326, -14.455
2995, 7.818, 108.545, -14.508
3000, 7.836, 112.764, -14.554
3005, 7.854, 117.158, -14.714
3010, 7.872, 121.289, -14.654
3015, 7.890, 125.684, -14.794
3020, 7.908, 129.902, -14.781
3025, 7.926, 134.209, -14.835
3030, 7.944, 138.516, -14.874
3035, 7.961, 142.734, -14.848
3040, 7.979, 147.129, -14.947
3045, 7.997, 151.172, -14.782
3050, 8.015, 155.479, -14.832
3055, 8.033, 159.697, -14.813
3060, 8.050, 163.828, -14.740
3065, 8.068, 167.871, -14.613
3070, 8.086, 172.090, -14.632
3075, 8.103, 176.133, -14.533
3080, 8.121, 180.264, -14.507
3085, 8.139, 184.395, -14.496
3090, 8.156, 188.438, -14.422
3095, 8.174, 192.480, -14.348
3100, 8.191, 196.699, -14.436
3105, 8.209, 200.830, -14.432
3110, 8.226, 205.137, -14.554
3115, 8.244, 209.268, -14.531
3120, 8.261, 213.398, -14.515
3125, 8.279, 217.529, -14.495
3130, 8.296, 221.660, -14.481
3135, 8.314, 226.143, -14.717
3140, 8.331, 230.361, -14.719
3145, 8.348, 234.668, -14.783
3150, 8.366, 239.062, -14.894
3155, 8.383, 243.457, -14.983
3160, 8.400, 247.852, -15.056
3165, 8.418, 252.334, -15.182
3170, 8.435, 256.816, -15.274
3175, 8.452, 261.299, -15.352
3180, 8.469, 265.957, -15.534
3185, 8.486, 270.527, -15.619
3190, 8.503, 275.186, -15.747
3195, 8.521, 279.844, -15.852
3200, 8.538, 284.502, -15.935
3205, 8.555, 289.248, -16.066
3210, 8.572, 294.082, -16.227
3215, 8.589, 298.652, -16.174
3220, 8.606, 303.486, -16.316
3225, 8.623, 308.232, -16.368
3230, 8.640, 312.979, -16.411
3235, 8.657, 317.637, -16.383
3240, 8.674, 322.471, -16.479
3245, 8.690, 327.217, -16.495
3250, 8.707, 331.875, -16.454
3255, 8.724, 336.445, -16.352
3260, 8.741, 341.104, -16.336
3265, 8.758, 345.762, -16.322
3270, 8.774, 350.244, -16.189
3275, 8.791, 354.727, -16.082
3280, 8.808, 359.385, -16.115
3285, 8.824, 3.779, -15.969
3290, 8.841, 8.438, -16.029
3295, 8.858, 12.744, -15.826
3300, 8.874, 17.314, -15.857
3305, 8.891, 21.797, -15.809
3310, 8.907, 26.279, -15.787
3315, 8.924, 30.762, -15.762
3320, 8.940, 35.156, -15.678
3325, 8.956, 39.814, -15.794
3330, 8.973, 44.209, -15.706
3335, 8.989, 49.043, -15.943
3340, 9.006, 53.525, -15.882
3345, 9.022, 58.184, -15.960
3350, 9.038, 62.930, -16.083
3355, 9.054, 67.412, -16.000
3360, 9.071, 71.982, -15.990
3365, 9.087, 76.992, -16.290
3370, 9.103, 81.475, -16.166
3375, 9.119, 86.396, -16.372
3380, 9.135, 91.055, -16.350
3385, 9.151, 95.889, -16.453
3390, 9.167, 100.811, -16.602
3395, 9.183, 105.645, -16.658
3400, 9.199, 110.566, -16.766
3405, 9.215, 115.576, -16.911
3410, 9.231, 120.410, -16.907
3415, 9.247, 125.332, -16.960
3420, 9.263, 130.254, -17.007
3425, 9.278, 135.176, -17.043
3430, 9.294, 140.273, -17.196
3435, 9.310, 145.020, -17.072
3440, 9.326, 149.854, -17.028
3445, 9.341, 154.688, -17.001
3450, 9.357, 159.609, -17.033
3455, 9.373, 164.268, -16.885
3460, 9.388, 169.189, -16.949
3465, 9.404, 173.848, -16.815
3470, 9.419, 178.682, -16.826
3475, 9.435, 183.164, -16.588
3480, 9.450, 188.086, -16.710
3485, 9.466, 192.656, -16.564
3490, 9.481, 197.490, -16.627
3495, 9.496, 202.236, -16.621
3500, 9.512, 206.982, -16.610
3505, 9.527, 211.729, -16.605
3510, 9.542, 216.387, -16.536
3515, 9.557, 221.309, -16.667
3520, 9.572, 226.143, -16.709
3525, 9.588, 230.977, -16.742
3530, 9.603, 235.723, -16.711
3535, 9.618, 240.557, -16.748
3540, 9.633, 245.742, -17.020
3545, 9.648, 250.664, -17.053
3550, 9.663, 255.674, -17.140
3555, 9.678, 260.859, -17.337
3560, 9.692, 266.133, -17.548
3565, 9.707, 271.055, -17.481
3570, 9.722, 276.416, -17.728
3575, 9.737, 281.514, -17.738
3580, 9.752, 286.963, -18.001
3585, 9.766, 292.236, -18.086
3590, 9.781, 297.510, -18.150
3595, 9.796, 302.959, -18.328
3600, 9.810, 308.232, -18.346
3605, 9.825, 313.594, -18.420
3610, 9.839, 318.779, -18.361
3615, 9.854, 324.229, -18.492
3620, 9.868, 329.326, -18.358
3625, 9.882, 334.600, -18.362
3630, 9.897, 339.697, -18.252
3635, 9.911, 344.883, -18.215
3640, 9.925, 349.980, -18.146
3645, 9.940, 355.166, -18.138
3650, 9.954, 0.176, -18.003
3655, 9.968, 5.186, -17.905
3660, 9.982, 10.371, -17.943
3665, 9.996, 15.293, -17.794
3670, 10.010, 20.303, -17.739
3675, 10.024, 25.488, -17.815
3680, 10.038, 30.410, -17.691
3685, 10.052, 35.596, -17.772
3690, 10.066, 40.518, -17.656
3695, 10.080, 45.703, -17.746
3700, 10.094, 50.977, -17.881
3705, 10.107, 55.986, -17.802
3710, 10.121, 61.172, -17.865
3715, 10.135, 66.533, -18.037
3720, 10.148, 71.719, -18.050
3725, 10.162, 76.904, -18.065
3730, 10.176, 82.178, -18.137
3735, 10.189, 87.627, -18.312
3740, 10.203, 92.988, -18.396
3745, 10.216, 98.350, -18.461
3750, 10.229, 103.887, -18.637
3755, 10.243, 109.248, -18.655
3760, 10.256, 114.873, -18.853
3765, 10.269, 120.234, -18.825
3770, 10.283, 125.771, -18.928
3775, 10.296, 131.045, -18.826
3780, 10.309, 136.494, -18.866
3785, 10.322, 141.943, -18.900
3790, 10.335, 147.393, -18.928
3795, 10.348, 152.578, -18.764
3800, 10.361, 157.852, -18.693
3805, 10.374, 163.125, -18.638
3810, 10.387, 168.398, -18.594
3815, 10.400, 173.584, -18.495
3820, 10.412, 178.770, -18.420
3825, 10.425, 183.955, -18.361
3830, 10.438, 189.229, -18.368
3835, 10.451, 194.326, -18.248
3840, 10.463, 199.600, -18.285
3845, 10.476, 204.785, -18.253
3850, 10.488, 210.059, -18.287
3855, 10.501, 215.156, -18.191
3860, 10.513, 220.605, -18.356
3865, 10.526, 225.791, -18.302
3870, 10.538, 231.240, -18.457
3875, 10.550, 236.602, -18.509
3880, 10.563, 241.963, -18.554
3885, 10.575, 247.500, -18.710
3890, 10.587, 253.037, -18.833
3895, 10.599, 258.574, -18.936
3900, 10.611, 264.199, -19.076
3905, 10.623, 269.912, -19.251
3910, 10.635, 275.625, -19.393
3915, 10.647, 281.602, -19.688
3920, 10.659, 287.314, -19.743
3925, 10.671, 293.027, -19.787
