Time[ms], Volt[V], Angle[degree], AngleVel[rad/s]
288, 0.097, 74.004, -0.016
290, 0.098, 74.004, -0.015
292, 0.099, 74.004, -0.013
294, 0.101, 74.004, -0.012
296, 0.102, 74.004, -0.011
298, 0.103, 74.004, -0.010
300, 0.105, 74.004, -0.009
302, 0.106, 74.004, -0.008
304, 0.108, 74.004, -0.008
306, 0.109, 74.092, -0.077
308, 0.111, 74.004, 0.000
310, 0.112, 74.004, 0.000
312, 0.113, 74.092, -0.070
314, 0.115, 74.004, 0.006
316, 0.116, 74.004, 0.006
318, 0.118, 74.004, 0.005
320, 0.119, 74.004, 0.005
322, 0.121, 74.004, 0.004
324, 0.122, 74.004, 0.004
326, 0.124, 74.004, 0.004
328, 0.125, 74.004, 0.003
330, 0.127, 73.916, 0.073
332, 0.129, 74.004, -0.004
334, 0.130, 74.004, -0.003
336, 0.132, 74.004, -0.003
338, 0.133, 74.092, -0.072
340, 0.135, 74.092, -0.066
342, 0.136, 74.004, 0.010
344, 0.138, 74.004, 0.009
346, 0.140, 74.004, 0.008
348, 0.141, 74.004, 0.007
350, 0.143, 73.916, 0.076
352, 0.144, 74.004, -0.000
354, 0.146, 73.916, 0.069
356, 0.148, 74.004, -0.007
358, 0.149, 74.004, -0.006
360, 0.151, 74.004, -0.005
362, 0.153, 74.004, -0.005
364, 0.155, 74.092, -0.074
366, 0.156, 74.004, 0.002
368, 0.158, 74.004, 0.002
370, 0.160, 74.092, -0.068
372, 0.161, 74.004, 0.008
374, 0.163, 74.004, 0.007
376, 0.165, 74.004, 0.007
378, 0.167, 74.004, 0.006
380, 0.168, 74.004, 0.005
382, 0.170, 74.004, 0.005
384, 0.172, 74.004, 0.005
386, 0.174, 73.916, 0.074
388, 0.176, 74.004, -0.002
390, 0.177, 74.004, -0.002
392, 0.179, 74.004, -0.002
394, 0.181, 74.004, -0.002
396, 0.183, 74.004, -0.002
398, 0.185, 74.004, -0.002
400, 0.187, 74.004, -0.001
402, 0.189, 74.004, -0.001
404, 0.190, 74.004, -0.001
406, 0.192, 74.004, -0.001
408, 0.194, 74.004, -0.001
410, 0.196, 74.004, -0.001
412, 0.198, 74.004, -0.001
414, 0.200, 74.004, -0.001
416, 0.202, 73.916, 0.069
418, 0.204, 74.004, -0.007
420, 0.206, 74.004, -0.006
422, 0.208, 74.004, -0.006
424, 0.210, 74.004, -0.005
426, 0.212, 74.004, -0.005
428, 0.214, 74.004, -0.004
430, 0.216, 73.916, 0.066
432, 0.218, 74.004, -0.010
434, 0.220, 74.092, -0.079
436, 0.222, 74.004, -0.002
438, 0.224, 74.004, -0.002
440, 0.226, 74.004, -0.002
442, 0.228, 73.916, 0.068
444, 0.230, 74.004, -0.008
446, 0.232, 74.004, -0.007
448, 0.234, 74.004, -0.006
450, 0.236, 74.004, -0.006
452, 0.238, 74.004, -0.005
454, 0.240, 74.004, -0.005
456, 0.242, 74.004, -0.004
458, 0.245, 74.004, -0.004
460, 0.247, 74.092, -0.073
462, 0.249, 74.004, 0.003
464, 0.251, 74.004, 0.003
466, 0.253, 74.004, 0.003
468, 0.255, 74.004, 0.002
470, 0.258, 74.004, 0.002
472, 0.260, 74.004, 0.002
474, 0.262, 74.004, 0.002
476, 0.264, 74.092, -0.068
478, 0.266, 74.004, 0.008
480, 0.269, 74.004, 0.007
482, 0.271, 74.004, 0.006
484, 0.273, 74.004, 0.006
486, 0.275, 74.004, 0.005
488, 0.278, 74.004, 0.005
490, 0.280, 74.004, 0.004
492, 0.282, 74.092, -0.066
494, 0.284, 74.004, 0.010
496, 0.287, 74.004, 0.009
498, 0.289, 74.004, 0.008
500, 0.291, 73.916, 0.077
502, 0.294, 74.004, 0.000
504, 0.296, 74.004, 0.000
506, 0.298, 74.004, 0.000
508, 0.301, 74.004, 0.000
510, 0.303, 74.004, 0.000
512, 0.305, 74.092, -0.070
514, 0.308, 74.092, -0.063
516, 0.310, 74.004, 0.012
518, 0.313, 74.004, 0.011
520, 0.315, 74.004, 0.010
522, 0.317, 74.004, 0.009
524, 0.320, 74.092, -0.061
526, 0.322, 74.092, -0.056
528, 0.325, 74.004, 0.019
530, 0.327, 74.004, 0.017
532, 0.330, 74.092, -0.054
534, 0.332, 74.004, 0.021
536, 0.335, 74.004, 0.019
538, 0.337, 74.004, 0.017
540, 0.340, 73.916, 0.085
542, 0.342, 74.092, -0.062
544, 0.345, 74.004, 0.013
546, 0.347, 74.004, 0.012
548, 0.350, 74.004, 0.011
550, 0.352, 73.916, 0.080
552, 0.355, 74.004, 0.003
554, 0.357, 73.916, 0.072
556, 0.360, 74.004, -0.004
558, 0.362, 74.004, -0.004
560, 0.365, 74.092, -0.073
562, 0.368, 74.004, 0.003
564, 0.370, 74.004, 0.003
566, 0.373, 74.004, 0.003
568, 0.375, 74.004, 0.002
570, 0.378, 74.092, -0.068
572, 0.381, 74.004, 0.008
574, 0.383, 74.004, 0.008
576, 0.386, 74.004, 0.007
578, 0.389, 74.004, 0.006
580, 0.391, 74.004, 0.006
582, 0.394, 74.004, 0.005
584, 0.397, 74.004, 0.005
586, 0.399, 74.092, -0.065
588, 0.402, 74.004, 0.010
590, 0.405, 73.916, 0.079
592, 0.408, 73.916, 0.072
594, 0.410, 74.004, -0.004
596, 0.413, 74.004, -0.004
598, 0.416, 73.916, 0.066
600, 0.419, 74.004, -0.010
602, 0.421, 73.916, 0.061
604, 0.424, 74.004, -0.014
606, 0.427, 74.180, -0.152
608, 0.430, 74.004, 0.001
610, 0.433, 74.004, 0.001
612, 0.435, 74.004, 0.001
614, 0.438, 74.004, 0.001
616, 0.441, 73.916, 0.070
618, 0.444, 74.004, -0.006
620, 0.447, 74.004, -0.005
622, 0.450, 74.004, -0.005
624, 0.452, 74.092, -0.074
626, 0.455, 74.004, 0.002
628, 0.458, 74.092, -0.068
630, 0.461, 74.004, 0.009
632, 0.464, 74.004, 0.008
634, 0.467, 74.004, 0.007
636, 0.470, 74.004, 0.007
638, 0.473, 74.004, 0.006
640, 0.476, 73.916, 0.075
642, 0.479, 74.004, -0.001
644, 0.482, 74.004, -0.001
646, 0.485, 74.004, -0.001
648, 0.487, 74.004, -0.001
650, 0.490, 74.004, -0.001
652, 0.493, 74.004, -0.001
654, 0.496, 73.916, 0.069
656, 0.499, 74.004, -0.007
658, 0.502, 74.004, -0.006
660, 0.506, 74.092, -0.075
662, 0.509, 74.004, 0.001
664, 0.512, 74.004, 0.001
666, 0.515, 74.092, -0.069
668, 0.518, 74.004, 0.007
670, 0.521, 74.004, 0.006
672, 0.524, 74.004, 0.006
674, 0.527, 74.004, 0.005
676, 0.530, 74.004, 0.005
678, 0.533, 74.004, 0.004
680, 0.536, 74.004, 0.004
682, 0.539, 74.092, -0.066
684, 0.542, 74.004, 0.010
686, 0.546, 74.004, 0.009
688, 0.549, 74.004, 0.008
690, 0.552, 74.004, 0.007
692, 0.555, 74.004, 0.007
694, 0.558, 74.004, 0.006
696, 0.561, 74.004, 0.005
698, 0.565, 74.004, 0.005
700, 0.568, 73.916, 0.074
702, 0.571, 74.004, -0.002
704, 0.574, 74.004, -0.002
706, 0.577, 74.092, -0.072
708, 0.581, 74.004, 0.005
710, 0.584, 74.004, 0.004
712, 0.587, 74.004, 0.004
714, 0.590, 73.916, 0.073
716, 0.594, 74.004, -0.003
718, 0.597, 74.004, -0.003
720, 0.600, 74.004, -0.003
722, 0.604, 74.004, -0.002
724, 0.607, 74.004, -0.002
726, 0.610, 74.004, -0.002
728, 0.613, 74.004, -0.002
730, 0.617, 74.004, -0.002
732, 0.620, 74.004, -0.001
734, 0.623, 74.004, -0.001
736, 0.627, 74.004, -0.001
738, 0.630, 74.004, -0.001
740, 0.634, 74.004, -0.001
742, 0.637, 74.004, -0.001
744, 0.640, 74.180, -0.140
746, 0.644, 74.004, 0.012
748, 0.647, 74.092, -0.059
750, 0.651, 74.004, 0.016
752, 0.654, 74.004, 0.015
754, 0.657, 74.004, 0.013
756, 0.661, 74.004, 0.012
758, 0.664, 74.004, 0.011
760, 0.668, 73.916, 0.080
762, 0.671, 74.004, 0.003
764, 0.675, 74.004, 0.003
766, 0.678, 74.004, 0.002
768, 0.682, 74.004, 0.002
770, 0.685, 74.004, 0.002
772, 0.689, 74.092, -0.068
774, 0.692, 74.004, 0.008
776, 0.696, 74.004, 0.007
778, 0.699, 74.004, 0.007
780, 0.703, 74.004, 0.006
782, 0.706, 74.004, 0.005
784, 0.710, 74.004, 0.005
786, 0.713, 73.916, 0.074
788, 0.717, 74.004, -0.002
790, 0.721, 74.004, -0.002
792, 0.724, 73.916, 0.068
794, 0.728, 74.004, -0.008
796, 0.731, 74.004, -0.007
798, 0.735, 74.092, -0.077
800, 0.739, 73.916, 0.070
802, 0.742, 74.004, -0.006
804, 0.746, 74.004, -0.006
806, 0.749, 73.916, 0.065
808, 0.753, 74.004, -0.011
810, 0.757, 73.916, 0.060
812, 0.760, 74.004, -0.015
814, 0.764, 74.004, -0.014
816, 0.768, 74.092, -0.083
818, 0.771, 74.004, -0.005
820, 0.775, 74.004, -0.005
822, 0.779, 73.916, 0.065
824, 0.783, 74.004, -0.010
826, 0.786, 74.004, -0.009
828, 0.790, 74.004, -0.009
830, 0.794, 74.004, -0.008
832, 0.798, 74.004, -0.007
834, 0.801, 74.004, -0.006
836, 0.805, 74.004, -0.006
838, 0.809, 74.092, -0.075
840, 0.813, 74.004, 0.001
842, 0.816, 74.004, 0.001
844, 0.820, 74.004, 0.001
846, 0.824, 74.004, 0.001
848, 0.828, 74.004, 0.001
850, 0.832, 74.004, 0.001
852, 0.836, 74.004, 0.001
854, 0.839, 74.004, 0.001
856, 0.843, 74.004, 0.001
858, 0.847, 74.004, 0.001
860, 0.851, 74.004, 0.001
862, 0.855, 74.004, 0.001
864, 0.859, 74.092, -0.069
866, 0.863, 74.004, 0.007
868, 0.867, 74.004, 0.006
870, 0.870, 74.004, 0.006
872, 0.874, 74.004, 0.005
874, 0.878, 74.004, 0.005
876, 0.882, 74.004, 0.004
878, 0.886, 74.004, 0.004
880, 0.890, 74.004, 0.004
882, 0.894, 73.916, 0.073
884, 0.898, 74.004, -0.003
886, 0.902, 74.004, -0.003
888, 0.906, 74.004, -0.003
890, 0.910, 74.004, -0.003
892, 0.914, 74.004, -0.002
894, 0.918, 74.004, -0.002
896, 0.922, 74.004, -0.002
898, 0.926, 74.004, -0.002
900, 0.930, 74.004, -0.002
902, 0.934, 74.004, -0.001
904, 0.938, 74.004, -0.001
906, 0.942, 74.004, -0.001
908, 0.946, 74.004, -0.001
910, 0.950, 74.092, -0.071
912, 0.954, 74.004, 0.005
914, 0.958, 74.004, 0.005
916, 0.962, 74.004, 0.004
918, 0.967, 74.004, 0.004
920, 0.971, 74.004, 0.004
922, 0.975, 74.004, 0.003
924, 0.979, 73.916, 0.073
926, 0.983, 74.004, -0.004
928, 0.987, 74.092, -0.073
930, 0.991, 74.004, 0.003
932, 0.996, 74.004, 0.003
934, 1.000, 74.004, 0.003
936, 1.004, 74.004, 0.003
938, 1.008, 74.004, 0.002
940, 1.012, 74.092, -0.068
942, 1.016, 74.004, 0.008
944, 1.021, 74.004, 0.007
946, 1.025, 74.092, -0.063
948, 1.029, 73.916, 0.082
950, 1.033, 73.916, 0.075
952, 1.038, 74.004, -0.002
954, 1.042, 74.004, -0.002
956, 1.046, 74.004, -0.002
958, 1.050, 74.004, -0.001
960, 1.055, 74.004, -0.001
962, 1.059, 74.092, -0.071
964, 1.063, 74.004, 0.005
966, 1.067, 73.916, 0.074
968, 1.072, 74.004, -0.002
970, 1.076, 74.004, -0.002
972, 1.080, 74.004, -0.002
974, 1.085, 74.004, -0.002
976, 1.089, 74.004, -0.001
978, 1.093, 74.004, -0.001
980, 1.098, 74.004, -0.001
982, 1.102, 74.004, -0.001
984, 1.106, 74.004, -0.001
986, 1.111, 74.004, -0.001
988, 1.115, 74.004, -0.001
990, 1.119, 74.004, -0.001
992, 1.124, 74.092, -0.070
994, 1.128, 73.916, 0.075
996, 1.133, 74.004, -0.001
998, 1.137, 73.916, 0.069
1000, 1.141, 74.092, -0.077
1002, 1.146, 74.004, -0.000
1004, 1.150, 74.004, -0.000
1006, 1.155, 74.004, -0.000
1008, 1.159, 74.004, -0.000
1010, 1.164, 74.004, -0.000
1012, 1.168, 74.004, -0.000
1014, 1.173, 74.004, -0.000
1016, 1.177, 74.004, -0.000
1018, 1.182, 73.916, 0.070
1020, 1.186, 74.004, -0.006
1022, 1.191, 74.004, -0.006
1024, 1.195, 74.004, -0.005
1026, 1.200, 74.004, -0.005
1028, 1.204, 73.916, 0.065
1030, 1.209, 74.004, -0.010
1032, 1.213, 74.004, -0.009
1034, 1.218, 74.004, -0.008
1036, 1.222, 74.004, -0.008
1038, 1.227, 74.004, -0.007
1040, 1.231, 74.004, -0.006
1042, 1.236, 74.004, -0.006
1044, 1.241, 74.004, -0.005
1046, 1.245, 74.004, -0.005
1048, 1.250, 74.004, -0.004
1050, 1.254, 74.004, -0.004
1052, 1.259, 74.004, -0.004
1054, 1.264, 74.004, -0.003
1056, 1.268, 73.916, 0.067
1058, 1.273, 74.004, -0.009
1060, 1.278, 74.004, -0.008
1062, 1.282, 74.004, -0.007
1064, 1.287, 74.004, -0.007
1066, 1.292, 74.004, -0.006
1068, 1.296, 74.004, -0.006
1070, 1.301, 74.004, -0.005
1072, 1.306, 74.004, -0.005
1074, 1.310, 74.004, -0.004
1076, 1.315, 74.092, -0.074
1078, 1.320, 74.004, 0.003
1080, 1.324, 74.004, 0.003
1082, 1.329, 74.004, 0.002
1084, 1.334, 74.004, 0.002
1086, 1.339, 74.004, 0.002
1088, 1.343, 74.004, 0.002
1090, 1.348, 74.004, 0.002
1092, 1.353, 74.004, 0.002
1094, 1.358, 74.004, 0.001
1096, 1.363, 74.004, 0.001
1098, 1.367, 74.004, 0.001
1100, 1.372, 74.004, 0.001
1102, 1.377, 74.004, 0.001
1104, 1.382, 74.004, 0.001
1106, 1.387, 73.916, 0.071
1108, 1.391, 74.092, -0.075
1110, 1.396, 74.004, 0.001
1112, 1.401, 74.004, 0.001
1114, 1.406, 74.004, 0.001
1116, 1.411, 74.092, -0.069
1118, 1.416, 74.004, 0.007
1120, 1.420, 74.004, 0.006
1122, 1.425, 74.004, 0.006
1124, 1.430, 74.004, 0.005
1126, 1.435, 74.004, 0.005
1128, 1.440, 74.004, 0.004
1130, 1.445, 74.004, 0.004
1132, 1.450, 74.004, 0.004
1134, 1.455, 74.004, 0.003
1136, 1.460, 74.004, 0.003
1138, 1.465, 74.004, 0.003
1140, 1.470, 74.004, 0.002
1142, 1.474, 74.004, 0.002
1144, 1.479, 74.004, 0.002
1146, 1.484, 73.916, 0.072
1148, 1.489, 74.004, -0.005
1150, 1.494, 73.916, 0.066
1152, 1.499, 74.004, -0.010
1154, 1.504, 74.004, -0.009
1156, 1.509, 74.004, -0.008
1158, 1.514, 74.004, -0.008
1160, 1.519, 74.004, -0.007
1162, 1.524, 74.092, -0.076
1164, 1.529, 74.092, -0.069
1166, 1.534, 74.268, -0.202
1168, 1.539, 74.268, -0.184
1170, 1.544, 74.355, -0.237
1172, 1.550, 74.355, -0.216
1174, 1.555, 74.355, -0.196
1176, 1.560, 74.531, -0.318
1178, 1.565, 74.443, -0.219
1180, 1.570, 74.531, -0.269
1182, 1.575, 74.619, -0.314
1184, 1.580, 74.795, -0.425
1186, 1.585, 74.883, -0.457
1188, 1.590, 74.883, -0.415
1190, 1.595, 74.971, -0.447
1192, 1.600, 75.146, -0.546
1194, 1.606, 75.234, -0.566
1196, 1.611, 75.322, -0.585
1198, 1.616, 75.322, -0.532
1200, 1.621, 75.498, -0.623
1202, 1.626, 75.674, -0.706
1204, 1.631, 75.762, -0.711
1206, 1.637, 75.850, -0.716
1208, 1.642, 75.938, -0.721
1210, 1.647, 76.113, -0.795
1212, 1.652, 76.113, -0.723
1214, 1.657, 76.289, -0.797
1216, 1.662, 76.465, -0.864
1218, 1.668, 76.553, -0.855
1220, 1.673, 76.816, -0.987
1222, 1.678, 76.992, -1.036
1224, 1.683, 77.080, -1.012
1226, 1.689, 77.256, -1.060
1228, 1.694, 77.432, -1.103
1230, 1.699, 77.520, -1.073
1232, 1.704, 77.695, -1.114
1234, 1.710, 77.959, -1.223
1236, 1.715, 77.959, -1.112
1238, 1.720, 78.223, -1.220
1240, 1.725, 78.398, -1.248
1242, 1.731, 78.486, -1.204
1244, 1.736, 78.750, -1.305
1246, 1.741, 78.926, -1.326
1248, 1.747, 79.102, -1.345
1250, 1.752, 79.189, -1.293
1252, 1.757, 79.541, -1.454
1254, 1.763, 79.717, -1.462
1256, 1.768, 79.893, -1.469
1258, 1.773, 80.156, -1.545
1260, 1.779, 80.332, -1.543
1262, 1.784, 80.596, -1.613
1264, 1.789, 80.859, -1.675
1266, 1.795, 81.035, -1.663
1268, 1.800, 81.211, -1.651
1270, 1.806, 81.387, -1.641
1272, 1.811, 81.650, -1.701
1274, 1.816, 81.914, -1.756
1276, 1.822, 82.178, -1.806
1278, 1.827, 82.441, -1.851
1280, 1.833, 82.617, -1.823
1282, 1.838, 82.881, -1.866
1284, 1.843, 83.145, -1.906
1286, 1.849, 83.320, -1.872
1288, 1.854, 83.672, -1.982
1290, 1.860, 83.936, -2.011
1292, 1.865, 84.111, -1.968
1294, 1.871, 84.463, -2.068
1296, 1.876, 84.639, -2.020
1298, 1.882, 84.990, -2.115
1300, 1.887, 85.342, -2.202
1302, 1.893, 85.605, -2.212
1304, 1.898, 85.781, -2.150
1306, 1.904, 86.221, -2.304
1308, 1.909, 86.484, -2.304
1310, 1.915, 86.836, -2.373
1312, 1.920, 87.012, -2.298
1314, 1.926, 87.363, -2.368
1316, 1.931, 87.715, -2.432
1318, 1.937, 87.979, -2.420
1320, 1.942, 88.242, -2.410
1322, 1.948, 88.594, -2.470
1324, 1.954, 88.945, -2.524
1326, 1.959, 89.209, -2.505
1328, 1.965, 89.648, -2.626
1330, 1.970, 90.000, -2.665
1332, 1.976, 90.264, -2.633
1334, 1.981, 90.703, -2.742
1336, 1.987, 90.967, -2.703
1338, 1.993, 91.318, -2.735
1340, 1.998, 91.670, -2.767
1342, 2.004, 92.021, -2.795
1344, 2.010, 92.373, -2.820
1346, 2.015, 92.725, -2.843
1348, 2.021, 93.164, -2.930
1350, 2.026, 93.516, -2.946
1352, 2.032, 93.779, -2.887
1354, 2.038, 94.219, -2.975
1356, 2.043, 94.570, -2.984
1358, 2.049, 95.010, -3.061
1360, 2.055, 95.361, -3.062
1362, 2.060, 95.801, -3.133
1364, 2.066, 96.152, -3.125
1366, 2.072, 96.592, -3.191
1368, 2.078, 96.943, -3.179
1370, 2.083, 97.383, -3.242
1372, 2.089, 97.822, -3.296
1374, 2.095, 98.174, -3.276
1376, 2.100, 98.613, -3.327
1378, 2.106, 99.053, -3.373
1380, 2.112, 99.404, -3.346
1382, 2.118, 99.844, -3.391
1384, 2.123, 100.283, -3.432
1386, 2.129, 100.723, -3.469
1388, 2.135, 101.162, -3.503
1390, 2.141, 101.602, -3.534
1392, 2.146, 102.041, -3.561
1394, 2.152, 102.393, -3.517
1396, 2.158, 103.008, -3.685
1398, 2.164, 103.359, -3.629
1400, 2.170, 103.887, -3.718
1402, 2.175, 104.238, -3.660
1404, 2.181, 104.854, -3.816
1406, 2.187, 105.293, -3.818
1408, 2.193, 105.732, -3.820
1410, 2.199, 106.172, -3.821
1412, 2.205, 106.699, -3.893
1414, 2.210, 107.227, -3.958
1416, 2.216, 107.578, -3.877
1418, 2.222, 108.105, -3.944
1420, 2.228, 108.633, -4.004
1422, 2.234, 109.072, -3.989
1424, 2.240, 109.600, -4.045
1426, 2.246, 109.951, -3.957
1428, 2.251, 110.654, -4.155
1430, 2.257, 111.182, -4.196
1432, 2.263, 111.621, -4.162
1434, 2.269, 112.061, -4.135
1436, 2.275, 112.588, -4.177
1438, 2.281, 113.115, -4.216
1440, 2.287, 113.730, -4.321
1442, 2.293, 114.170, -4.278
1444, 2.299, 114.785, -4.374
1446, 2.305, 115.312, -4.399
1448, 2.311, 115.840, -4.414
1450, 2.317, 116.367, -4.435
1452, 2.323, 116.982, -4.522
1454, 2.328, 117.510, -4.529
1456, 2.334, 118.125, -4.604
1458, 2.340, 118.564, -4.537
1460, 2.346, 119.180, -4.613
1462, 2.352, 119.795, -4.681
1464, 2.358, 120.322, -4.676
1466, 2.364, 120.938, -4.738
1468, 2.370, 121.553, -4.796
1470, 2.376, 122.080, -4.780
1472, 2.382, 122.520, -4.695
1474, 2.388, 123.223, -4.826
1476, 2.394, 123.838, -4.877
1478, 2.400, 124.541, -4.992
1480, 2.406, 124.980, -4.887
1482, 2.413, 125.596, -4.932
1484, 2.419, 126.211, -4.973
1486, 2.425, 126.826, -5.009
1488, 2.431, 127.441, -5.042
1490, 2.437, 127.969, -5.003
1492, 2.443, 128.672, -5.106
1494, 2.449, 129.199, -5.060
1496, 2.455, 129.814, -5.089
1498, 2.461, 130.605, -5.255
1500, 2.467, 131.133, -5.196
1502, 2.473, 131.836, -5.283
1504, 2.479, 132.451, -5.291
1506, 2.485, 132.979, -5.227
1508, 2.492, 133.594, -5.242
1510, 2.498, 134.297, -5.323
1512, 2.504, 135.000, -5.397
1514, 2.510, 135.615, -5.396
1516, 2.516, 136.230, -5.395
1518, 2.522, 137.021, -5.533
1520, 2.528, 137.637, -5.518
1522, 2.535, 138.252, -5.504
1524, 2.541, 138.867, -5.493
1526, 2.547, 139.482, -5.483
1528, 2.553, 140.186, -5.542
1530, 2.559, 140.801, -5.524
1532, 2.565, 141.592, -5.653
1534, 2.572, 142.207, -5.629
1536, 2.578, 142.910, -5.671
1538, 2.584, 143.613, -5.717
1540, 2.590, 144.316, -5.755
1542, 2.596, 145.107, -5.862
1544, 2.603, 145.723, -5.817
1546, 2.609, 146.514, -5.914
1548, 2.615, 147.217, -5.937
1550, 2.621, 147.832, -5.884
1552, 2.627, 148.447, -5.839
1554, 2.634, 149.150, -5.867
1556, 2.640, 149.941, -5.963
1558, 2.646, 150.732, -6.044
1560, 2.652, 151.436, -6.055
1562, 2.659, 152.051, -5.996
1564, 2.665, 152.754, -6.010
1566, 2.671, 153.457, -6.021
1568, 2.678, 154.336, -6.172
1570, 2.684, 155.127, -6.238
1572, 2.690, 155.830, -6.230
1574, 2.696, 156.533, -6.223
1576, 2.703, 157.236, -6.215
1578, 2.709, 157.939, -6.211
1580, 2.715, 158.730, -6.273
1582, 2.722, 159.609, -6.401
1584, 2.728, 160.312, -6.378
1586, 2.734, 161.016, -6.354
1588, 2.741, 161.895, -6.476
1590, 2.747, 162.598, -6.445
1592, 2.753, 163.213, -6.350
1594, 2.760, 164.004, -6.401
1596, 2.766, 164.971, -6.587
1598, 2.772, 165.674, -6.546
1600, 2.779, 166.553, -6.648
1602, 2.785, 167.168, -6.533
1604, 2.791, 167.871, -6.498
