Time[ms], Volt[V], Angle[degree], AngleVel[rad/s]
136, 6.253, 237.920, -10.051
138, 6.256, 239.326, -10.254
140, 6.260, 240.557, -10.300
142, 6.264, 241.611, -10.200
144, 6.268, 242.754, -10.182
146, 6.271, 244.160, -10.374
148, 6.275, 245.479, -10.479
150, 6.279, 246.797, -10.571
152, 6.283, 247.764, -10.380
154, 6.286, 248.994, -10.413
156, 6.290, 250.225, -10.445
158, 6.294, 251.367, -10.401
160, 6.298, 252.773, -10.575
162, 6.301, 253.916, -10.514
164, 6.305, 255.234, -10.613
166, 6.309, 256.377, -10.553
168, 6.313, 257.607, -10.564
170, 6.317, 258.838, -10.587
172, 6.320, 259.893, -10.461
174, 6.324, 261.299, -10.629
176, 6.328, 262.529, -10.638
178, 6.332, 263.672, -10.580
180, 6.335, 264.990, -10.661
182, 6.339, 266.045, -10.535
184, 6.343, 267.363, -10.623
186, 6.347, 268.506, -10.563
188, 6.350, 269.736, -10.583
190, 6.354, 270.967, -10.603
192, 6.358, 272.285, -10.679
194, 6.362, 273.340, -10.548
196, 6.365, 274.658, -10.637
198, 6.369, 275.801, -10.578
200, 6.373, 277.031, -10.594
202, 6.377, 278.262, -10.609
204, 6.381, 279.404, -10.552
206, 6.384, 280.635, -10.569
208, 6.388, 282.041, -10.726
210, 6.392, 283.271, -10.729
212, 6.396, 284.590, -10.799
214, 6.399, 285.820, -10.795
216, 6.403, 286.963, -10.721
218, 6.407, 288.369, -10.862
220, 6.411, 289.600, -10.851
222, 6.414, 290.918, -10.913
224, 6.418, 292.236, -10.966
226, 6.422, 293.643, -11.086
228, 6.426, 294.785, -10.989
230, 6.429, 296.279, -11.175
232, 6.433, 297.598, -11.204
234, 6.437, 298.916, -11.236
236, 6.441, 300.322, -11.330
238, 6.444, 301.729, -11.418
240, 6.448, 303.135, -11.496
242, 6.452, 304.629, -11.638
244, 6.456, 306.035, -11.698
246, 6.459, 307.705, -11.961
248, 6.463, 309.023, -11.919
250, 6.467, 310.693, -12.164
252, 6.471, 312.188, -12.243
254, 6.475, 313.770, -12.384
256, 6.478, 315.352, -12.519
258, 6.482, 317.021, -12.707
260, 6.486, 318.691, -12.873
262, 6.490, 320.361, -13.031
264, 6.493, 322.031, -13.174
266, 6.497, 323.965, -13.505
268, 6.501, 325.635, -13.611
270, 6.505, 327.305, -13.697
272, 6.508, 329.326, -14.064
274, 6.512, 331.172, -14.251
276, 6.516, 333.105, -14.484
278, 6.520, 334.951, -14.637
280, 6.523, 336.973, -14.904
282, 6.527, 338.994, -15.164
284, 6.531, 341.016, -15.387
286, 6.535, 343.213, -15.740
288, 6.538, 345.322, -15.976
290, 6.542, 347.432, -16.204
292, 6.546, 349.629, -16.482
294, 6.550, 352.090, -16.947
296, 6.553, 354.199, -17.084
298, 6.557, 356.484, -17.345
300, 6.561, 358.682, -17.512
302, 6.565, 1.318, -18.015
304, 6.568, 3.604, -18.193
306, 6.572, 5.977, -18.422
308, 6.576, 8.701, -18.912
310, 6.580, 10.986, -19.008
312, 6.583, 13.623, -19.374
314, 6.587, 15.908, -19.429
316, 6.591, 18.369, -19.616
318, 6.595, 21.094, -19.994
320, 6.598, 23.555, -20.132
322, 6.602, 26.104, -20.326
324, 6.606, 28.477, -20.366
326, 6.610, 31.025, -20.537
328, 6.613, 33.311, -20.482
330, 6.617, 35.771, -20.579
332, 6.621, 38.496, -20.867
334, 6.625, 40.781, -20.788
336, 6.628, 43.242, -20.855
338, 6.632, 45.439, -20.701
340, 6.636, 47.988, -20.844
342, 6.640, 50.273, -20.769
344, 6.643, 52.383, -20.554
346, 6.647, 54.844, -20.640
348, 6.651, 57.041, -20.512
350, 6.655, 59.238, -20.396
352, 6.658, 61.436, -20.285
354, 6.662, 63.369, -19.976
356, 6.666, 65.654, -19.975
358, 6.670, 67.500, -19.626
360, 6.673, 69.609, -19.504
362, 6.677, 71.631, -19.347
364, 6.681, 73.740, -19.265
366, 6.685, 75.498, -18.913
368, 6.688, 77.432, -18.727
370, 6.692, 79.365, -18.555
372, 6.696, 81.211, -18.341
374, 6.700, 83.232, -18.281
376, 6.703, 85.078, -18.072
378, 6.707, 86.924, -17.901
380, 6.711, 88.682, -17.677
382, 6.715, 90.439, -17.467
384, 6.718, 92.461, -17.486
386, 6.722, 94.131, -17.218
388, 6.726, 95.801, -16.983
390, 6.730, 97.646, -16.898
392, 6.733, 99.229, -16.626
394, 6.737, 100.986, -16.509
396, 6.741, 102.656, -16.340
398, 6.745, 104.590, -16.388
400, 6.748, 106.260, -16.224
402, 6.752, 107.930, -16.075
404, 6.756, 109.688, -16.012
406, 6.759, 111.533, -16.016
408, 6.763, 113.291, -15.961
410, 6.767, 114.961, -15.838
412, 6.771, 116.895, -15.936
414, 6.774, 118.652, -15.883
416, 6.778, 120.410, -15.832
418, 6.782, 122.168, -15.791
420, 6.786, 123.926, -15.754
422, 6.789, 125.684, -15.718
424, 6.793, 127.705, -15.892
426, 6.797, 129.639, -15.982
428, 6.801, 131.484, -15.995
430, 6.804, 133.418, -16.076
432, 6.808, 135.264, -16.083
434, 6.812, 137.373, -16.296
436, 6.816, 139.395, -16.424
438, 6.819, 141.416, -16.534
440, 6.823, 143.613, -16.778
442, 6.827, 145.547, -16.790
444, 6.830, 147.744, -17.008
446, 6.834, 150.029, -17.276
448, 6.838, 152.314, -17.522
450, 6.842, 154.688, -17.814
452, 6.845, 157.061, -18.075
454, 6.849, 159.082, -18.043
456, 6.853, 161.719, -18.496
458, 6.857, 164.004, -18.618
460, 6.860, 166.729, -19.100
462, 6.864, 169.189, -19.320
464, 6.868, 171.738, -19.579
466, 6.872, 174.287, -19.831
468, 6.875, 177.100, -20.259
470, 6.879, 179.561, -20.380
472, 6.883, 182.285, -20.688
474, 6.886, 185.186, -21.111
476, 6.890, 187.910, -21.351
478, 6.894, 190.635, -21.583
480, 6.898, 193.359, -21.780
482, 6.901, 196.084, -21.954
484, 6.905, 199.160, -22.416
486, 6.909, 201.797, -22.476
488, 6.913, 204.873, -22.859
490, 6.916, 207.598, -22.962
492, 6.920, 210.322, -23.043
494, 6.924, 212.959, -23.037
496, 6.927, 215.684, -23.110
498, 6.931, 218.760, -23.454
500, 6.935, 221.309, -23.346
502, 6.939, 223.945, -23.315
504, 6.942, 226.670, -23.358
506, 6.946, 229.219, -23.260
508, 6.950, 231.943, -23.312
510, 6.953, 234.404, -23.144
512, 6.957, 236.865, -23.001
514, 6.961, 239.150, -22.725
516, 6.965, 241.436, -22.475
518, 6.968, 243.809, -22.314
520, 6.972, 246.182, -22.171
522, 6.976, 248.555, -22.039
524, 6.980, 250.752, -21.784
526, 6.983, 253.125, -21.690
528, 6.987, 255.146, -21.323
530, 6.991, 257.256, -21.062
532, 6.994, 259.453, -20.893
534, 6.998, 261.387, -20.528
536, 7.002, 263.672, -20.474
538, 7.006, 265.781, -20.290
540, 7.009, 267.715, -19.975
542, 7.013, 269.648, -19.700
544, 7.017, 271.582, -19.447
546, 7.020, 273.691, -19.354
548, 7.024, 275.537, -19.062
550, 7.028, 277.559, -18.934
552, 7.032, 279.492, -18.752
554, 7.035, 281.426, -18.579
556, 7.039, 283.447, -18.491
558, 7.043, 285.469, -18.425
560, 7.046, 287.402, -18.289
562, 7.050, 289.336, -18.156
564, 7.054, 291.270, -18.043
566, 7.058, 293.203, -17.937
568, 7.061, 295.137, -17.837
570, 7.065, 297.246, -17.895
572, 7.069, 299.268, -17.874
574, 7.072, 301.377, -17.924
576, 7.076, 303.311, -17.823
578, 7.080, 305.420, -17.891
580, 7.084, 307.617, -18.011
582, 7.087, 309.727, -18.049
584, 7.091, 312.100, -18.288
586, 7.095, 314.209, -18.307
588, 7.098, 316.494, -18.446
590, 7.102, 318.867, -18.667
592, 7.106, 321.064, -18.717
594, 7.109, 323.525, -18.969
596, 7.113, 325.986, -19.198
598, 7.117, 328.623, -19.552
600, 7.121, 330.996, -19.656
602, 7.124, 333.721, -20.035
604, 7.128, 336.445, -20.377
606, 7.132, 339.170, -20.687
608, 7.135, 341.982, -21.041
610, 7.139, 344.707, -21.290
612, 7.143, 347.783, -21.799
614, 7.146, 350.508, -21.984
616, 7.150, 353.672, -22.495
618, 7.154, 356.660, -22.825
620, 7.158, 359.648, -23.126
622, 7.161, 2.988, -23.679
624, 7.165, 5.977, -23.897
626, 7.169, 9.316, -24.379
628, 7.172, 12.568, -24.743
630, 7.176, 15.645, -24.937
632, 7.180, 18.984, -25.330
634, 7.183, 21.973, -25.396
636, 7.187, 25.400, -25.811
638, 7.191, 28.652, -26.051
640, 7.195, 31.904, -26.259
642, 7.198, 35.068, -26.388
644, 7.202, 37.969, -26.288
646, 7.206, 41.221, -26.486
648, 7.209, 44.209, -26.453
650, 7.213, 47.197, -26.426
652, 7.217, 50.186, -26.392
654, 7.220, 53.174, -26.363
656, 7.224, 56.074, -26.258
658, 7.228, 58.799, -26.049
660, 7.231, 61.523, -25.840
662, 7.235, 64.160, -25.580
664, 7.239, 66.973, -25.497
666, 7.243, 69.434, -25.135
668, 7.246, 71.895, -24.790
670, 7.250, 74.531, -24.642
672, 7.254, 76.992, -24.355
674, 7.257, 79.453, -24.104
676, 7.261, 81.738, -23.714
678, 7.265, 84.023, -23.385
680, 7.268, 86.572, -23.284
682, 7.272, 88.682, -22.846
684, 7.276, 90.967, -22.575
686, 7.279, 93.252, -22.347
688, 7.283, 95.449, -22.052
690, 7.287, 97.734, -21.874
692, 7.290, 99.844, -21.560
694, 7.294, 102.041, -21.345
696, 7.298, 104.238, -21.148
698, 7.301, 106.523, -21.041
700, 7.305, 108.545, -20.736
702, 7.309, 110.830, -20.665
704, 7.313, 112.939, -20.460
706, 7.316, 115.137, -20.348
708, 7.320, 117.334, -20.242
710, 7.324, 119.355, -20.011
712, 7.327, 121.729, -20.072
714, 7.331, 123.838, -19.922
716, 7.335, 126.123, -19.930
718, 7.338, 128.496, -19.999
720, 7.342, 130.605, -19.859
722, 7.346, 133.066, -20.008
724, 7.349, 135.352, -20.007
726, 7.353, 137.900, -20.207
728, 7.357, 140.273, -20.255
730, 7.360, 142.646, -20.301
732, 7.364, 145.371, -20.619
734, 7.368, 147.832, -20.701
736, 7.371, 150.557, -20.982
738, 7.375, 153.018, -21.030
740, 7.379, 155.830, -21.348
742, 7.382, 158.467, -21.507
744, 7.386, 161.455, -21.924
746, 7.390, 164.443, -22.303
748, 7.393, 167.256, -22.507
750, 7.397, 170.244, -22.842
752, 7.401, 173.232, -23.137
754, 7.404, 176.309, -23.476
756, 7.408, 179.648, -23.979
758, 7.412, 182.549, -24.114
760, 7.415, 185.889, -24.574
762, 7.419, 189.141, -24.922
764, 7.423, 192.480, -25.312
766, 7.426, 195.645, -25.517
768, 7.430, 198.721, -25.646
770, 7.434, 202.061, -25.967
772, 7.437, 205.225, -26.121
774, 7.441, 208.740, -26.528
776, 7.445, 211.816, -26.573
778, 7.448, 214.717, -26.452
780, 7.452, 217.969, -26.628
782, 7.456, 221.045, -26.664
784, 7.459, 224.121, -26.680
786, 7.463, 227.109, -26.621
788, 7.467, 230.273, -26.721
790, 7.470, 232.910, -26.405
792, 7.474, 235.723, -26.238
794, 7.478, 238.623, -26.156
796, 7.481, 241.348, -25.941
798, 7.485, 243.984, -25.681
800, 7.488, 246.533, -25.372
802, 7.492, 249.258, -25.233
804, 7.496, 251.631, -24.825
806, 7.499, 254.004, -24.452
808, 7.503, 256.641, -24.323
810, 7.507, 259.014, -23.996
812, 7.510, 261.387, -23.703
814, 7.514, 263.760, -23.433
816, 7.518, 265.957, -23.047
818, 7.521, 268.330, -22.838
820, 7.525, 270.527, -22.505
822, 7.529, 272.812, -22.272
824, 7.532, 275.098, -22.061
826, 7.536, 277.383, -21.877
828, 7.540, 279.492, -21.566
830, 7.543, 281.865, -21.490
832, 7.547, 283.975, -21.216
834, 7.550, 286.172, -21.025
836, 7.554, 288.457, -20.938
838, 7.558, 290.742, -20.844
840, 7.561, 293.115, -20.839
842, 7.565, 295.312, -20.688
844, 7.569, 297.510, -20.546
846, 7.572, 299.795, -20.502
848, 7.576, 301.992, -20.379
850, 7.580, 304.541, -20.557
852, 7.583, 306.914, -20.570
854, 7.587, 309.463, -20.715
856, 7.591, 311.836, -20.727
858, 7.594, 314.385, -20.867
860, 7.598, 317.197, -21.196
862, 7.601, 319.658, -21.229
864, 7.605, 322.559, -21.604
866, 7.609, 325.195, -21.720
868, 7.612, 327.744, -21.788
870, 7.616, 330.908, -22.314
872, 7.620, 333.896, -22.663
874, 7.623, 336.973, -23.029
876, 7.627, 339.961, -23.327
878, 7.630, 343.037, -23.655
880, 7.634, 346.289, -24.084
882, 7.638, 349.541, -24.465
884, 7.641, 353.232, -25.180
886, 7.645, 356.484, -25.486
888, 7.649, 0.000, -25.953
890, 7.652, 3.516, -26.390
892, 7.656, 6.855, -26.644
894, 7.659, 10.459, -27.083
896, 7.663, 14.150, -27.550
898, 7.667, 17.842, -27.980
900, 7.670, 21.357, -28.230
902, 7.674, 25.225, -28.732
904, 7.678, 28.564, -28.777
906, 7.681, 31.992, -28.887
908, 7.685, 35.684, -29.195
910, 7.688, 39.199, -29.328
912, 7.692, 42.715, -29.457
914, 7.696, 45.879, -29.292
916, 7.699, 49.131, -29.213
918, 7.703, 52.559, -29.278
920, 7.706, 55.635, -29.060
922, 7.710, 58.623, -28.791
924, 7.714, 61.523, -28.479
926, 7.717, 64.688, -28.404
928, 7.721, 67.764, -28.257
930, 7.725, 70.488, -27.861
932, 7.728, 73.125, -27.430
934, 7.732, 75.850, -27.095
936, 7.735, 78.486, -26.725
938, 7.739, 80.947, -26.254
940, 7.743, 83.584, -25.963
942, 7.746, 86.221, -25.695
944, 7.750, 88.506, -25.178
946, 7.753, 90.967, -24.845
948, 7.757, 93.340, -24.469
950, 7.761, 95.801, -24.204
952, 7.764, 98.350, -24.007
954, 7.768, 100.547, -23.586
956, 7.771, 103.008, -23.395
958, 7.775, 105.117, -22.943
960, 7.779, 107.578, -22.815
962, 7.782, 109.775, -22.488
964, 7.786, 112.236, -22.389
966, 7.789, 114.434, -22.110
968, 7.793, 116.719, -21.910
970, 7.797, 119.092, -21.806
972, 7.800, 121.465, -21.691
974, 7.804, 123.926, -21.689
976, 7.807, 126.387, -21.667
978, 7.811, 128.936, -21.716
980, 7.815, 131.309, -21.630
982, 7.818, 133.770, -21.629
984, 7.822, 136.318, -21.670
986, 7.825, 139.043, -21.882
988, 7.829, 141.768, -22.054
990, 7.833, 144.492, -22.216
992, 7.836, 147.217, -22.357
994, 7.840, 150.205, -22.698
996, 7.843, 153.018, -22.867
998, 7.847, 156.182, -23.301
1000, 7.851, 158.994, -23.419
1002, 7.854, 162.070, -23.732
1004, 7.858, 165.146, -24.022
1006, 7.861, 168.398, -24.420
1008, 7.865, 171.562, -24.717
1010, 7.868, 174.902, -25.106
1012, 7.872, 178.506, -25.699
1014, 7.876, 181.758, -25.946
1016, 7.879, 185.186, -26.312
1018, 7.883, 188.525, -26.570
1020, 7.886, 191.953, -26.883
1022, 7.890, 195.645, -27.371
1024, 7.893, 199.072, -27.608
1026, 7.897, 202.764, -28.028
1028, 7.901, 206.104, -28.135
1030, 7.904, 209.355, -28.162
1032, 7.908, 212.959, -28.462
1034, 7.911, 216.475, -28.662
1036, 7.915, 220.166, -28.998
1038, 7.919, 223.330, -28.873
1040, 7.922, 226.758, -28.967
1042, 7.926, 229.746, -28.707
1044, 7.929, 232.734, -28.478
1046, 7.933, 235.811, -28.328
1048, 7.936, 238.711, -28.063
1050, 7.940, 241.787, -27.950
1052, 7.943, 244.512, -27.578
1054, 7.947, 247.412, -27.368
1056, 7.951, 250.312, -27.184
1058, 7.954, 252.861, -26.734
1060, 7.958, 255.498, -26.408
1062, 7.961, 257.959, -25.949
1064, 7.965, 260.771, -25.836
1066, 7.968, 263.320, -25.513
1068, 7.972, 265.781, -25.150
1070, 7.976, 268.154, -24.731
1072, 7.979, 270.615, -24.455
1074, 7.983, 273.164, -24.257
1076, 7.986, 275.273, -23.716
1078, 7.990, 277.822, -23.597
1080, 7.993, 280.107, -23.262
1082, 7.997, 282.305, -22.885
1084, 8.000, 284.941, -22.917
1086, 8.004, 287.227, -22.650
1088, 8.008, 289.600, -22.476
1090, 8.011, 291.797, -22.179
1092, 8.015, 294.170, -22.048
1094, 8.018, 296.455, -21.860
1096, 8.022, 298.828, -21.761
1098, 8.025, 301.289, -21.735
1100, 8.029, 303.662, -21.643
1102, 8.032, 306.475, -21.908
1104, 8.036, 309.023, -21.944
1106, 8.040, 311.572, -21.971
1108, 8.043, 314.297, -22.141
1110, 8.047, 316.758, -22.081
1112, 8.050, 319.746, -22.451
1114, 8.054, 322.471, -22.570
1116, 8.057, 325.547, -22.959
1118, 8.061, 328.447, -23.177
1120, 8.064, 331.436, -23.441
1122, 8.068, 334.512, -23.751
1124, 8.071, 337.588, -24.042
1126, 8.075, 341.016, -24.578
1128, 8.078, 344.180, -24.855
1130, 8.082, 347.607, -25.318
1132, 8.086, 351.299, -25.950
1134, 8.089, 354.727, -26.311
1136, 8.093, 358.330, -26.781
1138, 8.096, 1.934, -27.210
1140, 8.100, 5.889, -27.872
1142, 8.103, 9.492, -28.206
1144, 8.107, 13.096, -28.501
1146, 8.110, 16.875, -28.913
1148, 8.114, 20.918, -29.490
1150, 8.117, 24.609, -29.735
1152, 8.121, 28.301, -29.975
1154, 8.124, 31.904, -30.112
1156, 8.128, 35.771, -30.441
1158, 8.131, 39.287, -30.467
1160, 8.135, 42.979, -30.629
1162, 8.138, 46.582, -30.686
1164, 8.142, 50.186, -30.780
1166, 8.146, 53.438, -30.556
1168, 8.149, 56.777, -30.424
1170, 8.153, 60.117, -30.323
1172, 8.156, 63.018, -29.871
1174, 8.160, 66.270, -29.730
1176, 8.163, 69.346, -29.486
1178, 8.167, 72.158, -29.045
1180, 8.170, 75.146, -28.757
1182, 8.174, 77.871, -28.319
1184, 8.177, 80.684, -27.984
1186, 8.181, 83.232, -27.467
1188, 8.184, 85.957, -27.128
1190, 8.188, 88.594, -26.761
1192, 8.191, 91.055, -26.283
1194, 8.195, 93.779, -26.061
1196, 8.198, 96.152, -25.574
1198, 8.202, 98.965, -25.485
1200, 8.205, 101.338, -25.054
1202, 8.209, 103.799, -24.729
1204, 8.212, 106.172, -24.373
1206, 8.216, 108.633, -24.107
1208, 8.219, 111.182, -23.939
1210, 8.223, 113.555, -23.646
1212, 8.226, 116.104, -23.525
1214, 8.230, 118.564, -23.340
1216, 8.233, 120.850, -23.032
1218, 8.237, 123.398, -22.963
1220, 8.240, 125.947, -22.899
1222, 8.244, 128.760, -23.055
1224, 8.247, 131.309, -22.980
1226, 8.251, 133.857, -22.917
1228, 8.254, 136.582, -22.995
1230, 8.258, 139.219, -23.001
1232, 8.261, 142.031, -23.146
1234, 8.265, 144.756, -23.203
1236, 8.268, 147.832, -23.540
1238, 8.272, 150.732, -23.703
1240, 8.275, 153.809, -23.993
1242, 8.279, 156.973, -24.322
1244, 8.282, 159.961, -24.488
1246, 8.286, 163.125, -24.777
1248, 8.289, 166.377, -25.093
1250, 8.293, 169.805, -25.543
1252, 8.296, 173.145, -25.874
1254, 8.300, 176.572, -26.233
1256, 8.303, 180.439, -26.936
1258, 8.307, 183.691, -27.063
1260, 8.310, 187.295, -27.448
1262, 8.313, 190.811, -27.770
1264, 8.317, 194.238, -27.957
1266, 8.320, 198.018, -28.423
1268, 8.324, 201.445, -28.543
1270, 8.327, 205.312, -29.046
1272, 8.331, 208.740, -29.112
1274, 8.334, 212.520, -29.482
1276, 8.338, 216.035, -29.599
1278, 8.341, 219.639, -29.753
1280, 8.345, 222.979, -29.718
1282, 8.348, 226.230, -29.601
1284, 8.352, 229.482, -29.499
1286, 8.355, 232.734, -29.396
1288, 8.359, 235.986, -29.309
1290, 8.362, 238.887, -28.945
1292, 8.366, 241.875, -28.692
1294, 8.369, 244.951, -28.528
1296, 8.372, 247.852, -28.241
1298, 8.376, 250.840, -28.045
1300, 8.379, 253.477, -27.592
1302, 8.383, 256.113, -27.180
1304, 8.386, 258.926, -26.938
1306, 8.390, 261.475, -26.511
1308, 8.393, 264.111, -26.204
1310, 8.397, 266.748, -25.920
1312, 8.400, 269.297, -25.583
1314, 8.404, 271.670, -25.145
1316, 8.407, 274.219, -24.885
1318, 8.411, 276.943, -24.785
1320, 8.414, 279.404, -24.494
1322, 8.417, 281.865, -24.220
1324, 8.421, 284.238, -23.904
1326, 8.424, 286.611, -23.617
1328, 8.428, 288.984, -23.360
1330, 8.431, 291.357, -23.119
1332, 8.435, 294.082, -23.176
1334, 8.438, 296.543, -23.026
1336, 8.442, 299.180, -23.029
1338, 8.445, 301.729, -22.964
1340, 8.448, 304.014, -22.689
1342, 8.452, 306.738, -22.791
1344, 8.455, 309.375, -22.819
1346, 8.459, 312.275, -23.033
1348, 8.462, 314.912, -23.050
1350, 8.466, 317.812, -23.257
1352, 8.469, 320.625, -23.361
1354, 8.473, 323.701, -23.690
1356, 8.476, 326.953, -24.121
1358, 8.479, 329.941, -24.295
1360, 8.483, 333.281, -24.750
1362, 8.486, 336.357, -24.939
1364, 8.490, 339.697, -25.329
1366, 8.493, 343.389, -25.940
1368, 8.497, 346.816, -26.319
1370, 8.500, 350.420, -26.790
1372, 8.503, 354.023, -27.221
1374, 8.507, 357.803, -27.737
1376, 8.510, 1.582, -28.229
1378, 8.514, 5.449, -28.723
1380, 8.517, 9.492, -29.338
1382, 8.520, 13.359, -29.743
1384, 8.524, 17.314, -30.174
1386, 8.527, 21.182, -30.510
1388, 8.531, 24.961, -30.733
1390, 8.534, 29.092, -31.218
1392, 8.538, 32.607, -31.176
1394, 8.541, 36.562, -31.481
1396, 8.544, 40.342, -31.607
1398, 8.548, 44.033, -31.672
1400, 8.551, 47.373, -31.447
1402, 8.555, 50.977, -31.452
1404, 8.558, 54.580, -31.455
1406, 8.561, 57.744, -31.112
1408, 8.565, 61.084, -30.934
1410, 8.568, 64.248, -30.642
1412, 8.572, 67.324, -30.292
1414, 8.575, 70.488, -30.052
1416, 8.579, 73.564, -29.770
1418, 8.582, 76.377, -29.296
1420, 8.585, 79.014, -28.732
1422, 8.589, 82.002, -28.491
1424, 8.592, 84.639, -27.996
1426, 8.596, 87.275, -27.545
1428, 8.599, 90.000, -27.207
1430, 8.602, 92.637, -26.825
1432, 8.606, 95.273, -26.483
1434, 8.609, 97.734, -26.034
1436, 8.612, 100.547, -25.897
1438, 8.616, 103.096, -25.571
1440, 8.619, 105.469, -25.132
1442, 8.623, 108.105, -24.940
1444, 8.626, 110.391, -24.489
1446, 8.629, 113.115, -24.413
1448, 8.633, 115.576, -24.159
1450, 8.636, 118.037, -23.919
1452, 8.640, 120.762, -23.891
1454, 8.643, 123.311, -23.760
1456, 8.646, 125.947, -23.691
1458, 8.650, 128.584, -23.633
1460, 8.653, 131.396, -23.725
1462, 8.657, 134.121, -23.714
1464, 8.660, 136.934, -23.803
1466, 8.663, 140.010, -24.087
1468, 8.667, 142.734, -24.061
1470, 8.670, 145.811, -24.316
1472, 8.673, 148.711, -24.412
1474, 8.677, 151.436, -24.362
1476, 8.680, 154.775, -24.792
1478, 8.684, 157.939, -25.063
1480, 8.687, 161.367, -25.499
1482, 8.690, 164.619, -25.766
1484, 8.694, 168.311, -26.356
1486, 8.697, 171.738, -26.685
1488, 8.700, 175.254, -27.051
1490, 8.704, 178.857, -27.454
1492, 8.707, 182.461, -27.825
1494, 8.710, 186.240, -28.295
1496, 8.714, 189.932, -28.655
1498, 8.717, 193.359, -28.774
1500, 8.721, 197.402, -29.368
1502, 8.724, 201.270, -29.774
1504, 8.727, 205.225, -30.205
1506, 8.731, 208.828, -30.329
1508, 8.734, 212.520, -30.498
1510, 8.737, 215.947, -30.451
1512, 8.741, 219.375, -30.400
1514, 8.744, 223.066, -30.573
1516, 8.747, 226.494, -30.520
1518, 8.751, 230.186, -30.675
1520, 8.754, 233.525, -30.540
1522, 8.757, 236.777, -30.348
1524, 8.761, 239.854, -30.032
1526, 8.764, 242.930, -29.741
1528, 8.767, 246.006, -29.488
1530, 8.771, 248.906, -29.110
1532, 8.774, 251.895, -28.838
1534, 8.778, 254.707, -28.448
1536, 8.781, 257.520, -28.099
1538, 8.784, 260.156, -27.638
1540, 8.788, 262.881, -27.293
1542, 8.791, 265.693, -27.037
1544, 8.794, 268.154, -26.532
1546, 8.798, 270.703, -26.152
1548, 8.801, 273.252, -25.800
1550, 8.804, 275.801, -25.483
1552, 8.808, 278.438, -25.257
1554, 8.811, 280.986, -24.979
1556, 8.814, 283.447, -24.660
1558, 8.818, 285.732, -24.247
1560, 8.821, 288.105, -23.929
1562, 8.824, 290.830, -23.923
1564, 8.828, 293.291, -23.686
1566, 8.831, 295.928, -23.636
1568, 8.834, 298.389, -23.444
1570, 8.837, 301.201, -23.551
1572, 8.841, 303.750, -23.429
1574, 8.844, 306.299, -23.331
1576, 8.847, 309.111, -23.426
1578, 8.851, 311.748, -23.415
1580, 8.854, 314.824, -23.731
1582, 8.857, 317.725, -23.878
1584, 8.861, 320.801, -24.146
1586, 8.864, 323.877, -24.394
1588, 8.867, 326.689, -24.410
1590, 8.871, 330.117, -24.920
1592, 8.874, 333.281, -25.163
1594, 8.877, 336.709, -25.596
1596, 8.881, 340.137, -25.997
1598, 8.884, 343.564, -26.356
1600, 8.887, 347.256, -26.888
1602, 8.891, 350.859, -27.310
1604, 8.894, 354.727, -27.895
