Time[ms], Volt[V], Angle[degree], AngleVel[rad/s]
500, 0.288, 266.221, 0.004
505, 0.294, 266.221, 0.003
510, 0.300, 266.221, 0.003
515, 0.305, 266.221, 0.002
520, 0.311, 266.133, 0.063
525, 0.317, 266.221, -0.011
530, 0.323, 266.221, -0.008
535, 0.330, 266.221, -0.007
540, 0.336, 266.221, -0.005
545, 0.342, 266.221, -0.004
550, 0.348, 266.221, -0.003
555, 0.355, 266.221, -0.003
560, 0.361, 266.221, -0.002
565, 0.368, 266.221, -0.002
570, 0.374, 266.133, 0.060
575, 0.381, 266.221, -0.013
580, 0.387, 266.133, 0.051
585, 0.394, 266.221, -0.021
590, 0.401, 266.133, 0.045
595, 0.408, 266.221, -0.026
600, 0.414, 266.221, -0.020
605, 0.421, 266.221, -0.016
610, 0.428, 266.309, -0.075
615, 0.435, 266.309, -0.060
620, 0.442, 266.221, 0.014
625, 0.450, 266.133, 0.072
630, 0.457, 266.221, -0.004
635, 0.464, 266.221, -0.003
640, 0.471, 266.221, -0.002
645, 0.479, 266.221, -0.002
650, 0.486, 266.309, -0.063
655, 0.493, 266.221, 0.011
660, 0.501, 266.133, 0.070
665, 0.509, 266.221, -0.005
670, 0.516, 266.221, -0.004
675, 0.524, 266.221, -0.003
680, 0.532, 266.133, 0.059
685, 0.539, 266.221, -0.014
690, 0.547, 266.309, -0.073
695, 0.555, 266.221, 0.003
700, 0.563, 266.221, 0.002
705, 0.571, 266.221, 0.002
710, 0.579, 266.221, 0.002
715, 0.587, 266.221, 0.001
720, 0.595, 266.309, -0.060
725, 0.604, 266.221, 0.013
730, 0.612, 266.133, 0.072
735, 0.620, 266.221, -0.004
740, 0.629, 266.221, -0.003
745, 0.637, 266.133, 0.059
750, 0.645, 266.221, -0.014
755, 0.654, 266.221, -0.011
760, 0.663, 266.221, -0.009
765, 0.671, 266.133, 0.054
770, 0.680, 266.221, -0.018
775, 0.689, 266.221, -0.014
780, 0.697, 266.221, -0.012
785, 0.706, 266.221, -0.009
790, 0.715, 266.221, -0.007
795, 0.724, 266.221, -0.006
800, 0.733, 266.309, -0.066
805, 0.742, 266.309, -0.053
810, 0.751, 266.396, -0.104
815, 0.760, 266.396, -0.083
820, 0.770, 266.396, -0.066
825, 0.779, 266.309, 0.008
830, 0.788, 266.396, -0.055
835, 0.798, 266.484, -0.105
840, 0.807, 266.396, -0.023
845, 0.816, 266.396, -0.018
850, 0.826, 266.309, 0.047
855, 0.836, 266.396, -0.024
860, 0.845, 266.309, 0.042
865, 0.855, 266.396, -0.028
870, 0.865, 266.396, -0.022
875, 0.874, 266.396, -0.018
880, 0.884, 266.396, -0.014
885, 0.894, 266.309, 0.050
890, 0.904, 266.396, -0.021
895, 0.914, 266.309, 0.044
900, 0.924, 266.309, 0.035
905, 0.934, 266.396, -0.033
910, 0.944, 266.396, -0.026
915, 0.954, 266.396, -0.021
920, 0.965, 266.396, -0.017
925, 0.975, 266.396, -0.014
930, 0.985, 266.309, 0.051
935, 0.996, 266.309, 0.040
940, 1.006, 266.396, -0.029
945, 1.016, 266.396, -0.023
950, 1.027, 266.396, -0.019
955, 1.038, 266.309, 0.046
960, 1.048, 266.396, -0.024
965, 1.059, 266.396, -0.019
970, 1.070, 266.396, -0.015
975, 1.080, 266.396, -0.012
980, 1.091, 266.396, -0.010
985, 1.102, 266.396, -0.008
990, 1.113, 266.396, -0.006
995, 1.124, 266.396, -0.005
1000, 1.135, 266.396, -0.004
1005, 1.146, 266.396, -0.003
1010, 1.157, 266.309, 0.059
1015, 1.168, 266.484, -0.076
1020, 1.179, 266.396, 0.001
1025, 1.191, 266.396, 0.001
1030, 1.202, 266.396, 0.001
1035, 1.213, 266.396, 0.000
1040, 1.225, 266.396, 0.000
1045, 1.236, 266.396, 0.000
1050, 1.248, 266.484, -0.061
1055, 1.259, 266.484, -0.049
1060, 1.271, 266.484, -0.039
1065, 1.282, 266.484, -0.031
1070, 1.294, 266.396, 0.036
1075, 1.306, 266.396, 0.029
1080, 1.317, 266.484, -0.038
1085, 1.329, 266.396, 0.031
1090, 1.341, 266.396, 0.025
1095, 1.353, 266.484, -0.042
1100, 1.365, 266.396, 0.028
1105, 1.377, 266.572, -0.100
1110, 1.389, 266.572, -0.080
1115, 1.401, 266.660, -0.125
1120, 1.413, 266.836, -0.223
1125, 1.425, 267.012, -0.301
1130, 1.438, 267.188, -0.364
1135, 1.450, 267.363, -0.414
1140, 1.462, 267.539, -0.454
1145, 1.474, 267.803, -0.547
1150, 1.487, 268.066, -0.622
1155, 1.499, 268.330, -0.682
1160, 1.512, 268.594, -0.730
1165, 1.524, 268.945, -0.829
1170, 1.537, 269.297, -0.909
1175, 1.550, 269.648, -0.972
1180, 1.562, 270.000, -1.024
1185, 1.575, 270.439, -1.125
1190, 1.588, 270.791, -1.146
1195, 1.600, 271.230, -1.224
1200, 1.613, 271.670, -1.286
1205, 1.626, 272.197, -1.397
1210, 1.639, 272.812, -1.547
1215, 1.652, 273.164, -1.483
1220, 1.665, 273.691, -1.555
1225, 1.678, 274.219, -1.613
1230, 1.691, 274.834, -1.720
1235, 1.704, 275.361, -1.744
1240, 1.718, 276.064, -1.887
1245, 1.731, 276.680, -1.939
1250, 1.744, 277.295, -1.980
1255, 1.757, 277.910, -2.014
1260, 1.771, 278.613, -2.103
1265, 1.784, 279.404, -2.235
1270, 1.798, 280.107, -2.279
1275, 1.811, 280.898, -2.375
1280, 1.825, 281.602, -2.392
1285, 1.838, 282.480, -2.527
1290, 1.852, 283.359, -2.635
1295, 1.865, 284.238, -2.722
1300, 1.879, 284.941, -2.669
1305, 1.893, 285.908, -2.811
1310, 1.906, 286.787, -2.862
1315, 1.920, 287.666, -2.904
1320, 1.934, 288.633, -2.998
1325, 1.948, 289.600, -3.073
1330, 1.962, 290.566, -3.135
1335, 1.976, 291.445, -3.121
1340, 1.990, 292.500, -3.233
1345, 2.004, 293.643, -3.385
1350, 2.018, 294.697, -3.444
1355, 2.032, 295.752, -3.493
1360, 2.046, 296.807, -3.530
1365, 2.060, 297.949, -3.622
1370, 2.075, 299.004, -3.634
1375, 2.089, 300.234, -3.766
1380, 2.103, 301.377, -3.812
1385, 2.118, 302.607, -3.907
1390, 2.132, 303.838, -3.988
1395, 2.146, 305.068, -4.048
1400, 2.161, 306.211, -4.037
1405, 2.175, 307.617, -4.212
1410, 2.190, 308.848, -4.229
1415, 2.205, 310.166, -4.304
1420, 2.219, 311.572, -4.423
1425, 2.234, 312.979, -4.523
1430, 2.249, 314.297, -4.540
1435, 2.263, 315.703, -4.614
1440, 2.278, 317.109, -4.674
1445, 2.293, 318.516, -4.721
1450, 2.308, 320.098, -4.882
1455, 2.323, 321.504, -4.888
1460, 2.337, 322.998, -4.954
1465, 2.352, 324.492, -5.006
1470, 2.367, 325.986, -5.049
1475, 2.382, 327.568, -5.145
1480, 2.397, 329.150, -5.221
1485, 2.413, 330.645, -5.220
1490, 2.428, 332.314, -5.343
1495, 2.443, 333.896, -5.379
1500, 2.458, 335.566, -5.469
1505, 2.473, 337.148, -5.481
1510, 2.489, 338.906, -5.612
1515, 2.504, 340.576, -5.657
1520, 2.519, 342.334, -5.753
1525, 2.535, 344.004, -5.769
1530, 2.550, 345.762, -5.843
1535, 2.565, 347.520, -5.903
1540, 2.581, 349.365, -6.011
1545, 2.596, 350.947, -5.912
1550, 2.612, 352.793, -6.017
1555, 2.627, 354.639, -6.105
1560, 2.643, 356.572, -6.234
1565, 2.659, 358.330, -6.216
1570, 2.674, 0.264, -6.323
1575, 2.690, 2.197, -6.410
1580, 2.706, 4.131, -6.478
1585, 2.722, 5.889, -6.411
1590, 2.737, 8.086, -6.663
1595, 2.753, 10.020, -6.681
1600, 2.769, 11.953, -6.696
1605, 2.785, 13.975, -6.765
1610, 2.801, 16.084, -6.887
1615, 2.817, 18.105, -6.923
1620, 2.833, 20.127, -6.950
1625, 2.849, 22.236, -7.033
1630, 2.865, 24.346, -7.100
1635, 2.881, 26.631, -7.276
1640, 2.897, 28.740, -7.295
1645, 2.913, 30.674, -7.187
1650, 2.930, 32.959, -7.345
1655, 2.946, 35.156, -7.412
1660, 2.962, 37.529, -7.586
1665, 2.978, 39.639, -7.542
1670, 2.995, 42.012, -7.691
1675, 3.011, 44.209, -7.686
1680, 3.027, 46.670, -7.868
1685, 3.044, 48.955, -7.890
1690, 3.060, 51.328, -7.970
1695, 3.076, 53.701, -8.035
1700, 3.093, 56.162, -8.147
1705, 3.109, 58.535, -8.175
1710, 3.126, 61.084, -8.319
1715, 3.143, 63.545, -8.375
1720, 3.159, 66.094, -8.480
1725, 3.176, 68.730, -8.626
1730, 3.192, 71.191, -8.619
1735, 3.209, 73.916, -8.799
1740, 3.226, 76.465, -8.818
1745, 3.243, 79.102, -8.898
1750, 3.259, 81.826, -9.021
1755, 3.276, 84.463, -9.057
1760, 3.293, 87.363, -9.272
1765, 3.310, 90.352, -9.505
1770, 3.327, 92.900, -9.383
1775, 3.343, 95.801, -9.527
1780, 3.360, 98.789, -9.714
1785, 3.377, 101.689, -9.796
1790, 3.394, 104.590, -9.865
1795, 3.411, 107.666, -10.042
1800, 3.428, 110.391, -9.937
1805, 3.445, 113.555, -10.159
1810, 3.462, 116.543, -10.213
1815, 3.479, 119.707, -10.382
1820, 3.497, 122.783, -10.455
1825, 3.514, 125.947, -10.573
1830, 3.531, 129.023, -10.606
1835, 3.548, 132.275, -10.757
1840, 3.565, 135.264, -10.694
1845, 3.583, 138.516, -10.826
1850, 3.600, 141.592, -10.809
1855, 3.617, 144.844, -10.919
1860, 3.634, 148.008, -10.942
1865, 3.652, 151.260, -11.029
1870, 3.669, 154.600, -11.156
1875, 3.686, 157.676, -11.073
1880, 3.704, 160.928, -11.130
1885, 3.721, 164.180, -11.174
1890, 3.739, 167.432, -11.213
1895, 3.756, 170.771, -11.302
1900, 3.774, 173.936, -11.254
1905, 3.791, 177.363, -11.398
1910, 3.809, 180.615, -11.388
1915, 3.826, 184.043, -11.504
1920, 3.844, 187.383, -11.534
1925, 3.862, 190.635, -11.498
1930, 3.879, 194.062, -11.593
1935, 3.897, 197.490, -11.665
1940, 3.914, 201.006, -11.791
1945, 3.932, 204.521, -11.888
1950, 3.950, 207.773, -11.782
1955, 3.968, 211.289, -11.882
1960, 3.985, 214.805, -11.961
1965, 4.003, 218.408, -12.088
1970, 4.021, 221.924, -12.125
1975, 4.039, 225.615, -12.274
1980, 4.056, 229.131, -12.276
1985, 4.074, 232.910, -12.464
1990, 4.092, 236.777, -12.672
1995, 4.110, 240.381, -12.663
2000, 4.128, 244.336, -12.891
2005, 4.146, 248.027, -12.894
2010, 4.164, 252.070, -13.139
2015, 4.182, 255.938, -13.211
2020, 4.200, 260.156, -13.510
2025, 4.218, 264.199, -13.636
2030, 4.236, 268.154, -13.674
2035, 4.254, 272.373, -13.885
2040, 4.272, 276.680, -14.116
2045, 4.290, 280.635, -14.055
2050, 4.308, 285.117, -14.375
2055, 4.326, 289.512, -14.570
2060, 4.344, 293.643, -14.541
2065, 4.362, 297.949, -14.639
2070, 4.380, 302.256, -14.719
2075, 4.399, 306.826, -14.968
2080, 4.417, 311.221, -15.044
2085, 4.435, 315.352, -14.923
2090, 4.453, 319.922, -15.126
2095, 4.471, 324.404, -15.233
2100, 4.490, 328.799, -15.256
2105, 4.508, 333.018, -15.151
2110, 4.526, 337.588, -15.314
2115, 4.544, 341.982, -15.314
2120, 4.563, 346.465, -15.387
2125, 4.581, 350.684, -15.251
2130, 4.599, 355.166, -15.335
2135, 4.618, 359.561, -15.336
2140, 4.636, 4.131, -15.467
2145, 4.654, 8.438, -15.373
2150, 4.673, 13.008, -15.489
2155, 4.691, 17.402, -15.470
2160, 4.710, 21.709, -15.380
2165, 4.728, 26.104, -15.375
2170, 4.746, 30.586, -15.433
2175, 4.765, 34.980, -15.409
2180, 4.783, 39.463, -15.464
2185, 4.802, 43.945, -15.506
2190, 4.820, 48.691, -15.719
2195, 4.839, 53.174, -15.707
2200, 4.857, 57.832, -15.816
2205, 4.876, 62.666, -16.033
2210, 4.894, 67.236, -16.017
2215, 4.913, 72.070, -16.188
2220, 4.931, 76.904, -16.328
2225, 4.950, 81.826, -16.498
2230, 4.968, 86.836, -16.704
2235, 4.987, 91.758, -16.796
2240, 5.006, 96.855, -17.001
2245, 5.024, 102.041, -17.222
2250, 5.043, 107.139, -17.339
2255, 5.061, 112.236, -17.433
2260, 5.080, 117.246, -17.445
2265, 5.099, 122.607, -17.701
2270, 5.117, 127.617, -17.659
2275, 5.136, 132.891, -17.815
2280, 5.155, 137.900, -17.745
2285, 5.173, 143.174, -17.882
2290, 5.192, 148.271, -17.862
2295, 5.211, 153.457, -17.914
2300, 5.229, 158.555, -17.887
2305, 5.248, 163.652, -17.878
2310, 5.267, 168.750, -17.854
2315, 5.285, 174.023, -17.973
2320, 5.304, 178.857, -17.749
2325, 5.323, 184.219, -17.948
2330, 5.342, 189.229, -17.852
2335, 5.360, 194.414, -17.905
2340, 5.379, 199.336, -17.764
2345, 5.398, 204.609, -17.899
2350, 5.417, 209.795, -17.940
2355, 5.435, 214.893, -17.912
2360, 5.454, 220.166, -18.004
2365, 5.473, 225.527, -18.160
2370, 5.492, 230.977, -18.332
2375, 5.510, 236.338, -18.415
2380, 5.529, 241.787, -18.535
2385, 5.548, 247.148, -18.576
2390, 5.567, 252.949, -18.907
2395, 5.586, 258.486, -18.994
2400, 5.604, 264.287, -19.248
2405, 5.623, 270.088, -19.452
2410, 5.642, 275.801, -19.550
2415, 5.661, 282.041, -19.998
2420, 5.680, 287.930, -20.114
2425, 5.699, 293.906, -20.269
2430, 5.717, 299.883, -20.384
2435, 5.736, 306.211, -20.730
2440, 5.755, 312.188, -20.761
2445, 5.774, 318.252, -20.838
2450, 5.793, 324.141, -20.786
2455, 5.812, 330.205, -20.868
2460, 5.830, 336.094, -20.804
2465, 5.849, 341.982, -20.761
2470, 5.868, 347.959, -20.780
2475, 5.887, 353.936, -20.800
2480, 5.906, 359.824, -20.755
2485, 5.925, 5.625, -20.646
2490, 5.943, 11.338, -20.513
2495, 5.962, 17.402, -20.640
2500, 5.981, 22.852, -20.327
2505, 6.000, 29.004, -20.559
2510, 6.019, 34.629, -20.372
2515, 6.038, 40.693, -20.524
2520, 6.057, 46.494, -20.476
2525, 6.075, 52.383, -20.501
2530, 6.094, 58.447, -20.632
2535, 6.113, 64.512, -20.748
2540, 6.132, 70.576, -20.830
2545, 6.151, 76.904, -21.077
2550, 6.170, 82.969, -21.116
2555, 6.189, 89.473, -21.429
2560, 6.207, 95.713, -21.506
2565, 6.226, 102.305, -21.803
2570, 6.245, 108.633, -21.858
2575, 6.264, 115.049, -21.976
2580, 6.283, 121.553, -22.124
2585, 6.302, 128.232, -22.362
2590, 6.320, 134.648, -22.372
2595, 6.339, 141.064, -22.380
2600, 6.358, 147.656, -22.508
2605, 6.377, 153.984, -22.426
2610, 6.396, 160.488, -22.487
2615, 6.414, 166.729, -22.346
2620, 6.433, 173.145, -22.363
2625, 6.452, 179.297, -22.187
2630, 6.471, 185.713, -22.227
2635, 6.490, 191.953, -22.144
2640, 6.508, 198.281, -22.130
2645, 6.527, 204.521, -22.062
2650, 6.546, 210.850, -22.073
2655, 6.565, 217.178, -22.081
2660, 6.583, 223.506, -22.086
2665, 6.602, 229.922, -22.152
2670, 6.621, 236.514, -22.315
2675, 6.640, 243.018, -22.402
2680, 6.658, 249.873, -22.707
2685, 6.677, 256.465, -22.774
2690, 6.696, 263.584, -23.185
2695, 6.715, 270.439, -23.341
2700, 6.733, 277.207, -23.399
2705, 6.752, 284.414, -23.753
2710, 6.771, 291.445, -23.913
2715, 6.789, 298.652, -24.168
2720, 6.808, 305.859, -24.368
2725, 6.827, 312.979, -24.469
2730, 6.845, 320.010, -24.472
2735, 6.864, 326.953, -24.442
2740, 6.883, 334.072, -24.529
2745, 6.901, 341.367, -24.716
2750, 6.920, 348.223, -24.560
2755, 6.939, 355.078, -24.436
2760, 6.957, 1.934, -24.341
2765, 6.976, 8.877, -24.324
2770, 6.994, 15.645, -24.185
2775, 7.013, 22.676, -24.259
2780, 7.032, 29.180, -23.953
2785, 7.050, 36.035, -23.947
2790, 7.069, 42.715, -23.820
2795, 7.087, 49.834, -24.034
2800, 7.106, 56.514, -23.884
2805, 7.124, 63.545, -24.023
2810, 7.143, 70.488, -24.067
2815, 7.161, 77.783, -24.351
2820, 7.180, 84.902, -24.453
2825, 7.198, 92.285, -24.719
2830, 7.217, 99.404, -24.745
2835, 7.235, 107.051, -25.140
2840, 7.254, 114.258, -25.147
2845, 7.272, 121.553, -25.214
2850, 7.291, 129.023, -25.389
2855, 7.309, 136.230, -25.334
2860, 7.327, 143.701, -25.491
2865, 7.346, 151.084, -25.546
2870, 7.364, 158.115, -25.348
2875, 7.382, 165.498, -25.436
2880, 7.401, 172.529, -25.268
2885, 7.419, 179.912, -25.365
2890, 7.437, 186.768, -25.080
2895, 7.456, 193.887, -25.040
2900, 7.474, 200.830, -24.884
2905, 7.492, 208.125, -25.008
2910, 7.510, 215.068, -24.853
2915, 7.529, 222.188, -24.844
2920, 7.547, 229.395, -24.912
2925, 7.565, 236.777, -25.089
2930, 7.583, 244.160, -25.236
2935, 7.601, 251.455, -25.281
2940, 7.620, 259.277, -25.693
2945, 7.638, 266.924, -25.891
2950, 7.656, 274.922, -26.301
2955, 7.674, 282.568, -26.378
2960, 7.692, 290.742, -26.816
2965, 7.710, 298.740, -27.044
2970, 7.728, 306.650, -27.155
2975, 7.746, 314.297, -27.065
2980, 7.764, 322.559, -27.423
2985, 7.782, 330.117, -27.219
2990, 7.800, 338.027, -27.298
2995, 7.818, 345.762, -27.241
3000, 7.836, 353.232, -27.015
3005, 7.854, 0.703, -26.827
3010, 7.872, 8.262, -26.738
3015, 7.890, 15.732, -26.613
3020, 7.908, 23.115, -26.446
3025, 7.926, 30.586, -26.375
3030, 7.944, 37.969, -26.255
3035, 7.961, 45.439, -26.228
3040, 7.979, 53.174, -26.374
3045, 7.997, 60.557, -26.266
3050, 8.015, 68.291, -26.408
3055, 8.033, 76.113, -26.595
3060, 8.050, 84.111, -26.854
3065, 8.068, 92.109, -27.081
3070, 8.086, 100.107, -27.237
3075, 8.103, 108.105, -27.375
3080, 8.121, 116.367, -27.682
3085, 8.139, 124.365, -27.725
3090, 8.156, 132.363, -27.775
3095, 8.174, 140.625, -27.989
3100, 8.191, 148.359, -27.796
3105, 8.209, 156.182, -27.702
3110, 8.226, 164.092, -27.685
3115, 8.244, 171.826, -27.547
3120, 8.261, 179.385, -27.316
3125, 8.279, 187.119, -27.258
3130, 8.296, 194.590, -27.025
3135, 8.314, 202.412, -27.087
3140, 8.331, 209.971, -26.946
3145, 8.348, 217.617, -26.894
3150, 8.366, 225.352, -26.924
3155, 8.383, 233.262, -27.064
3160, 8.400, 241.172, -27.179
3165, 8.418, 249.170, -27.332
3170, 8.435, 257.168, -27.451
3175, 8.452, 265.605, -27.856
3180, 8.469, 273.867, -28.053
3185, 8.486, 282.393, -28.396
3190, 8.503, 290.742, -28.549
3195, 8.521, 299.268, -28.789
3200, 8.538, 308.057, -29.170
3205, 8.555, 316.582, -29.291
3210, 8.572, 324.844, -29.206
3215, 8.589, 333.281, -29.253
3220, 8.606, 341.543, -29.175
3225, 8.623, 349.717, -29.048
3230, 8.640, 358.154, -29.134
3235, 8.657, 6.240, -28.953
3240, 8.674, 13.975, -28.564
3245, 8.690, 22.236, -28.621
3250, 8.707, 30.059, -28.361
3255, 8.724, 37.969, -28.206
3260, 8.741, 46.143, -28.270
3265, 8.758, 54.229, -28.279
3270, 8.774, 62.139, -28.146
3275, 8.791, 70.576, -28.417
3280, 8.808, 78.662, -28.376
3285, 8.824, 87.100, -28.580
3290, 8.841, 95.449, -28.711
3295, 8.858, 103.887, -28.866
3300, 8.874, 112.324, -28.984
3305, 8.891, 120.762, -29.077
3310, 8.907, 129.375, -29.278
3315, 8.924, 137.988, -29.442
3320, 8.940, 146.074, -29.204
3325, 8.956, 154.336, -29.128
3330, 8.973, 162.861, -29.262
3335, 8.989, 170.859, -28.996
3340, 9.006, 179.121, -28.967
3345, 9.022, 187.207, -28.824
3350, 9.038, 195.293, -28.703
3355, 9.054, 203.203, -28.489
3360, 9.071, 211.465, -28.557
3365, 9.087, 219.463, -28.433
3370, 9.103, 228.076, -28.764
3375, 9.119, 235.898, -28.479
3380, 9.135, 244.512, -28.801
3385, 9.151, 252.949, -28.930
3390, 9.167, 261.914, -29.406
3395, 9.183, 270.439, -29.479
3400, 9.199, 279.492, -29.908
3405, 9.215, 288.193, -30.000
3410, 9.231, 297.422, -30.438
3415, 9.247, 306.123, -30.439
3420, 9.263, 315.088, -30.605
3425, 9.278, 323.877, -30.630
3430, 9.294, 332.578, -30.575
3435, 9.310, 341.279, -30.545
3440, 9.326, 349.805, -30.391
3445, 9.341, 358.066, -30.080
3450, 9.357, 6.416, -29.898
3455, 9.373, 14.854, -29.815
3460, 9.388, 22.939, -29.499
3465, 9.404, 31.289, -29.433
3470, 9.419, 39.814, -29.490
3475, 9.435, 48.164, -29.437
3480, 9.450, 56.514, -29.378
3485, 9.466, 64.951, -29.399
3490, 9.481, 73.652, -29.597
3495, 9.496, 82.178, -29.632
3500, 9.512, 91.143, -29.964
3505, 9.527, 100.020, -30.171
3510, 9.542, 109.248, -30.585
3515, 9.557, 117.773, -30.423
3520, 9.572, 127.002, -30.782
3525, 9.588, 135.703, -30.710
3530, 9.603, 144.668, -30.826
3535, 9.618, 153.369, -30.743
3540, 9.633, 161.719, -30.424
3545, 9.648, 170.156, -30.232
3550, 9.663, 178.682, -30.139
3555, 9.678, 186.943, -29.885
3560, 9.692, 195.205, -29.681
3565, 9.707, 203.643, -29.640
3570, 9.722, 211.904, -29.478
3575, 9.737, 220.605, -29.662
3580, 9.752, 228.867, -29.498
3585, 9.766, 237.568, -29.675
3590, 9.781, 246.357, -29.883
3595, 9.796, 255.146, -30.035
3600, 9.810, 264.023, -30.234
3605, 9.825, 273.164, -30.577
3610, 9.839, 282.480, -30.957
3615, 9.854, 291.621, -31.158
3620, 9.868, 301.025, -31.496
3625, 9.882, 310.078, -31.521
3630, 9.897, 319.395, -31.724
3635, 9.911, 328.711, -31.886
3640, 9.925, 337.500, -31.649
3645, 9.940, 346.641, -31.703
3650, 9.954, 355.430, -31.493
3655, 9.968, 4.219, -31.337
3660, 9.982, 12.744, -31.034
3665, 9.996, 21.357, -30.840
3670, 10.010, 29.883, -30.626
3675, 10.024, 38.584, -30.583
3680, 10.038, 47.109, -30.416
3685, 10.052, 56.074, -30.599
3690, 10.066, 64.600, -30.428
3695, 10.080, 73.564, -30.611
3700, 10.094, 82.266, -30.568
3705, 10.107, 91.230, -30.716
3710, 10.121, 100.371, -30.953
3715, 10.135, 109.160, -30.904
3720, 10.148, 118.564, -31.288
3725, 10.162, 127.441, -31.231
3730, 10.176, 136.758, -31.494
3735, 10.189, 145.547, -31.339
3740, 10.203, 154.688, -31.445
3745, 10.216, 163.564, -31.353
3750, 10.229, 172.441, -31.292
3755, 10.243, 180.879, -30.928
3760, 10.256, 189.932, -31.065
3765, 10.269, 198.545, -30.872
3770, 10.283, 207.070, -30.652
3775, 10.296, 215.684, -30.540
3780, 10.309, 224.385, -30.514
3785, 10.322, 233.086, -30.478
3790, 10.335, 242.227, -30.773
3795, 10.348, 251.016, -30.753
3800, 10.361, 260.244, -31.051
3805, 10.374, 269.473, -31.281
3810, 10.387, 279.229, -31.847
3815, 10.400, 288.193, -31.736
3820, 10.412, 297.861, -32.130
3825, 10.425, 307.178, -32.211
3830, 10.438, 316.582, -32.353
3835, 10.451, 325.898, -32.383
3840, 10.463, 335.391, -32.542
3845, 10.476, 344.619, -32.480
3850, 10.488, 353.408, -32.106
3855, 10.501, 2.285, -31.900
3860, 10.513, 11.338, -31.837
3865, 10.526, 20.039, -31.553
3870, 10.538, 28.828, -31.377
3875, 10.550, 37.617, -31.244
3880, 10.563, 46.318, -31.077
3885, 10.575, 55.371, -31.183
3890, 10.587, 64.424, -31.268
3895, 10.599, 73.389, -31.280
3900, 10.611, 82.441, -31.351
3905, 10.623, 91.758, -31.583
3910, 10.635, 101.074, -31.776
3915, 10.647, 110.215, -31.810
3920, 10.659, 119.531, -31.954
3925, 10.671, 129.111, -32.257
